L_id	k1	hom	headword_iast	base_slp1	base_iast	cue	base_type	deriv_kind	suffix	citation
19603	kOlatTa		kaulattha	kulatTa	kulattha	von	nominal	denominal-other		P. 4,4,4
19605	kOlapata		kaulapata	kulapati	kulapati	von	nominal	denominal-other		P. 4,1,84
19606	kOlaputraka		kaulaputraka	kulaputra	kulaputra	von	nominal	taddhita	ka	P. 5,1,133
19611	kOlAsa		kaulāsa	kUlAsa	kūlāsa	von	nominal	denominal-other		P. 4,2,75
19613	kOlika		kaulika	kula	kula	von	nominal	taddhita	ika	ŚKDR.
19616	kOliSAyani		kauliśāyani	kuliSa	kuliśa	von	nominal	denominal-other		P. 4,2,80
19619	kOlIna		kaulīna	kulIna	kulīna	von	nominal	denominal-other		R. 5,87,12
19619	kOlIna		kaulīna	kula	kula	von	nominal	denominal-other		R. 5,87,12
19620	kOlInya		kaulīnya	kulIna	kulīna	von	nominal	taddhita	ya	H. an. 3,370
19621	kOlIrA		kaulīrā	kulIra	kulīra	von	nominal	denominal-other		RĀJAN.
19623	kOleya		kauleya	kula	kula	von	nominal	taddhita	eya	BHAR.
19628	kOlmAzI		kaulmāṣī	kulmAza	kulmāṣa	von	nominal	denominal-other		P. 5,2,83
19630	kOlya		kaulya	kula	kula	von	nominal	taddhita	ya	BHAR.
19632	kOvidArya		kauvidārya	kovidAra	kovidāra	von	nominal	taddhita	ya	P. 4,2,80
19634	kOvera		kauvera	kuvera	kuvera	von	nominal	denominal-other		MBH. 2,2578
19635	kOverikeya		kauverikeya	kuverikA	kuverikā	von	nominal	taddhita	eya	P. 4,1,123
19636	kOSa	1	kauśa	kuSa	kuśa	von	nominal	denominal-other		ŚAT. BR. 5,2,1,8
19637	kOSa	2	kauśa	koSa	kośa	von	nominal	denominal-other		VYUTP. 193
19638	kOSala		kauśala	kuSala	kuśala	von	nominal	denominal-other		P. 5,1,130
19640	kOSali		kauśali	kuSalA	kuśalā	von	nominal	denominal-other		P. 4,1,96
19641	kOSalikA		kauśalikā	kuSala	kuśala	von	nominal	denominal-other		H. 737
19642	kOSalya	1	kauśalya	kuSala	kuśala	von	nominal	taddhita	ya	P. 5,1,124
19643	kOSalya	2	kauśalya	koSala	kośala	von	nominal	taddhita	ya	
19644	kOSAmba		kauśāmba	kuSAmba	kuśāmba	von	nominal	denominal-other		COLEBR. Misc. Ess. II, 278
19645	kOSAmbeya		kauśāmbeya	kOSAmbI	kauśāmbī	von	nominal	taddhita	eya	P. 4,1,123
19645	kOSAmbeya		kauśāmbeya	kuSAmba	kuśāmba	von	nominal	taddhita	eya	P. 4,1,123
19649	kOSika	1	kauśika	kuSika	kuśika	von	nominal	denominal-other		MBH. 13,2719
19650	kOSika	2	kauśika	koSa	kośa	von	nominal	taddhita	ika	MBH. 3,11461
19652	kOSika	4	kauśika	kOSika	kauśika	von	nominal	denominal-other		SUŚR. 1,107,11
19656	kOSikAyani		kauśikāyani	kOSika	kauśika	von	nominal	denominal-other		ŚAT. BR. 14,5,5,21
19665	kOSIDAnya		kauśīdhānya	koSI	kośī	von	nominal	denominal-other		BAUDH.
19666	kOSIrakeya		kauśīrakeya	kuSIraka	kuśīraka	von	nominal	taddhita	eya	P. 4,2,80
19667	kOSIlava		kauśīlava	kuSIlava	kuśīlava	von	nominal	denominal-other		GOBH. 3,1,12
19668	kOSeya		kauśeya	koSa	kośa	von	nominal	taddhita	eya	P. 4,3,42
19669	kOSya		kauśya	kuSa	kuśa	von	nominal	taddhita	ya	MBH. 13,3495
19670	kOSreya		kauśreya	kuSri	kuśri	von	nominal	taddhita	eya	KĀṬH.
19671	kOzArava		kauṣārava	kuzAru	kuṣāru	von	nominal	denominal-other		AIT. BR. 8,28
19673	kOzItaka		kauṣītaka	kuzItaka	kuṣītaka	von	nominal	denominal-other		ĀŚV. GṚHY. 3,4
19676	kOzItakeya		kauṣītakeya	kuzItaka	kuṣītaka	von	nominal	taddhita	eya	P. 4,1,124
19678	kOzWa		kauṣṭha	kozWa	koṣṭha	von	nominal	denominal-other		ŚAT. BR. 1,1,2,7
19681	kOzWya		kauṣṭhya	kozWa	koṣṭha	von	nominal	taddhita	ya	YĀJÑ. 3,95
19682	kOzya		kauṣya	koza	koṣa	von	nominal	taddhita	ya	ŚAT. BR. 10,5,5,1
19683	kOsalaka		kausalaka	kosala	kosala	von	nominal	taddhita	ka	VARĀH. BṚH. S. 14,7
19684	kOsaleya		kausaleya	kOsalyA	kausalyā	von	nominal	denominal-other		ŚABDAR.
19685	kOsalya		kausalya	kosala	kosala	von	nominal	taddhita	ya	P. 4,1,171
19686	kOsalyAyani		kausalyāyani	kOsalyA	kausalyā	von	nominal	denominal-other		P. 4,1,155
19686	kOsalyAyani		kausalyāyani	kOsalya	kausalya	von	nominal	denominal-other		P. 4,1,155
19686	kOsalyAyani		kausalyāyani	kosala	kosala	von	nominal	denominal-other		P. 4,1,155
19687	kOsida		kausida	kusida	kusida	von	nominal	denominal-other		KĀṬH.
19688	kOsIda		kausīda	kusIda	kusīda	von	nominal	denominal-other		M. 8,143
19690	kOsuma		kausuma	kusuma	kusuma	von	nominal	denominal-other		AK. 3,4,3,22
19691	kOsumAyuDa		kausumāyudha	kusumAyuDa	kusumāyudha	von	nominal	denominal-other		VET. 20,19
19692	kOsumBa		kausumbha	kusumBa	kusumbha	von	nominal	denominal-other		SUŚR. 1,183,5
19693	kOsurubinda		kausurubinda	kusurubinda	kusurubinda	von	nominal	denominal-other		KĀTY. ŚR. 23,5,18
19694	kOsurubindi		kausurubindi	kusurubinda	kusurubinda	von	nominal	denominal-other		ŚAT. BR. 12,2,2,13
19695	kOsftika		kausṛtika	kusfti	kusṛti	von	nominal	taddhita	ika	P. 5,2,75
19697	kOstra		kaustra	kustrI	kustrī	von	nominal	denominal-other		P. 5,1,130
19699	kOhaqa		kauhaḍa	kohaqa	kohaḍa	von	nominal	denominal-other		P. 4,1,112
19702	kOhita		kauhita	kohita	kohita	von	nominal	denominal-other		P. 4,1,112
19706	knasa		knasa	knas	knas	von	nominal	denominal-other		VOP. 26,30
19709	knUyitar		knūyitar	knUy	knūy	von	nominal	denominal-other		P. 3,2,152
19712	kya		kya	ka	ka	von	nominal	denominal-other		SĀY.
19724	krakza		krakṣa	krakz	krakṣ	von	root	krt		
19725	kratu		kratu	kar	kar	von	nominal	denominal-other		Uṇ. 1,77
19736	kratuprA		kratuprā	par	par	von	nominal	denominal-other		ṚV. 4,39,2
19739	kratumant		kratumant	kratu	kratu	von	nominal	denominal-other		ṚV. 1,62,12
19745	kratusTalA		kratusthalā	kratu	kratu	von	nominal	denominal-other		VS. 15,15
19748	kratUy		kratūy	kratu	kratu	von	nominal	denominal-other		ṚV. 4,24,4
19749	kratvAmaGa		kratvāmagha	kratu	kratu	von	nominal	denominal-other		ṚV. 5,33,9
19756	krand		krand	kar	kar	von	nominal	denominal-other		DHĀTUP. 3,34
19757	kranda		kranda	krand	krand	von	root	krt		AV. 11,2,22
19758	krandadizwi		krandadiṣṭi	krand	krand	von	root	krt		ṚV. 10,100,2
19759	krandana		krandana	krand	krand	von	root	krt		ŚABDAM.
19764	kram		kram	anUtkrAmanti	anūtkrāmanti	von	nominal	denominal-other		DHĀTUP. 13,31
19764	kram		kram	upakram	upakram	von	nominal	denominal-other		DHĀTUP. 13,31
19765	krama		krama	kram	kram	von	root	krt		AV. 10,5,25
19766	kramaka		kramaka	krama	krama	von	nominal	taddhita	ka	P. 4,2,61
19770	kramaRa		kramaṇa	kram	kram	von	root	krt		KĀTY. ŚR. 3,8,11
19772	kramadISvara		kramadīśvara	kram	kram	von	root	krt		COLEBR. Misc. Ess. II, 45
19779	kramaSas		kramaśas	krama	krama	von	nominal	taddhita	Sas	SUŚR. 2,145,11
19789	kramika		kramika	krama	krama	von	nominal	taddhita	ika	MBH. 2,166
19790	kramitar		kramitar	kram	kram	von	root	krt		VOP. 26,28
19796	kramya		kramya	kram	kram	von	root	krt		ṚV. PRĀT. 18,18
19797	kraya		kraya	krI	krī	von	root	krt		VS. 8,55
19799	krayaRIya		krayaṇīya	krayaRa	krayaṇa	von	nominal	taddhita	Iya	KĀTY. ŚR. 16,6,23
19802	krayavikrayika		krayavikrayika	krayavikraya	krayavikraya	von	nominal	taddhita	ika	P. 4,4,13
19805	krayAkrayikA		krayākrayikā	kraya	kraya	von	nominal	denominal-other		SIDDH. K. 46,b
19806	krayARaka		krayāṇaka	krI	krī	von	root	krt		VET. 23,13
19809	krayika		krayika	kraya	kraya	von	nominal	taddhita	ika	Uṇ. 2,45
19811	krayya		krayya	krI	krī	von	root	krt		P. 6,1,82
19814	kravizRu		kraviṣṇu	kravi	kravi	von	nominal	denominal-other		ṚV. 10,87,5
19824	kraSay		kraśay	kfSa	kṛśa	von	nominal	denominal-other		ŚIŚ. 9,61
19825	kraSiman		kraśiman	kfSa	kṛśa	von	nominal	denominal-other		P. 5,1,123
19827	krazwavya		kraṣṭavya	karz	karṣ	von	nominal	denominal-other		KATHĀS. 26,164
19828	krA		krā	kram	kram	von	root	krt		P. 3,2,67
19829	krAkacika		krākacika	krakaca	krakaca	von	nominal	taddhita	ika	R. 2,83,14
19830	krATa		krātha	kraTa	kratha	von	nominal	denominal-other		H. 372
19831	krAnta		krānta	kram	kram	von	root	krt		P. 3,2,188
19839	krAntu		krāntu	kram	kram	von	root	krt		Uṇ. 5,43
19841	krAyaka		krāyaka	krI	krī	von	root	krt		AK. 2,9,79
19845	kriyA		kriyā	kar	kar	von	nominal	denominal-other		P. 3,3,100
19853	kriyAvant		kriyāvant	kriyA	kriyā	von	nominal	denominal-other		AK. 3,1,18
19854	kriyAvasanna		kriyāvasanna	sad	sad	von	root	krt		VYAVAHĀRAT. 59
19863	krI	1	krī	krItaH	krītaḥ	von	nominal	denominal-other		DHĀTUP. 31,1
19865	krI	3	krī	kar	kar	von	nominal	denominal-other		
19867	krIqa		krīḍa	krIq	krīḍ	von	root	krt		ṚV. 1,37,1
19870	krIqanaka		krīḍanaka	krIqana	krīḍana	von	nominal	taddhita	ka	VYUTP. 219
19879	krIqAmaya		krīḍāmaya	krIqA	krīḍā	von	nominal	taddhita	maya	MBH. 14,1486
19889	krIqi		krīḍi	krIq	krīḍ	von	root	krt		ṚV. 10,78,6
19893	krIqumant		krīḍumant	krIqu	krīḍu	von	nominal	denominal-other		ṚV. 10,3,5
19895	krItaka		krītaka	krI	krī	von	root	krt		M. 9,174
19895	krItaka		krītaka	krIta	krīta	von	nominal	taddhita	ka	M. 9,174
19902	kruYcakIya		kruñcakīya	kruYcA	kruñcā	von	nominal	denominal-other		P. 4,2,91
19903	kruYcAmant		kruñcāmant	kruYcA	kruñcā	von	nominal	denominal-other		P. 8,2,9
19905	kruD	1	krudh	samaBikrudDa	samabhikruddha	von	nominal	denominal-other		P. 8,2,37
19907	kruDA		krudhā	kruD	krudh	von	root	krt		BHAR.
19913	kruSvan		kruśvan	kruS	kruś	von	root	krt		Uṇ. 4,115
19921	krUratA		krūratā	krUra	krūra	von	nominal	taddhita	tA	M. 10,58
19931	kreRi		kreṇi	krI	krī	von	root	krt		UṆĀDIK.
19942	kroqa		kroḍa	uras	uras	von	nominal	denominal-other		TRIK.
19955	kroDa		krodha	kruD	krudh	von	root	krt		AK. 1,1,7,26
19957	kroDanIya		krodhanīya	kroDana	krodhana	von	nominal	taddhita	Iya	R. 2,41,3
19958	kroDamaya		krodhamaya	kroDa	krodha	von	nominal	taddhita	maya	ŚAT. BR. 14,7,2,6
19964	kroDAlu		krodhālu	kroDa	krodha	von	nominal	denominal-other		SUŚR. 2,533
19965	kroDin		krodhin	kruD	krudh	von	root	krt		H. 391
19966	krolAyana		krolāyana	krola	krola	von	nominal	denominal-other		PRAVARĀDHY.
19967	kroSa		krośa	kruS	kruś	von	root	krt		VS. 30,19
19970	kroSana		krośana	kruS	kruś	von	root	krt		ṚV. 10,27,18
19973	krozwar		kroṣṭar	kruS	kruś	von	root	krt		Uṇ. 1
19975	krozwuka		kroṣṭuka	krozwu	kroṣṭu	von	nominal	taddhita	ka	MBH. 13,6342
19986	krozwekzu		kroṣṭekṣu	krozwar	kroṣṭar	von	nominal	denominal-other		RĀJAN.
19987	krOYca		krauñca	kruYca	kruñca	von	nominal	denominal-other		P. 4,1,120
19988	krOYcaka		krauñcaka	kruYcA	kruñcā	von	nominal	denominal-other		P. 6,4,153
19988	krOYcaka		krauñcaka	kruYcakIyA	kruñcakīyā	von	nominal	denominal-other		P. 6,4,153
19994	krOYcavant		krauñcavant	krOYca	krauñca	von	nominal	denominal-other		HARIV. 11447
19997	krOYcika		krauñcika	krOYca	krauñca	von	nominal	taddhita	ika	ŚAT. BR. 14,9,4,32
19998	krOqa		krauḍa	kroqa	kroḍa	von	nominal	denominal-other		BHĀG. P. 2,7,1
19999	krOqi		krauḍi	kroqa	kroḍa	von	nominal	denominal-other		P. 4,1,80
20000	krOrya		kraurya	krUra	krūra	von	nominal	taddhita	ya	M. 12,33
20001	krOSaSatika		krauśaśatika	kroSa	krośa	von	nominal	denominal-other		
20002	krOzwAyana		krauṣṭāyana	krO/zwAyanaka	krau/ṣṭāyanaka	von	nominal	denominal-other		P. 4,1,99
20002	krOzwAyana		krauṣṭāyana	krozwu	kroṣṭu	von	nominal	denominal-other		P. 4,1,99
20005	krOzwuki		krauṣṭuki	krOzwukI/ya	krauṣṭukī/ya	von	nominal	denominal-other		NIR. 8,2
20005	krOzwuki		krauṣṭuki	krozwuka	kroṣṭuka	von	nominal	denominal-other		NIR. 8,2
20006	krOzwrAyaRa		krauṣṭrāyaṇa	krO/zwrAyaRaka	krau/ṣṭrāyaṇaka	von	nominal	denominal-other		P. 4,2,80
20006	krOzwrAyaRa		krauṣṭrāyaṇa	krozwar	kroṣṭar	von	nominal	denominal-other		P. 4,2,80
20015	klama		klama	klam	klam	von	root	krt		AK. 3,3,10
20019	klAnti		klānti	klam	klam	von	root	krt		BHARTṚ. 1,36
20025	kliS		kliś	AdInava	ādīnava	von	nominal	denominal-other		DHĀTUP. 31,50
20026	klizwavartman		kliṣṭavartman	kliS	kliś	von	root	krt		SUŚR. 2,309,3
20027	klizwi		kliṣṭi	kliS	kliś	von	root	krt		DHAR.
20030	klItakikA		klītakikā	klItaka	klītaka	von	nominal	denominal-other		AK. 2,4,3,13
20032	klIb		klīb	klIba	klība	von	nominal	denominal-other		VOP. 21,7
20034	klIvatA		klīvatā	klIva	klīva	von	nominal	taddhita	tA	SUŚR. 1,366,8
20039	kleda		kleda	klid	klid	von	root	krt		MBH. 14,473
20042	kledavant		kledavant	kleda	kleda	von	nominal	denominal-other		SUŚR. 2,8,18
20043	kledu		kledu	klid	klid	von	root	krt		Uṇ. 1,10
20046	kleSa		kleśa	kleSa	kleśa	von	nominal	denominal-other		AK. 3,3,29
20046	kleSa		kleśa	kliS	kliś	von	root	krt		AK. 3,3,29
20050	kleSin		kleśin	kliS	kliś	von	root	krt		RAGH. ed. Calc. 12,76
20051	klezwar		kleṣṭar	kliS	kliś	von	root	krt		MBH. 3,1076
20053	klEvya		klaivya	klIba	klība	von	nominal	denominal-other		TS. 2,3,3,4
20057	kva		kva	ku	ku	von	root	krt		P. 5,3,12
20060	kvaRa		kvaṇa	kvaR	kvaṇ	von	root	krt		AK. 1,1,6,3
20062	kvatya		kvatya	kva	kva	von	nominal	denominal-other		VOP. 4,7
20062	kvatya		kvatya	kvatyaka	kvatyaka	von	nominal	denominal-other		VOP. 4,7
20064	kvaTa		kvatha	kvaT	kvath	von	root	krt		P. 3,1,140
20069	kvARa		kvāṇa	kvaR	kvaṇ	von	root	krt		AK. 1,1,6,3
20070	kvATa		kvātha	kvaT	kvath	von	root	krt		P. 3,1,140
20072	kvATodBava		kvāthodbhava	tutTa	tuttha	von	nominal	denominal-other		AK. 2,9,102
20078	kzaRa		kṣaṇa	IkzaRa	īkṣaṇa	von	nominal	denominal-other		MEGH. 87
20079	kzaRatu		kṣaṇatu	kzan	kṣan	von	root	krt		H. 465
20080	kzaRada		kṣaṇada	niSA	niśā	von	nominal	denominal-other		H. an. 3,328
20085	kzaRana		kṣaṇana	kzan	kṣan	von	root	krt		AK. 2,8,2,82
20087	kzaRanu		kṣaṇanu	kzan	kṣan	von	root	krt		H. 465
20092	kzaRika		kṣaṇika	kzaRa	kṣaṇa	von	nominal	taddhita	ika	HIT. I, 60
20092	kzaRika		kṣaṇika	kzaRikatva	kṣaṇikatva	von	nominal	denominal-other		HIT. I, 60
20093	kzaRita		kṣaṇita	kzaRa	kṣaṇa	von	nominal	denominal-other		P. 5,2,36
20094	kzaRin		kṣaṇin	kzaRa	kṣaṇa	von	nominal	taddhita	in	MBH. 2,558
20095	kzaRepAka		kṣaṇepāka	kzaRa	kṣaṇa	von	nominal	denominal-other		P. 7,3,53
20096	kzata		kṣata	kzan	kṣan	von	root	krt		ŚAT. BR. 6,4,3,1
20103	kzati		kṣati	kzan	kṣan	von	root	krt		MBH. 3,12180
20107	kzattar		kṣattar	kzad	kṣad	von	root	krt		Uṇ. 2,90
20117	kzatravant		kṣatravant	kzatra	kṣatra	von	nominal	denominal-other		ĀŚV. ŚR. 4,1
20127	kzatrAyatanIya		kṣatrāyatanīya	kzatra	kṣatra	von	nominal	denominal-other		LĀṬY. 6,6,8
20128	kzatriRa		kṣatriṇa	kzatra	kṣatra	von	nominal	denominal-other		PRAVARĀDHY.
20130	kzatriya		kṣatriya	kzatra	kṣatra	von	nominal	denominal-other		P. 4,1,38
20131	kzatriyakA		kṣatriyakā	kzatriyA	kṣatriyā	von	nominal	denominal-other		P. 7,3,46
20132	kzatriyatA		kṣatriyatā	kzatriya	kṣatriya	von	nominal	taddhita	tA	AIT. BR. 7,24
20134	kzatriyARI		kṣatriyāṇī	kzatriya	kṣatriya	von	nominal	denominal-other		AK. 2,6,1,14
20139	kzadman		kṣadman	kzad	kṣad	von	root	krt		ṚV. 1,130,4
20142	kzantar		kṣantar	kzam	kṣam	von	root	krt		AK. 3,1,31
20148	kzapa		kṣapa	kzap	kṣap	von	root	krt		P. 3,1,134
20149	kzapaRa	1	kṣapaṇa	kzap	kṣap	von	root	krt		TRIK. 3,1,22
20150	kzapaRa	2	kṣapaṇa	kzap	kṣap	von	root	krt		BHĀG. P. 4,7,32
20151	kzapaRaka		kṣapaṇaka	kzapaRa	kṣapaṇa	von	nominal	taddhita	ka	MBH. 1,789. fg.
20151	kzapaRaka		kṣapaṇaka	kzapaRakatA	kṣapaṇakatā	von	nominal	denominal-other		MBH. 1,789. fg.
20160	kzapApati		kṣapāpati	niSApati	niśāpati	von	nominal	denominal-other		ŚKDR.
20164	kzama		kṣama	kzam	kṣam	von	root	krt		P. 3,1,134
20165	kzamaRIya		kṣamaṇīya	kzam	kṣam	von	root	krt		R. 5,79,9
20166	kzamavant		kṣamavant	kzama	kṣama	von	nominal	denominal-other		R. 5,89,68
20168	kzamAcara		kṣamācara	kzam	kṣam	von	root	krt		VS. 16,57
20171	kzamApay		kṣamāpay	kzam	kṣam	von	root	krt		BHĀG. P. 9,4,71
20171	kzamApay		kṣamāpay	kzamA	kṣamā	von	nominal	denominal-other		BHĀG. P. 9,4,71
20172	kzamAvant		kṣamāvant	kzamA	kṣamā	von	nominal	denominal-other		N. 21,13
20175	kzamin		kṣamin	kzam	kṣam	von	root	krt		P. 3,2,141
20178	kzamya		kṣamya	kzam	kṣam	von	root	krt		ṚV. 2,14,11
20179	kzaya	1	kṣaya	kzi	kṣi	von	root	krt		P. 6,1,201
20180	kzaya	2	kṣaya	kzi	kṣi	von	root	krt		P. 6,1,201
20183	kzayaMkara		kṣayaṃkara	kzaya	kṣaya	von	nominal	denominal-other		MBH. 4,180
20184	kzayaRa	1	kṣayaṇa	kzi	kṣi	von	root	krt		VS. 16,43
20185	kzayaRa	2	kṣayaṇa	kzi	kṣi	von	root	krt		
20188	kzayadvIra		kṣayadvīra	kzi	kṣi	von	root	krt		ṚV. 8,19,10
20191	kzayayitavya		kṣayayitavya	kzi	kṣi	von	root	krt		R. 6,17,4
20192	kzayaroga		kṣayaroga	kzayarogin	kṣayarogin	von	nominal	denominal-other		Verz. d. B. H. No. 975
20193	kzayas		kṣayas	kzi	kṣi	von	root	krt		
20194	kzayitva		kṣayitva	kzayin	kṣayin	von	nominal	denominal-other		KAP. 1,1
20195	kzayin		kṣayin	kzi	kṣi	von	root	krt		P. 3,2,157
20199	kzara		kṣara	kzar	kṣar	von	root	krt		P. 3,1,140
20202	kzaraRa		kṣaraṇa	kzar	kṣar	von	root	krt		SUŚR. 1,31,11
20204	kzarin		kṣarin	kzar	kṣar	von	root	krt		H. 157
20205	kzareja		kṣareja	kzara	kṣara	von	nominal	denominal-other		P. 6,3,16
20206	kzarya		kṣarya	kzara	kṣara	von	nominal	taddhita	ya	P. 5,1,2
20208	kzal	2	kṣal	avakzAlana	avakṣālana	von	nominal	denominal-other		DHĀTUP. 32,57
20208	kzal	2	kṣal	kzar	kṣar	von	root	krt		DHĀTUP. 32,57
20209	kzala		kṣala	kzal	kṣal	von	root	krt		P. 3,1,140
20210	kzava		kṣava	kzu	kṣu	von	root	krt		AK. 2,6,2,3
20211	kzavaka		kṣavaka	kzava	kṣava	von	nominal	taddhita	ka	RĀJAN.
20212	kzavaTu		kṣavathu	kzu	kṣu	von	root	krt		P. 3,3,89
20213	kzA	1	kṣā	kzAma	kṣāma	von	nominal	denominal-other		DHĀTUP. 22,16
20214	kzA	2	kṣā	kzi	kṣi	von	root	krt		ṚV. 1,96,7
20215	kzAti		kṣāti	kzA	kṣā	von	root	krt		ṚV. 6,6,5
20216	kzAttra		kṣāttra	kzattar	kṣattar	von	nominal	denominal-other		ŚAT. BR. 13,4,2,5
20217	kzAtra		kṣātra	kzatra	kṣatra	von	nominal	denominal-other		YĀJÑ. 3,35
20218	kzAtravidya		kṣātravidya	kzatravidyA	kṣatravidyā	von	nominal	denominal-other		
20220	kzAnta		kṣānta	kzam	kṣam	von	root	krt		P. 6,3,34
20221	kzAntAyana		kṣāntāyana	kzAnta	kṣānta	von	nominal	denominal-other		P. 4,1,110
20222	kzAnti		kṣānti	kzam	kṣam	von	root	krt		VOP. 23,3
20223	kzAntimant		kṣāntimant	kzAnti	kṣānti	von	nominal	denominal-other		RĀJA-TAR. 5,4
20225	kzAntIya		kṣāntīya	kzAnta	kṣānta	von	nominal	taddhita	Iya	P. 4,2,90
20226	kzAntu		kṣāntu	kzam	kṣam	von	root	krt		Uṇ. 5,43
20228	kzAma		kṣāma	kzA	kṣā	von	root	krt		P. 8,2,53
20230	kzAmavant		kṣāmavant	kzAma	kṣāma	von	nominal	denominal-other		Z. d. d. m. G. 9, LXXIII.
20230	kzAmavant		kṣāmavant	kzAmavant	kṣāmavant	von	nominal	denominal-other		Z. d. d. m. G. 9, LXXIII.
20230	kzAmavant		kṣāmavant	kzAmavata	kṣāmavata	von	nominal	denominal-other		Z. d. d. m. G. 9, LXXIII.
20233	kzAmi		kṣāmi	kzAma	kṣāma	von	nominal	denominal-other		SV. II, 4,2,8,2
20234	kzAmin		kṣāmin	kzAmi	kṣāmi	von	nominal	taddhita	in	KĀŚ.
20235	kzAmya		kṣāmya	kzam	kṣam	von	root	krt		MBH. 2,1517
20236	kzAra		kṣāra	kzA	kṣā	von	root	krt		P. 3,1,140
20236	kzAra		kṣāra	kzar	kṣar	von	root	krt		P. 3,1,140
20237	kzAraka		kṣāraka	kzAra	kṣāra	von	nominal	taddhita	ka	SUŚR. 2,341,15
20241	kzAraRA		kṣāraṇā	kzAray	kṣāray	von	nominal	denominal-other		H. 272
20253	kzAray		kṣāray	kzAra	kṣāra	von	nominal	denominal-other		MED. t. 103
20253	kzAray		kṣāray	kzar	kṣar	von	root	krt		MED. t. 103
20265	kzArikA		kṣārikā	kzAra	kṣāra	von	nominal	denominal-other		HĀR. 141
20266	kzArIya		kṣārīya	kzAra	kṣāra	von	nominal	taddhita	Iya	P. 4,2,90
20270	kzAla		kṣāla	kzal	kṣal	von	root	krt		P. 3,1,140
20271	kzAlana		kṣālana	kzal	kṣal	von	root	krt		MBH. 2,1295
20279	kzitAyus		kṣitāyus	kzi	kṣi	von	root	krt		ṚV. 10,161,2
20280	kziti	1	kṣiti	kzi	kṣi	von	root	krt		AK. 3,4,14,73
20281	kziti	2	kṣiti	kzi	kṣi	von	root	krt		AK. 3,4,14,73
20313	kzitvan		kṣitvan	kzi	kṣi	von	root	krt		Uṇ. 4,115
20315	kzip	1	kṣip	kzi	kṣi	von	root	krt		DHĀTUP. 28,5
20317	kzipa		kṣipa	kzip	kṣip	von	root	krt		P. 3,1,135
20318	kzipaka		kṣipaka	kzip	kṣip	von	root	krt		UṆĀDIK.
20319	kzipakin		kṣipakin	kzipakA	kṣipakā	von	nominal	taddhita	in	P. 4,2,80
20320	kzipaRa		kṣipaṇa	kzip	kṣip	von	root	krt		JAṬĀDH.
20323	kzipaRyu		kṣipaṇyu	kzipaRa	kṣipaṇa	von	nominal	denominal-other		Uṇ. 3,51
20327	kziptacitta		kṣiptacitta	kziptacittatA	kṣiptacittatā	von	nominal	denominal-other		VYUTP. 161
20330	kzipti		kṣipti	kzip	kṣip	von	root	krt		COLEBR. Alg. 363
20339	kziyA		kṣiyā	kzi	kṣi	von	root	krt		P. 3,3,104
20344	kzIjana		kṣījana	kzIj	kṣīj	von	nominal	denominal-other		H. 1409
20347	kzIRatA		kṣīṇatā	kzIRa	kṣīṇa	von	nominal	taddhita	tA	MṚCCH. 47,3
20352	kzIraka		kṣīraka	kzIra	kṣīra	von	nominal	taddhita	ka	RATNAM. 237
20385	kzIramaya		kṣīramaya	kzIra	kṣīra	von	nominal	taddhita	maya	BHĀG. P. 4,18,9
20388	kzIray		kṣīray	kzIra	kṣīra	von	nominal	denominal-other		VET. 12,19
20391	kzIravant		kṣīravant	kzIra	kṣīra	von	nominal	denominal-other		AV. 18,4,16
20395	kzIravikfti		kṣīravikṛti	kUrcikA	kūrcikā	von	nominal	denominal-other		AK. 2,9,44
20397	kzIravidArI		kṣīravidārī	kzIraSuklA	kṣīraśuklā	von	nominal	denominal-other		AK. 2,4,3,29
20414	kzIrasy		kṣīrasy	kzIra	kṣīra	von	nominal	denominal-other		P. 7,1,51
20422	kzIrAvI		kṣīrāvī	kzIra	kṣīra	von	nominal	denominal-other		AK. 2,4,3,18
20424	kzIrika		kṣīrika	kzIra	kṣīra	von	nominal	taddhita	ika	SUŚR. 2,265,20
20428	kzIreyI		kṣīreyī	kzIra	kṣīra	von	nominal	denominal-other		HALĀY.
20434	kzIva		kṣīva	kzIv	kṣīv	von	nominal	denominal-other		AK. 3,1,32
20436	kzu	2	kṣu	Gas	ghas	von	root	krt		NAIGH. 2,7
20439	kzuRRaka		kṣuṇṇaka	kzuRRa	kṣuṇṇa	von	nominal	taddhita	ka	H. ś. 85
20440	kzut		kṣut	kzu	kṣu	von	root	krt		AK. 2,6,2,3
20442	kzutaka		kṣutaka	kzuta	kṣuta	von	nominal	taddhita	ka	RĀJAN.
20444	kzuti		kṣuti	kzu	kṣu	von	root	krt		VOP. 9,53
20445	kzutkarI		kṣutkarī	kara	kara	von	nominal	denominal-other		ŚABDAC.
20446	kzutpipAsita		kṣutpipāsita	kzuD	kṣudh	von	root	krt		M. 8,93
20447	kzud		kṣud	kzudra	kṣudra	von	nominal	denominal-other		NAIGH. 2,14
20448	kzuda		kṣuda	kzud	kṣud	von	root	krt		ŚKDR.
20450	kzudraka		kṣudraka	kzudra	kṣudra	von	nominal	taddhita	ka	M. 8,297
20472	kzudraMcara		kṣudraṃcara	kzudra	kṣudra	von	nominal	denominal-other		BHĀG. P. 4,29,53
20493	kzudraroga		kṣudraroga	kzudrarogika	kṣudrarogika	von	nominal	denominal-other		SUŚR. 1,292,6
