L_id	headword_slp1	headword	base_slp1	base	suffix	suffix_class	lex	n_citations	dcs_tokens	dcs_attested	citations
91954	vinataka	vinataka	vinata	vinata	ka	уменьш./собират.	m.	1	2	True	VYUTP. 102
93255	viSAlaka	viśālaka	viSAla	viśāla	ka	уменьш./собират.	m.	4	2	True	AUṢ. 11; H. ś. 78; MBH. 2,397; RATNAM. 74
96636	vyAlaka	vyālaka	vyAla	vyāla	ka	уменьш./собират.	m.	2	2	True	TRIK. 2,8,35; MBH. 13,5484
90735	vAhyaka	vāhyaka	vAhya	vāhya	ka	уменьш./собират.	n.	2	2	True	AK. 2,8,2,20; H. 753
89826	vAtsaka	vātsaka	vatsa	vatsa	ka	уменьш./собират.	n.	3	2	True	P. 4,2,39; AK. 2,9,60; H. 1417
82148	yugalaka	yugalaka	yugala	yugala	ka	уменьш./собират.	n.	3	2	True	KATHĀS. 43,266; KĀVYĀD. 1,13; RĀJA-TAR. S. 2
66814	Arjavaka	ārjavaka	Arjava	ārjava	ka	уменьш./собират.	adj.	2	2	True	MBH. 12,11565. fg.; ed. Calc.
98035	Saraka	śaraka	Sara	śara	ka	уменьш./собират.	adj.	1	2	True	P. 4,2,80
101102	SoDanaka	śodhanaka	SoDana	śodhana	ka	уменьш./собират.	m.	1	2	True	MṚCCH. 136,1. fgg.
101356	SyAvaka	śyāvaka	SyAva	śyāva	ka	уменьш./собират.	m.	1	2	True	ṚV. 8,3,12
98715	SARaka	śāṇaka	SARa	śāṇa	ka	уменьш./собират.		2	2	True	LALIT. ed. Calc. 332,12; HIOUEN-THSANG 1,39
99917	SItalaka	śītalaka	SItala	śītala	ka	уменьш./собират.	m.	2	2	True	RĀJAN.; ŚKDR.
4392	abADaka	abādhaka	abADa	abādha	ka	уменьш./собират.	adj.	1	1	True	KATHĀS. 26,80
6111	alaMkAraka	alaṃkāraka	alaMkAra	alaṃkāra	ka	уменьш./собират.	m.	1	1	True	M. 7,220
2655	anilaGnaka	anilaghnaka	anilaGna	anilaghna	ka	уменьш./собират.	m.	2	1	True	RĀJAN.; ŚKDR.
3882	aparAhRaka	aparāhṇaka	aparAhRa	aparāhṇa	ka	уменьш./собират.		1	1	True	P. 4,3,28
7216	azwamaka	aṣṭamaka	azwama	aṣṭama	ka	уменьш./собират.	adj.	1	1	True	YĀJÑ. 2,244
1115	awwahAsaka	aṭṭahāsaka	awwahAsa	aṭṭahāsa	ka	уменьш./собират.	m.	2	1	True	RĀJAN.; ŚKDR.
51744	baDiraka	badhiraka	baDira	badhira	ka	уменьш./собират.	m.	2	1	True	P. 2,4,69; P. 4,1,112
55918	BOmaka	bhaumaka	BOma	bhauma	ka	уменьш./собират.	m.	2	1	True	ADBH. BR.; Ind. St. 1,40,5
55805	Bogaka	bhogaka	Boga	bhoga	ka	уменьш./собират.	m.	1	1	True	P. 4,1,104
24842	capalaka	capalaka	capala	capala	ka	уменьш./собират.	adj.	1	1	True	HARIV. 4546
26257	Cinnaka	chinnaka	Cinna	chinna	ka	уменьш./собират.	adj.	0	1	True	
26170	CAgalaka	chāgalaka	CAgala	chāgala	ka	уменьш./собират.	m.	2	1	True	RĀJAN.; ŚKDR.
25984	coritaka	coritaka	corita	corita	ka	уменьш./собират.	n.	2	1	True	DAŚAK.; BENF. Chr. 195,15
25238	cAruka	cāruka	cAru	cāru	ka	уменьш./собират.	m.	2	1	True	BHĀVAPR.; ŚKDR.
31921	dantakAzWaka	dantakāṣṭhaka	dantakAzWa	dantakāṣṭha	ka	уменьш./собират.	m.	2	1	True	RĀJAN.; ŚKDR.
36628	DAraRaka	dhāraṇaka	DAraRa	dhāraṇa	ka	уменьш./собират.	adj.	2	1	True	MBH. 12,6889; YĀJÑ. 2,63
33025	divyaka	divyaka	divya	divya	ka	уменьш./собират.	m.	2	1	True	SUŚR. 2,265,19; VARĀH. BṚH. S. 87,18
32476	dAtyUhaka	dātyūhaka	dAtyUha	dātyūha	ka	уменьш./собират.	m.	1	1	True	R. 3,79,11
21805	gamBIraka	gambhīraka	gamBIra	gambhīra	ka	уменьш./собират.	adj.	2	1	True	SUŚR. 2,98,3; VARĀH. BṚH. S. 16,16
21922	gardaBaka	gardabhaka	gardaBa	gardabha	ka	уменьш./собират.	m.	1	1	True	SUŚR. 2,288,10
23496	gOqaka	gauḍaka	gOqa	gauḍa	ka	уменьш./собират.	m.	1	1	True	VARĀH. BṚH. S. 14,7 (8)
24210	Goraka	ghoraka	Gora	ghora	ka	уменьш./собират.	m.	1	1	True	MBH. 2,1870
23439	gozWIka	goṣṭhīka	gozWI	goṣṭhī	ka	уменьш./собират.		1	1	True	KATHĀS. 20,12
22673	guptaka	guptaka	gupta	gupta	ka	уменьш./собират.	m.	1	1	True	MBH. 3,15597
22971	gfhyaka	gṛhyaka	gfhya	gṛhya	ka	уменьш./собират.	adj.	5	1	True	AK. 3,1,16; TRIK. 3,3,19; H. 356; MED. k. 83; P. 3,1,119
27394	jAlmaka	jālmaka	jAlma	jālma	ka	уменьш./собират.	adj.	1	1	True	MBH. 7,9023
19206	kErAtaka	kairātaka	kErAta	kairāta	ka	уменьш./собират.	adj.	1	1	True	MBH. 2,1867
19190	kEtavaka	kaitavaka	kEtava	kaitava	ka	уменьш./собират.	n.	1	1	True	MBH. 2,2060
19218	kEvartaka	kaivartaka	kEvarta	kaivarta	ka	уменьш./собират.	m.	1	1	True	R. 2,83,15
14892	kapilaka	kapilaka	kapila	kapila	ka	уменьш./собират.	adj.	2	1	True	SUŚR. 2,290,3; P. 4,1,112
14157	kaMsaka	kaṃsaka	kaMsa	kaṃsa	ka	уменьш./собират.	n.	1	1	True	H. 1057
14576	kaRqUyanaka	kaṇḍūyanaka	kaRqUyana	kaṇḍūyana	ka	уменьш./собират.	adj.	1	1	True	PAÑCAT. I, 81
20938	Kadyotaka	khadyotaka	Kadyota	khadyota	ka	уменьш./собират.		1	1	True	SUŚR. 2,251,18
20950	Kanitraka	khanitraka	Kanitra	khanitra	ka	уменьш./собират.	n.	2	1	True	PAÑCAT. 122,9; HĀR. 263
21030	KarjUraka	kharjūraka	KarjUra	kharjūra	ka	уменьш./собират.	m.	1	1	True	Verz. d. B. H. No. 897
21194	KArIka	khārīka	KArI	khārī	ka	уменьш./собират.	adj.	4	1	True	P. 5,1,45; AK. 2,9,10; P. 5,1,33; H. 969
19895	krItaka	krītaka	krIta	krīta	ka	уменьш./собират.	adj.	3	1	True	M. 9,174; PRAVARĀDHY.; Verz. d. B. H. 59
16299	kAntAraka	kāntāraka	kAntAra	kāntāra	ka	уменьш./собират.	m.	3	1	True	AK. 2,4,5,29; MBH. 2,1117; SUŚR. 2,290,17
18721	kftsnaka	kṛtsnaka	kftsna	kṛtsna	ka	уменьш./собират.	adj.	1	1	True	ŚĀṄKH. ŚR. 16,29,9
20718	kzOmaka	kṣaumaka	kzOma	kṣauma	ka	уменьш./собират.	adj.	2	1	True	KAUŚ. 57; ŚKDR.
20442	kzutaka	kṣutaka	kzuta	kṣuta	ka	уменьш./собират.	m.	2	1	True	RĀJAN.; ŚKDR.
57151	maDyamaka	madhyamaka	maDyama	madhyama	ka	уменьш./собират.	adj.	5	1	True	MṚCCH. 49,19; KĀTY. ŚR. 981,8; ŚABDAR.; ŚKDR.; Ind. St. 1,69
58888	mahArAzwraka	mahārāṣṭraka	mahArAzwra	mahārāṣṭra	ka	уменьш./собират.	m.	3	1	True	Verz. d. Oxf. H. 217,b,18; MUIR, ST. 2,56; Verz. d. Oxf. H. 217,b,18
62111	mEtreyaka	maitreyaka	mEtreya	maitreya	ka	уменьш./собират.	m.	5	1	True	M. 10,33; MBH.; P. 5,1,134; P. 7,3,2; TRIK. 3,2,10
57992	maryaka	maryaka	marya	marya	ka	уменьш./собират.	m.	2	1	True	ṚV. 5,2,5; SĀY.
57807	marAlaka	marālaka	marAla	marāla	ka	уменьш./собират.	m.	3	1	True	RĀJAN.; ŚKDR.; Verz. d. Oxf. H. 202,a,16
56603	matka	matka	mat	mat	ka	уменьш./собират.	adj.	1	1	True	BHAṬṬ. 8,16
56284	maNgalyaka	maṅgalyaka	maNgalya	maṅgalya	ka	уменьш./собират.	m.	3	1	True	AK. 2,9,17; H. 1170; HALĀY. 2,426
60981	mudgaraka	mudgaraka	mudgara	mudgara	ka	уменьш./собират.	m.	3	1	True	KATHĀS. 72,97; RĀJAN.; ŚKDR.
60936	muRqanaka	muṇḍanaka	muRqana	muṇḍana	ka	уменьш./собират.	m.	2	1	True	RĀJAN.; ŚKDR.
59793	mADyamaka	mādhyamaka	maDyama	madhyama	ka	уменьш./собират.	adj.	2	1	True	NIR. 10,46; WEBER, Lit. 87
61215	mUtaka	mūtaka	mUta	mūta	ka	уменьш./собират.	n.	1	1	True	ŚAT. BR. 2,6,2,17
61605	mfRAlaka	mṛṇālaka	mfRAla	mṛṇāla	ka	уменьш./собират.	f.	4	1	True	KATHĀS. 55,218; KUMĀRAS. 5,29; HALL; VĀSAVAD. 37
37627	napAtka	napātka	napAt	napāt	ka	уменьш./собират.	adj.	1	1	True	KĀṬH. 22,2
37980	navamaka	navamaka	navama	navama	ka	уменьш./собират.	adj.	1	1	True	ŚRUT. 26
41071	nyagroDaka	nyagrodhaka	nyagroDa	nyagrodha	ka	уменьш./собират.	adj.	1	1	True	P. 4,2,80
38541	nArIka	nārīka	nArI	nārī	ka	уменьш./собират.	n.	4	1	True	R. GORR. 2,109,22; SĀṂKHYA; GAUḌAP.; SĀṂKHYAK. 50
40415	nIqaka	nīḍaka	nIqa	nīḍa	ka	уменьш./собират.		1	1	True	MBH. 12,9297
13840	ozWaka	oṣṭhaka	ozWa	oṣṭha	ka	уменьш./собират.	adj.	2	1	True	H. 298; P. 5,2,66
43730	pallavaka	pallavaka	pallava	pallava	ka	уменьш./собират.	m.	3	1	True	HALĀY. 2,227; HALĀY. 3,37; KATHĀS. 49,119
43253	parisAraka	parisāraka	parisAra	parisāra	ka	уменьш./собират.	n.	2	1	True	P. 5,2,61; AIT. BR. 2,19
41621	paYjaraka	pañjaraka	paYjara	pañjara	ka	уменьш./собират.	m.	3	1	True	MBH. 12,5484; PAÑCAT. III, 143; Verz. d. Pet. H. No. 60
45333	pinadDaka	pinaddhaka	pinadDa	pinaddha	ka	уменьш./собират.	adj.	1	1	True	HARIV. 11164
49205	pradrARaka	pradrāṇaka	pradrARa	pradrāṇa	ka	уменьш./собират.	adj.	1	1	True	CHĀND. UP. 1,10,1
49149	pradAnaka	pradānaka	pradAna	pradāna	ka	уменьш./собират.	n.	1	1	True	Verz. d. Oxf. H. 85,b,1
48082	pratanuka	pratanuka	pratanu	pratanu	ka	уменьш./собират.	adj.	1	1	True	SUŚR. 1,54,17
49783	pravartamAnaka	pravartamānaka	pravartamAna	pravartamāna	ka	уменьш./собират.	adj.	1	1	True	ṚV. 1,191,16
49906	pravepaka	pravepaka	pravepa	pravepa	ka	уменьш./собират.	m.	1	1	True	SUŚR. 2,232,12
44068	pAwalaka	pāṭalaka	pAwala	pāṭala	ka	уменьш./собират.	adj.	1	1	True	COLEBR. Alg. 228
84095	rAjaputraka	rājaputraka	rAjaputra	rājaputra	ka	уменьш./собират.	n.	2	1	True	P. 4,2,39; H. 1417
105406	samarTaka	samarthaka	samarTa	samartha	ka	уменьш./собират.	adj.	5	1	True	VET. in LA.(III) 19,15; SĀH. D. 301,4; WILSON; AK.; AK. 2,6,3,27
113065	sOkumAraka	saukumāraka	sukumAra	sukumāra	ka	уменьш./собират.	n.	1	1	True	P. 5,1,133
113073	sOkzmaka	saukṣmaka	sUkzma	sūkṣma	ka	уменьш./собират.	m.	1	1	True	Ind. St. 1,40
103068	saMsarpamARaka	saṃsarpamāṇaka	saMsarpamARa	saṃsarpamāṇa	ka	уменьш./собират.	adj.	1	1	True	MBH. 3,17145
109152	sitaka	sitaka	sita	sita	ka	уменьш./собират.	adj.	1	1	True	P. 4,2,80
109007	siMhaka	siṃhaka	siMha	siṃha	ka	уменьш./собират.	m.	3	1	True	P. 4,2,80; P. 5,3,81. fg.; RĀJAN. 13,28
114046	sTiraka	sthiraka	sTira	sthira	ka	уменьш./собират.	m.	2	1	True	P. 4,1,99; Ind. St. 4,373
110659	suptaka	suptaka	supta	supta	ka	уменьш./собират.	n.	2	1	True	KATHĀS. 68,9; WEBER, KṚṢṆAJ. 273
111384	surezwaka	sureṣṭaka	surezwa	sureṣṭa	ka	уменьш./собират.	m.	1	1	True	RĀJAN. 9,81
109629	sImantaka	sīmantaka	sImanta	sīmanta	ka	уменьш./собират.	adj.	4	1	True	GṚHYAS. 2,4; H. 1362; RĀJAN.; ŚKDR.
112115	sUcIka	sūcīka	sUcI	sūcī	ka	уменьш./собират.	m.	1	1	True	ṚV. 1,191,7
112326	sUryaka	sūryaka	sUrya	sūrya	ka	уменьш./собират.	adj.	4	1	True	NĪLAK.; HARIV. 15094; RĀJA-TAR. 8,686; VP. 466, N. 5
30575	tElaparRaka	tailaparṇaka	tilaparRa	tilaparṇa	ka	уменьш./собират.	n.	4	1	True	BHĀVAPR.; ŚKDR.; NIGH. PR.; NIGH. PR.
30472	tejanaka	tejanaka	tejana	tejana	ka	уменьш./собират.	m.	3	1	True	AK. 2,4,5,27; TRIK. 3,3,345; MED. r. 24
29687	tirIwaka	tirīṭaka	tirIwa	tirīṭa	ka	уменьш./собират.	m.	1	1	True	R. 3,78,23
30848	triMSatka	triṃśatka	triMSat	triṃśat	ka	уменьш./собират.	n.	1	1	True	KĀM. NĪTIS. 8,37
75424	tsaruka	tsaruka	tsaru	tsaru	ka	уменьш./собират.	adj.	1	1	True	P. 5,2,64
31542	tsAruka	tsāruka	tsaru	tsaru	ka	уменьш./собират.	adj.	2	1	True	P. 5,2,64; MBH. 1,5271
31493	tvaritaka	tvaritaka	tvarita	tvarita	ka	уменьш./собират.	m.	2	1	True	SUŚR. 1,196,2; NIGH. PR.
11635	upaka	upaka	upa	upa	ka	уменьш./собират.	m.	1	1	True	P. 5,3,80
95811	vEnItaka	vainītaka	vinIta	vinīta	ka	уменьш./собират.	m.n.	2	1	True	AK. 2,8,2,26; H. 759
95907	vEraka	vairaka	vEra	vaira	ka	уменьш./собират.		1	1	True	BHĀG. P. 4,4,11
96050	vESramBaka	vaiśrambhaka	viSramBa	viśrambha	ka	уменьш./собират.	adj.	3	1	True	BHĀG. P. 5,26,32; ed. Bomb.; BHĀG. P. 3,23,40
88896	vaSyaka	vaśyaka	vaSya	vaśya	ka	уменьш./собират.	adj.	3	1	True	ŚABDAR.; ŚKDR.; Verz. d. Oxf. H. 98,a,17
91159	vicitraka	vicitraka	vicitra	vicitra	ka	уменьш./собират.	adj.	7	1	True	ŚABDĀRTHAK.; WILSON; PAÑCAR. 2,2,52; RĀJAN.; ŚKDR.; ŚABDĀRTHAK.; WILSON
91674	videhaka	videhaka	videha	videha	ka	уменьш./собират.	m.	2	1	True	SCHIEFNER, Lebensb. 306 (76); ŚATR. 1,292
91075	viGnaka	vighnaka	viGna	vighna	ka	уменьш./собират.		1	1	True	LA. (III) ad 4,5
94299	vihAraka	vihāraka	vihAra	vihāra	ka	уменьш./собират.	f.	2	1	True	PAÑCAR. 4,8,25; MĀLATĪM. 104,9
92943	vilAsaka	vilāsaka	vilAsa	vilāsa	ka	уменьш./собират.	adj.	2	1	True	MBH. 7,3932; SĀH. D. 552
92645	vimiSraka	vimiśraka	vimiSra	vimiśra	ka	уменьш./собират.	adj.	1	1	True	VARĀH. BṚH. 28 (26), 4
92194	viparItaka	viparītaka	viparIta	viparīta	ka	уменьш./собират.	adj.	3	1	True	Spr. 2999; SMARADĪPIKĀ; ŚKDR.
94947	vfntaka	vṛntaka	vfnta	vṛnta	ka	уменьш./собират.	f.	3	1	True	KĀTY. ŚR. 24,4,40; MBH. 1,1443; ed. Bomb.
81328	yaTArTaka	yathārthaka	yaTArTa	yathārtha	ka	уменьш./собират.	adj.	1	1	True	KATHĀS. 46,148
81953	yAnaka	yānaka	yAna	yāna	ka	уменьш./собират.	n.	1	1	True	BHĀG. P. 9,10,21
100974	SElUzaka	śailūṣaka	SElUza	śailūṣa	ka	уменьш./собират.	adj.	1	1	True	P. 4,2,53
97775	SaPaka	śaphaka	SaPa	śapha	ka	уменьш./собират.	m.	1	1	True	AV. 4,34,5
98012	SayAnaka	śayānaka	SayAna	śayāna	ka	уменьш./собират.	adj.	3	1	True	H. 1299; UṆĀDIK.; ŚKDR.
97294	SaNkuka	śaṅkuka	SaNku	śaṅku	ka	уменьш./собират.	m.	3	1	True	KĀTY. ŚR. 209,2; Verz. d. Oxf. H. 125,a,5; RĀJA-TAR. 4,704
102010	SlakzRaka	ślakṣṇaka	SlakzRa	ślakṣṇa	ka	уменьш./собират.	adj.	3	1	True	AV. 20,133,5; RĀJAN.; ŚKDR.
100116	Suktaka	śuktaka	Sukta	śukta	ka	уменьш./собират.	n.	1	1	True	M. 4,121
100523	Suzkaka	śuṣkaka	Suzka	śuṣka	ka	уменьш./собират.	adj.	3	1	True	KĀŚ.; P. 8,2,1; R. 4,9,95
99109	SAlvaka	śālvaka	SAlva	śālva	ka	уменьш./собират.	adj.	3	1	True	P. 4,2,134; MBH. 5,889; P. 4,1,41
98940	SArIraka	śārīraka	SArIra	śārīra	ka	уменьш./собират.	adj.	4	1	True	BHĀG. P. 3,31,19; Ind. St. 3,325,2; VEDĀNTAS. (Allah.) No. 3; Verz. d. Oxf. H. 257,b,3
100712	SfNKalaka	śṛṅkhalaka	SfNKala	śṛṅkhala	ka	уменьш./собират.	m.	6	1	True	P. 5,2,79; AK. 2,9,76; H. 1255; HĀR. 81; HALĀY. 2,125; ŚIŚ. 12,7
13660	Etareyaka	aitareyaka	Etareya	aitareya	ka	уменьш./собират.	n.	1	0	False	Ind. St. 1,106
204	akzaraka	akṣaraka	akzara	akṣara	ka	уменьш./собират.	n.	1	0	False	ŚRUT. 29
5303	ambikeyaka	ambikeyaka	ambikeya	ambikeya	ka	уменьш./собират.	m.	2	0	False	JAṬĀDH.; ŚKDR.
5274	amotaka	amotaka	amota	amota	ka	уменьш./собират.	m.	1	0	False	KUNT. 1,5
63440	anastamitaka	anastamitaka	anastamita	anastamita	ka	уменьш./собират.		1	0	False	HARIV. 7850
2226	anaNgaka	anaṅgaka	anaNga	anaṅga	ka	уменьш./собират.	n.	2	0	False	ŚABDAR.; ŚKDR.
3449	andUka	andūka	andU	andū	ka	уменьш./собират.	m.	3	0	False	SVĀMIN; AK.; ŚKDR.
3422	antyaka	antyaka	antya	antya	ka	уменьш./собират.	m.	1	0	False	H. an. 4,157
3146	anUnaka	anūnaka	anUna	anūna	ka	уменьш./собират.	adj.	1	0	False	AK. 3,2,15
3944	apavAritaka	apavāritaka	apavArita	apavārita	ka	уменьш./собират.	n.	1	0	False	MṚCCH. 22,23
4059	apANgaka	apāṅgaka	apANga	apāṅga	ka	уменьш./собират.	m.	2	0	False	ŚABDAR.; ŚKDR.
1259	aticCatraka	aticchatraka	aticCatra	aticchatra	ka	уменьш./собират.	m.	5	0	False	RĀJAN.; ŚKDR.; RATNAM.; ŚKDR.; SUŚR. 2,171,12
13941	Odayaka	audayaka	udaya	udaya	ka	уменьш./собират.	m.	1	0	False	COLEBR. Misc. Ess. II, 427, N. 2
13966	OddaRqaka	auddaṇḍaka	uddaRqa	uddaṇḍa	ka	уменьш./собират.		1	0	False	P. 4,2,80
69203	OpanAyaka	aupanāyaka	upanAya	upanāya	ka	уменьш./собират.	adj.	2	0	False	HARIV. 4417; VYUTP. 39
14063	OpADyAyaka	aupādhyāyaka	upADyAya	upādhyāya	ka	уменьш./собират.	adj.	1	0	False	P. 4,3,77
6636	avaskaraka	avaskaraka	avaskara	avaskara	ka	уменьш./собират.	m.	1	0	False	P. 4,3,28
7059	aSvatTaka	aśvatthaka	aSvatTa	aśvattha	ka	уменьш./собират.	adj.	1	0	False	P. 4,3,48
755	aNgurIyaka	aṅgurīyaka	aNgurIya	aṅgurīya	ka	уменьш./собират.	m.n.	4	0	False	MUKUṬA; AK.; ŚKDR.; R. 5,32,44
648	aNkuraka	aṅkuraka	aNkura	aṅkura	ka	уменьш./собират.	m.	2	0	False	ŚABDAM.; ŚKDR.
7193	azAQaka	aṣāḍhaka	azAQa	aṣāḍha	ka	уменьш./собират.	m.	2	0	False	ŚABDAM.; ŚKDR.
121249	bahutaraka	bahutaraka	bahutara	bahutara	ka	уменьш./собират.	adj.	1	0	False	ebend. 1,163,b. 7,75,a
53194	bElvaka	bailvaka	bilva	bilva	ka	уменьш./собират.	adj.	2	0	False	P. 4,2,80; P. 6,4,153
54180	BaradvAjaka	bharadvājaka	BaradvAja	bharadvāja	ka	уменьш./собират.	m.	2	0	False	ŚABDAR.; ŚKDR.
55744	BeruRqaka	bheruṇḍaka	BeruRqa	bheruṇḍa	ka	уменьш./собират.	m.	1	0	False	VYUTP. 116
54883	Binnaka	bhinnaka	Binna	bhinna	ka	уменьш./собират.	m.	3	0	False	TRIK. 3,1,22; VIKR. 56,17; BOLLENSEN.
55994	Brazwaka	bhraṣṭaka	Brazwa	bhraṣṭa	ka	уменьш./собират.	m.	1	0	False	P. 2,4,69
54419	BAgalaka	bhāgalaka	Bagala	bhagala	ka	уменьш./собират.	adj.	1	0	False	P. 4,2,80
54672	BAlandanaka	bhālandanaka	Balandana	bhalandana	ka	уменьш./собират.	adj.	1	0	False	P. 4,2,80
54796	BAsuraka	bhāsuraka	BAsura	bhāsura	ka	уменьш./собират.	m.	1	0	False	PAÑCAT. 53,17
54458	BANgaka	bhāṅgaka	BaNga	bhaṅga	ka	уменьш./собират.		1	0	False	VYUTP. 147
52433	bABruka	bābhruka	baBru	babhru	ka	уменьш./собират.	adj.	1	0	False	P. 5,3,108
52407	bADiraka	bādhiraka	baDira	badhira	ka	уменьш./собират.		1	0	False	P. 4,2,80
52625	bAhulaka	bāhulaka	bahula	bahula	ka	уменьш./собират.	n.	6	0	False	P. 5,1,133; P. 2,1,32; PAT.; GOLD. MĀN. 161,a; UJJVAL.; UṆĀDIS. 1,36
52632	bAhuvartaka	bāhuvartaka	bahuvarta	bahuvarta	ka	уменьш./собират.	adj.	1	0	False	P. 4,2,126
52418	bAnDavaka	bāndhavaka	bAnDava	bāndhava	ka	уменьш./собират.	adj.	1	0	False	HARIV. 5704
79928	bAzpaka	bāṣpaka	bAzpa	bāṣpa	ka	уменьш./собират.	m.	6	0	False	BHĀVAPR.; ŚKDR.; ŚABDAR.; ŚKDR.; AK. 2,9,40; VĀGBH. 7,25
25060	calanaka	calanaka	calana	calana	ka	уменьш./собират.	m.	6	0	False	H. 674; KARKA; KĀTY. ŚR. 14,5,3; SĀY.; ŚAT. BR. 5,2,1,8; VYUTP. 136
24448	caYcUka	cañcūka	caYcU	cañcū	ka	уменьш./собират.	m.	1	0	False	VARĀH. BṚH. S. 14,18
74027	Calitaka	chalitaka	Calita	chalita	ka	уменьш./собират.		1	0	False	Verz. d. Oxf. H. 217,a,18
26197	CAndasaka	chāndasaka	CAndasa	chāndasa	ka	уменьш./собират.	n.	1	0	False	P. 5,1,133
25808	cUtaka	cūtaka	cUta	cūta	ka	уменьш./собират.	m.	5	0	False	H. an. 3,42; MED. k. 89; H. 1093; H. an.; MED.
25799	cUqAraka	cūḍāraka	cUqAra	cūḍāra	ka	уменьш./собират.	m.	1	0	False	P. 2,4,69
31935	dantaDAvanaka	dantadhāvanaka	dantaDAvana	dantadhāvana	ka	уменьш./собират.	m.	1	0	False	KAUŚ. 36
32001	danturaka	danturaka	dantura	dantura	ka	уменьш./собират.	adj.	2	0	False	VARĀH. BṚH. S. 69,20; VARĀH. BṚH. S. 14,6
34789	devIka	devīka	devI	devī	ka	уменьш./собират.		1	0	False	KATHĀS. 18,23
37041	DEnuka	dhainuka	Denu	dhenu	ka	уменьш./собират.	n.	6	0	False	P. 4,2,47; AK. 2,9,60; H. 1418; MED. k. 106; H. an.; MED.
37068	DOmaka	dhaumaka	DUma	dhūma	ka	уменьш./собират.	adj.	1	0	False	P. 4,2,127
37080	DOrtaka	dhaurtaka	DUrta	dhūrta	ka	уменьш./собират.	n.	1	0	False	P. 5,1,133
36794	DIvaraka	dhīvaraka	DIvara	dhīvara	ka	уменьш./собират.	m.	1	0	False	ŚĀK. CH. 110. fgg.
36901	DUmraka	dhūmraka	DUmra	dhūmra	ka	уменьш./собират.	m.	3	0	False	RĀJAN.; ŚKDR.; RĀJAN. ebend.
36965	DUsaraka	dhūsaraka	DUsara	dhūsara	ka	уменьш./собират.	m.	1	0	False	PAÑCAT. 214,13
36975	Dftaka	dhṛtaka	Dfta	dhṛta	ka	уменьш./собират.	m.	1	0	False	LIA. II, Anh. IV.
37016	DfzRuka	dhṛṣṇuka	DfzRu	dhṛṣṇu	ka	уменьш./собират.	m.	1	0	False	HARIV. 637
37002	Dfzwaka	dhṛṣṭaka	Dfzwa	dhṛṣṭa	ka	уменьш./собират.	m.	2	0	False	HARIV. LANGL. I, 54; VP. 351, N. 7
35483	drOGaRaka	draughaṇaka	druGaRa	drughaṇa	ka	уменьш./собират.		1	0	False	P. 4,2,80
33767	durlaBaka	durlabhaka	durlaBa	durlabha	ka	уменьш./собират.	m.	1	0	False	RĀJA-TAR. 4,7
75963	durvacaka	durvacaka	durvaca	durvaca	ka	уменьш./собират.	adj.	2	0	False	BHĀG. P. 10,45,36; Verz. d. Oxf. H. 217,a,9
33784	durvarRaka	durvarṇaka	durvarRa	durvarṇa	ka	уменьш./собират.	n.	1	0	False	H. 1043
35940	dvEpaka	dvaipaka	dvIpa	dvīpa	ka	уменьш./собират.	adj.	1	0	False	P. 4,2,127
35833	dviSataka	dviśataka	dviSata	dviśata	ka	уменьш./собират.	adj.	1	0	False	P. 5,1,21
35230	dyotanaka	dyotanaka	dyotana	dyotana	ka	уменьш./собират.	adj.	1	0	False	Verz. d. Oxf. H. No. 204
32427	dAkziRApaTaka	dākṣiṇāpathaka	dakziRApaTa	dakṣiṇāpatha	ka	уменьш./собират.	adj.	1	0	False	P. 4,2,127
32693	dAlByaka	dālbhyaka	dAlBya	dālbhya	ka	уменьш./собират.	m.	2	0	False	BRAHMA-P.; Verz. d. Oxf. H. 18,b,13
32658	dArvaka	dārvaka	dArva	dārva	ka	уменьш./собират.	adj.	1	0	False	P. 4,2,125
33114	dInaka	dīnaka	dIna	dīna	ka	уменьш./собират.	adj.	1	0	False	ARJ. 10,64
119224	etaka	etaka	eta	eta	ka	уменьш./собират.	adj.	1	0	False	PAT. a. a. O. 7,114,b
22074	galitaka	galitaka	galita	galita	ka	уменьш./собират.	m.	1	0	False	VIKR. 68,14
21604	gatIka	gatīka	gatI	gatī	ka	уменьш./собират.	adj.	1	0	False	MBH. 12,3078
23521	gODenuka	gaudhenuka	goDenu	godhenu	ka	уменьш./собират.	n.	1	0	False	H. 1418
23930	GaRwAka	ghaṇṭāka	GaRwA	ghaṇṭā	ka	уменьш./собират.	m.	2	0	False	ŚABDAR.; ŚKDR.
24070	GAsaka	ghāsaka	GAsa	ghāsa	ka	уменьш./собират.		1	0	False	MBH. 1,5618
23239	gopyaka	gopyaka	gopya	gopya	ka	уменьш./собират.	m.	1	0	False	AK. 2,10,17
23676	grahaRaka	grahaṇaka	grahaRa	grahaṇa	ka	уменьш./собират.	n.	2	0	False	SIDDH. K.; P. 1,1,10
23851	grEzmaka	graiṣmaka	grEzma	graiṣma	ka	уменьш./собират.	adj.	1	0	False	P. 4,3,46
23830	grAhyaka	grāhyaka	grAhya	grāhya	ka	уменьш./собират.	adj.	1	0	False	MBH. 12,3024
22643	gutsaka	gutsaka	gutsa	gutsa	ka	уменьш./собират.	m.	7	0	False	H. 1126; ŚABDAR.; ŚKDR.; TRIK. 3,2,23; WILS.; ŚKDR.; ŚKDR.
