sutra	n_words	words_iast
P.5.2.68	4	jan|sasya|sasyaka|smar
P.5.2.69	2	aṃśaka|hārin
P.5.2.70	3	har|tantra|tantraka
P.5.2.71	2	brāhmaṇaka|uṣṇikā
P.5.2.72	3	kārin|uṣṇaka|śītaka
P.5.2.73	2	adhika|khārī
P.5.2.74	4	abhika|abhīka|anuka|kamitar
P.5.2.75	5	anṛju|iṣ|kausṛtika|pārśva|pārśvaka
P.5.2.76	6	ayaḥśūla|daṇḍājina|dāṇḍājinika|sadambha|tīkṣṇa|āyaḥśūlika
P.5.2.77	6	dvika|dvitīyaka|pūraṇa|trika|tṛtīyaka|ṣaṭka
P.5.2.78	2	devadattaka|grāmaṇī
P.5.2.79	2	karabha|śṛṅkhalaka
P.5.2.80	3	sādhanakriyā|unmanas|utka
P.5.2.81	7	caturthaka|dvitīyaka|kārya|prayojana|tṛtīyaka|uṣṇaka|viṣapuṣpaka
P.5.2.82	1	guḍāpūpikā
P.5.2.83	2	kaulmāṣī|kulmāṣa
P.5.2.84	2	chāndasa|śrotriya
P.5.2.85	2	śrāddhika|śrāddhin
P.5.2.86	1	pūrvin
P.5.2.87	3	bhuktapūrvin|kṛtapūrvin|pūrvin
P.5.2.88	28	abhikrāntin|dṛṣṭin|gaṇitin|gṛhītin|iṣṭin|kal|nigadita|nikathita|nipaṭhita|nirākṛtin|niṣādita|parigaditin|parikalitin|parirakṣitin|parivāditin|pūrtin|saṃkalita|saṃkalitin|saṃrakṣita|upakṛtin|upākṛtin|upāsādita|vyākulay|vyākulitin|āmnātin|āsevitin|āyukta|śrutin
P.5.2.89	3	paripanthin|pariparin|paryavasthātar
P.5.2.90	3	anupadam|anupadin|anveṣṭar
P.5.2.91	3	draṣṭar|sākṣin|sākṣāt
P.5.2.92	8	cikitsya|kṣetriya|paradārika|parakṣetra|pramāṇa|pratyākhyeya|pāradārika|sādhya
P.5.2.93	2	indriya|vyutpatti
P.5.2.95	11	bhāvavant|gandhavant|rasavant|rasika|rūpavant|rūpin|snehavant|sparśavant|sparśika|varṇavant|śabdavant
P.5.2.96	3	cūḍāla|cūḍāvant|śikhāvant
P.5.2.97	65	balūla|bījala|caṭu|caṭula|dantūla|dhamanīla|dhārāla|gaḍula|gaṇḍu|gaṇḍula|ghaṭa|ghaṭāla|granthila|hanula|jaṭāla|kapila|karṇala|kaṭa|kaṭāla|kuśala|kuṇḍala|kālala|kṛṣṇala|kṣudrala|lalāṭūla|mañju|mañjula|maṇila|maṇḍala|māsala|māṃsala|mṛdula|niṣpad|niṣpāvala|nābhila|pakṣmala|parśūla|parṇala|pattrala|peśa|peśala|pittala|piṅgala|prajñāla|puṣka|puṣkala|pārśvala|pārṣṇīla|pāṃsula|pṛthula|+15
P.5.2.98	2	aṃsala|vatsala
P.5.2.99	3	phenala|phenavant|phenila
P.5.2.100	47	ajakāva|babhruśa|dadru|dadruṇa|dhruvaka|dhruvakila|dhuvaka|dhuvakila|ghaṭa|ghaṭila|giriśa|hariśa|hemana|jaṭila|kadruṇa|kapiśa|karkaśa|kālila|kṛmiṇa|lakṣmaṇa|lomaśa|muniśa|palāla|parṇila|paṅkila|piccha|picchila|prajñila|pālālina|pāman|pāmana|pāmavant|romaśa|sāmana|taruśa|urasila|valina|varṇila|veman|vemana|vāman|vāmana|śleṣmaṇa|śākina|śākī|ūṣmavant|ūṣmaṇa
P.5.2.101	4	arcā|prājña|ārca|śrāddha
P.5.2.102	2	sahasrin|tapasvin
P.5.2.103	2	sāhasra|tāpasa
P.5.2.104	2	saikata|śārkara
P.5.2.105	8	lup|sikatila|sikatā|sikatāvant|śarkara|śarkarila|śarkarāvant|śārkara
P.5.2.106	3	dantavant|dantura|nam
P.5.2.107	9	khara|madhura|muṣka|muṣkara|pāṃsura|pāṇḍura|suṣi|suṣira|ūṣara
P.5.2.108	2	druma|dyuma
P.5.2.109	8	arṇava|iṣṭakāva|keśava|keśavant|keśika|keśin|kumārava|rājīva
P.5.2.110	6	ajaga|ajagava|gāṇḍiva|gāṇḍī|gāṇḍīva|kāṇḍīra
P.5.2.111	3	kāṇḍavant|āṇḍavant|āṇḍīra
P.5.2.112	7	kṛṣīvala|pariṣadvala|parṣad|parṣadvala|rajasvala|āsutīvala|śatruvala
P.5.2.113	2	dantāvala|śikhāvala
P.5.2.114	10	gomin|jyotsnā|malina|malīmasa|pat|tamisra|śṛṅgiṇa|ūrjas|ūrjasvala|ūrjasvin
P.5.2.115	6	daṇḍavant|daṇḍika|daṇḍin|kāryika|kāryin|taṇḍulika
P.5.2.116	32	aṣṭakika|balāka|balākin|carmika|carmin|daṃṣṭrika|daṃṣṭrin|karmika|karmin|kekika|kekin|kumārika|kumārin|mekhalika|mālin|māyika|māyin|nāvika|nāvin|patāka|patākika|patākin|saṃjñin|varmika|vaḍavin|vrīhika|vrīhin|vīṇin|yavakhada|śikhin|śālika|śālin
P.5.2.117	14	dāśārha|picaṇḍika|tunda|tundavant|tundika|tundila|tundin|udaravant|udarika|udarila|udarin|vivṛddhi|vrīhila|yavika
P.5.2.118	6	aikasahasrika|aikaśatika|eka|gausahasrika|gauśakaṭika|gauśatika
P.5.2.119	3	naiṣkasahasrika|naiṣkaśatika|niṣka
P.5.2.120	2	han|rūpya
P.5.2.121	8	medhāvant|medhāvin|māyāvant|māyāvin|sragvant|sragvin|yaśasvant|yaśasvin
P.5.2.122	5	bahula|balūla|tejasvin|varcasvant|vātūla
P.5.2.123	1	ūrṇāyu
P.5.2.124	1	vāgmin
P.5.2.125	3	bahubhāṣin|vācāla|vācāṭa
P.5.2.126	2	svāmin|tarhi
P.5.2.127	10	arśasa|catura|ghaṭa|ghāṭa|jaṭa|kardama|lavaṇa|palita|tunda|urasa
P.5.2.128	7	kakudāvartin|kaṭaka|kilāsin|kuṣṭhin|kākatālukin|upatāpa|valayin
P.5.2.129	4	atīsāra|atīsārakin|vātakin|vātavant
P.5.2.130	3	pañcamavant|pañcamin|sāmarāga
P.5.2.131	19	alīkin|aśrin|dalin|duḥkhin|halin|kakṣin|karuṇin|kṛcchrin|kṛpaṇin|mālin|pratīpin|praṇayin|soḍhin|sukhin|tṛptin|āsra|āsrin|āśra|śīlin
P.5.2.132	3	dharmin|varṇin|śīlin
P.5.2.133	2	hastavant|hastin
P.5.2.134	2	varṇavant|varṇin
P.5.2.135	40	aravindinī|bisinī|hiraṇyin|kairava|kairavin|kallolinī|kamalinī|kapitthinī|kardaminī|karīṣin|kumudinī|mṛṇālin|naḍinī|nālīka|nālīkinī|padmin|payasvin|paṅkaja|paṅkajinī|pravāhin|puṣkarin|puṭaka|puṭakinī|rājīva|rājīvinī|saroja|sarojin|saroruha|saroruhiṇī|tamālinī|taraṃgin|taṭinī|utpalin|vigarha|vigarhin|yavāsa|yavāsinī|śirīṣin|śālūka|śālūkinī
P.5.2.136	33	balavant|balin|cūḍin|cūḍāvant|kulavant|kulin|kūlavant|kūlin|pariṇāhavant|pariṇāhin|sula|sulavant|sulin|udbhāsa|udbhāsavant|udbhāsin|uddāsa|udvāsa|udvāsavant|udvāsin|upayāmavant|utsāhavant|utsāhin|vyāyāmavant|vyāyāmin|yuddhavant|yuddhin|ārohavant|ārohin|āyāmavant|āyāmin|śikhin|śikhāvant
P.5.2.137	4	dāminī|homin|prathiminī|somin
P.5.2.138	13	kamba|kambha|kam̐yya|kanta|kantu|śamba|śambha|śanta|śanti|śantu|śaṃya|śaṃyu|śaṅkhanūpuriṇī
P.5.2.139	8	mādhava|tundi|tundibha|tuṇḍi|tuṇḍibha|valibha|vaṭi|vaṭibha
P.5.2.140	3	ahaṃyu|śubhaṃyu|śubhānvita
P.5.2.216	1	varmin
P.5.3.1	3	prāgdiśīya|svārthika|vibhakti
P.5.3.2	1	prāgdiśīya
P.5.3.4	3	dakṣiṇāt|etarhi|itthā
P.5.3.5	4	atas|atra|praśliṣṭa|saṃpradhārya
P.5.3.6	2	sadā|sarvadā
P.5.3.7	5	bahutas|kutas|pañcama|tatas|yatas
P.5.3.8	4	bahutas|kutas|tatas|yatas
P.5.3.9	2	abhitas|paritas
P.5.3.10	5	bahutra|kutra|sarvatra|tatra|yatra
P.5.3.11	3	iha|imathā|viśvathā
P.5.3.12	1	kva
P.5.3.13	1	kuha
P.5.3.14	4	devānāṃpriya|itara|tatobhavant|tatrabhavant
P.5.3.15	7	anyadā|ekadā|kadā|sadā|sarvadā|tadā|yadā
P.5.3.16	1	etarhi
P.5.3.17	1	adhunā
P.5.3.18	1	idānīm
P.5.3.19	2	tadā|tadānīm
P.5.3.20	3	idā|idāvatsara|tarhi
P.5.3.21	6	adyatana|kadā|karhi|tadā|tarhi|yarhi
P.5.3.22	14	adharedyus|adya|aiṣamas|anyataredyus|anyedyus|aparedyus|itaredyus|paredyavi|parut|parāri|pūrvedyus|sadyas|ubhayedyus|uttaredyus
P.5.3.23	2	bahuthā|sarvathā
P.5.3.24	1	ittham
P.5.3.25	1	katham
P.5.3.26	2	kathā|tathā
P.5.3.27	2	adhastāt|aindra
P.5.3.28	3	dakṣiṇatas|uttaratas|vṛtti
P.5.3.29	4	avarastāt|avaratas|parastāt|paratas
P.5.3.30	2	pratyañc|prāñc
P.5.3.31	1	upari
P.5.3.32	1	paścāt
P.5.3.33	3	paśca|paścā|purā
P.5.3.34	2	adharāt|uttarāt
P.5.3.35	8	adharatas|adhareṇa|apareṇa|avadhi|avadhimant|dakṣiṇena|pūrveṇa|uttareṇa
P.5.3.36	2	bharita|dakṣiṇā
P.5.3.37	1	dakṣiṇāhi
P.5.3.38	2	uttarā|uttarāhi
P.5.3.39	3	adhas|avas|puras
P.5.3.40	3	adhastāt|avastāt|purastāt
P.5.3.41	1	avarastāt
P.5.3.42	5	aṣṭadhā|dvidhā|ekadhā|pañcadhā|saptadhā
P.5.3.43	7	adhikaraṇa|aṣṭadhā|ekadhā|pañcadhā|saptadhā|vicāla|āpādana
P.5.3.44	1	aikadhya
P.5.3.45	2	dvaidha|traidha
P.5.3.46	2	dvedhā|tredhā
P.5.3.47	2	pāśa|yāpya
P.5.3.48	2	pūraṇa|tṛtīya
P.5.3.49	5	caturtha|daśama|dvitīya|pañcama|prāñc
P.5.3.50	2	āṣṭama|ṣāṣṭha
P.5.3.51	4	aṣṭama|āṣṭama|ṣaṣṭha|ṣaṣṭhaka
P.5.3.52	3	aṣṭama|ekaka|ekākin
P.5.3.53	4	bhūtapūrva|cara|pūrva|tāvatitha
P.5.3.54	3	cara|parigaṇita|rūpya
P.5.3.55	6	atiśaya|atiśāyana|kālatara|kālitarā|sādhana|śī
P.5.3.56	1	viś
P.5.3.57	2	vibhajanīya|vibhajya
P.5.3.58	2	guṇavacana|kāra
P.5.3.59	3	dohīyaṃs|kariṣṭha|āsuti
P.5.3.60	3	praśasya|śreyaṃs|śreṣṭha
P.5.3.61	2	jyeṣṭha|jyāyaṃs
P.5.3.62	3	jyeṣṭha|jyāyaṃs|vṛddha
P.5.3.63	6	antika|bāḍha|nediṣṭha|nedīyaṃs|sādhiṣṭha|sādhīyaṃs
P.5.3.64	5	kalpa|kaniṣṭha|kanīyaṃs|yaviṣṭha|yavīyaṃs
P.5.3.65	4	srajiṣṭha|tvaciṣṭha|tvacīyaṃs|tvagvant
P.5.3.66	1	rūpa
P.5.3.67	4	deśya|deśīya|kalpa|samāpti
P.5.3.68	1	bahu
P.5.3.69	7	bhedaka|jātīya|mātra|paṭujātīya|prakāra|prakāravant|sāmānya
P.5.3.70	1	prāgivīya
P.5.3.71	3	nīcakais|sarvanāman|uccakais
P.5.3.72	3	dhakit|hirakut|pṛthakat
P.5.3.75	2	pūrṇaka|śūdraka
P.5.3.76	1	putraka
P.5.3.77	5	dhā|dhānakā|hanta|nīti|tāvatitha
P.5.3.78	5	datta|daṇḍaka|devika|yajñadattaka|yajñika
P.5.3.79	1	deviya
P.5.3.80	5	prāñc|upaka|upaḍa|upendradatta|upika
P.5.3.81	3	siṃha|siṃhaka|siṃhiya
P.5.3.82	6	ajina|kṛṣṇaka|kṛṣṇājina|siṃhājina|vyāghraka|vyāghrājina
P.5.3.83	4	savitṛdatta|savitṛla|ūrdhva|ūrdhvabhāga
P.5.3.84	15	aryamadatta|aryaman|aryamika|supari|suparidatta|suparika|supariya|varuṇadatta|varuṇika|viśāladatta|viśālika|śevala|śevaladatta|śevalika|śevaliya
P.5.3.87	3	daṇḍaka|vaṃśaka|veṇuka
P.5.3.88	4	kuṭīra|śamīra|śuṇḍa|śuṇḍāra
P.5.3.89	2	kutupa|kutū
P.5.3.90	4	goṇī|goṇītarī|kāsū|kāsūtarī
P.5.3.91	4	aśvatara|ukṣatara|vatsatara|ṛṣabhatara
P.5.3.92	6	dhar|katara|nirdhāraṇa|pṛthakkaraṇa|tatara|yatara
P.5.3.93	4	katama|paripraśna|tatama|yatama
P.5.3.94	3	ekatama|ekatara|prāñc
P.5.3.95	2	avakṣepaṇa|dā
P.5.3.96	2	gardabhaka|pratikṛti
P.5.3.97	2	araṇyetilaka|aśvaka
P.5.3.98	4	dāsa|kharakuṭī|lup|prapañca
P.5.3.99	7	devalaka|devapratikṛti|grabh|paṇya|saṃpratipūjā|skanda|śivaka
P.5.3.100	18	daṇḍa|devapatha|hasta|haṃsapatha|indra|karipatha|matsya|puṣpa|rathapatha|rājapatha|siddhagati|sindhupatha|sthalapatha|uṣṭragrīva|vāripatha|vāyarajju|śatapatha|śaṅkupatha
P.5.3.101	1	vāsteya
P.5.3.102	2	śaileya|śileya
P.5.3.103	11	caraṇya|jaghanya|medhya|mukhya|skandhya|skandya|urasya|śaraṇya|śirasya|śākhya|śṛṅgya
P.5.3.104	2	bhavya|dravya
P.5.3.105	1	kuśāgrīya
P.5.3.106	4	ajākṛpaṇīya|kākatālīya|samāsa|upanipāta
P.5.3.107	18	gaulomana|gaupuccha|gopuccha|kapiṣṭhikā|kapālikā|kapāṭikā|kāniṣṭhika|kāpiṣṭhika|kāpālika|kāpāṭika|lauma|narācī|nākula|nārāca|pauṇḍarīka|saikata|śatapattra|śātapattra
P.5.3.108	23	audaśvitka|auraska|babhru|bharuja|bharūjā|bhārujika|bhārūjika|bābhruka|gauṇika|hārika|kauliśika|khālika|kāpika|maunika|maṇḍara|māṇḍalika|māṇḍarika|rauhika|vaidabhṛtya|vālguka|āṅgulika|śaṣkulī|śāṣkulika
P.5.3.109	3	aikaśālika|ekaśālika|ekaśālā
P.5.3.110	4	karka|kārkīka|lauhitīka|sphaṭika
P.5.3.111	2	pratnathā|pūrvathā
P.5.3.112	5	devadattaka|lauhitadhvajya|lohitadhvaja|śaibya|śivi
P.5.3.113	9	brādhnāyanya|kapotapāka|kauñjāyana|kāpotapākya|vraihimatya|vrāta|vrīhimata|śaubhāyanya|śauṇḍāyanya
P.5.3.114	10	bhalla|bāhīka|gopālava|kṣaudrakya|kṣudraka|malla|mālava|mālavya|śabara|śālaṅkāyana
P.5.3.115	3	vārkeṇya|vārkeṇī|vṛka
P.5.3.116	34	audaki|audaṅki|aulapi|auḍavi|baijavāpīya|baindavi|baindavīya|bindavīya|bindu|brahmagupta|brahmaguptīya|brāhmagupta|brāhmaguptīya|dāmani|dāṇḍaki|jālaki|jālamāni|jānaki|jānakīya|kauṇḍoparatha|krauṣṭuki|kākadantaki|kākandi|mauñjāyana|mauñjāyanīya|sārvaseni|sārvasenīya|sāvitrīputra|trigarta|tulabha|ācyutadanti|ākidanti|śākuntaki|śātruṃtapi
P.5.3.117	32	asura|auśīnara|aśani|bharata|bhārata|bālhīka|daśārha|dhaurteya|dhārteya|ghārteya|jyāvāṇeya|kārṣāpaṇa|marut|māruta|paiśāca|parśu|piśāca|pārśava|rakṣas|rākṣasa|sātvata|traigarta|trigarta|uśīnara|vasu|vāsava|vāyasa|yaudheya|āsura|āśana|śaubhreya|śaukreya
P.5.3.118	16	aurṇāvata|vidabhṛt|ābhijita|ābhijitya|śaikhāvata|śamīvant|śikhāvant|śraumata|śraumatya|śrumant|śālāvant|śālāvata|śālāvatya|śāmīvata|śāmīvatya|ūrṇāvant
P.5.3.119	1	tadrāja
P.5.4.1	6	dvipadikā|dviśatikā|samutkarṣa|vīpsā|śataka|ūrdhvajñu
P.5.4.2	5	dvipadikā|dviśatikā|sarj|vyavasarga|śataka
P.5.4.3	17	gomūtraka|ikṣuka|jīrṇaka|kumārīputra|kumārīśvaśura|kālaka|kṛṣṇaka|maṇika|māṣaka|mūlaka|pattraka|pattramūlaka|pādyaka|sthūlaka|suraka|tilaka|yavaka
P.5.4.4	3	atyantagati|aśeṣa|iṣuka
P.5.4.5	3	ardha|svārthika|sāmi
P.5.4.6	1	bṛhatikā
P.5.4.7	7	adhīna|alaṃkarmīṇa|alaṃpuruṣīṇa|aṣaḍakṣīṇa|nitya|uttarapada|āśitaṃgavīna
P.5.4.8	3	avācīna|pratīcīna|prācīna
P.5.4.9	2	bandhu|jātīya
P.5.4.10	4	sasthāna|saṃsthāna|sthāna|sthānīya
P.5.4.11	6	dravya|kiṃtamām|prakarṣa|pūrvāhṇa|uccaistamām|uccaistara
P.5.4.12	1	kiṃtamām
P.5.4.13	3	anugādin|tris|ānugādika
P.5.4.14	2	vyāvahāsī|vyāvakrośī
P.5.4.15	4	sāṃkūṭina|sāṃmārjina|sāṃrāviṇa|vṛṣadant
P.5.4.16	2	vaisāriṇa|visārin
P.5.4.17	8	abhyāvṛtti|bhū|gaṇana|kṛtvas|paunaḥpunya|saṃkhya|saṃkhyāna|vāra
P.5.4.18	2	catus|dvis
P.5.4.19	2	nasa|sakṛt
P.5.4.20	6	bahu|bahudhā|karṣ|kālika|kṛtvas|sad
P.5.4.21	8	ah|annamaya|apūpamaya|kar|maya|prācurya|yavāgūmaya|śakta
P.5.4.22	2	maudakika|modakamaya
P.5.4.23	7	aitihya|bhaiṣajya|iti|pāraṃparya|samudāya|ānantya|āvasathya
P.5.4.24	1	devatya
P.5.4.25	2	arghya|pādya
P.5.4.26	1	ātithya
P.5.4.27	1	devatā
P.5.4.28	1	avika
P.5.4.29	21	asthika|dānaka|jñātaka|jānuka|kumārīkrīḍanaka|lāndra|lūnaka|maṇika|putraka|pītaka|samāpti|snātaka|tanuka|tāluka|uṣṇaka|vipātaka|vāyaska|yāva|yāvaka|śītaka|śūnyaka
P.5.4.30	23	ayasya|janya|kavya|kṣemya|lohitaka|marta|martya|navya|niṣkevala|niṣkevalya|oka|okya|pūrvya|samāvant|sā|sūra|sūrya|ukthya|varcasya|vasavya|yaviṣṭhya|āmuṣyaputraka|āmuṣyāyaṇa
P.5.4.31	2	anitya|lohitaka
P.5.4.32	1	lohitaka
P.5.4.33	2	kāla|kālaka
P.5.4.34	20	aupacārika|aupayika|kāthaṃcitka|samayācāra|samutkarṣa|sāmayika|sāmayācārika|sāmutkarṣika|sāmācārika|sāmāyika|sāmūhika|sāṃgatika|sāṃpradānika|sāṃpratika|vainayika|vaiśeṣika|vinaya|vyāvahārika|ākasmika|ātyayika
P.5.4.35	2	har|vācika
P.5.4.36	3	kārmaṇa|naiṣāda|niṣāda
P.5.4.37	1	auṣadha
P.5.4.38	34	ainasa|anuloma|auśija|auṣṇija|bāndhava|caikīrṣata|caura|daivata|daśārha|dāśārha|karṣāpaṇa|krauñca|kārṣāpaṇa|mānasa|māruta|paiśāca|prajña|prājña|prātyakṣa|rākṣasa|sātvata|uṣṇij|vaidata|vaiduṣa|vaidya|vaiyākṛta|vāyasa|vāṇija|āsura|āśana|śrautra|śātrava|ṣauḍata|ṣoḍant
P.5.4.39	1	mṛttikā
P.5.4.40	3	mṛtsna|mṛtsā|pad
P.5.4.41	1	vṛkati
P.5.4.42	3	bahuśas|bhūriśas|stokaśas
P.5.4.43	1	dviśas
P.5.4.44	3	pañcama|prati|pṛṣṭhatas
P.5.4.45	2	hā|ruh
P.5.4.46	6	atigraha|grabh|kṣepa|kṣip|vyath|vyathana
P.5.4.47	3	hā|pāpa|tātparya
P.5.4.48	2	bhū|vyāśraya
P.5.4.49	5	apanayana|kar|prakopaṇa|pratīkāra|pravāhaka
P.5.4.50	2	bhū|kar
P.5.4.51	6	as|kar|uccakṣus|unmanī|vicetī|virajī
P.5.4.52	2	ekadeśa|kar
P.5.4.53	6	abhividhi|abhivyāpti|anyathābhāva|kārtsnya|pad|vyakti
P.5.4.54	4	adhīna|kar|pad|īśitavya
P.5.4.55	4	as|brāhmaṇatrā|kar|pad
P.5.4.56	6	bahutrā|devatrā|manuṣyatrā|martyatrā|purutrā|puruṣatrā
P.5.4.57	9	anukaraṇa|avarārdha|avyakta|iti|kar|kharaṭakharaṭākar|nyūna|paṭat|śrat
P.5.4.58	8	bījākar|dvitīyākar|kar|karṣ|kṛṣi|pratiloma|tṛtīyākar|śambākar
P.5.4.59	2	guṇa|kar
P.5.4.60	6	atikramaṇa|kālakṣepa|prāpti|samaya|samayākar|yāpana
P.5.4.61	6	ativyathana|jyeṣṭhatāti|kram|niṣpattrākar|sapattrākar|viś
P.5.4.62	6	antaravayava|bahirniḥsāraṇa|niḥsāraṇa|niṣkoṣaṇa|niṣkula|niṣkulākar
P.5.4.63	5	nand|priyākar|sukha|sukhākar|ānulomya
P.5.4.64	2	duḥkhākar|prātilomya
P.5.4.65	2	pac|śūlākar
P.5.4.66	1	satyākar
P.5.4.67	3	madrākar|muṇḍana|parivāpaṇa
P.5.4.68	2	prayojana|samāsānta
P.5.4.69	6	ati|atigo|atirājan|su|sugo|surājan
P.5.4.70	1	kim
P.5.4.71	1	a
P.5.4.72	2	apatha|apathin
P.5.4.73	8	bahuvrīhi|dvitra|nistriṃśa|saṃkhyeya|tridaśa|upabahu|upadaśa|upagaṇa
P.5.4.74	20	adhyetar|akṣa|anṛc|anṛca|anṛcka|ardharca|bahvṛc|dhura|dvīpa|dṛḍhadhur|lalāṭapura|mahādhura|nāndīpura|patha|pur|pura|rājadhura|samīpa|sthalapatha|ṛca
P.5.4.75	9	anuloma|anusāma|avaloma|avasāma|loma|pratiloma|pratisāma|sāma|udagbhūma
P.5.4.76	3	akṣa|gavākṣa|puṣkarākṣa
P.5.4.77	27	acatura|ahardiva|akṣibhruva|dhenu|dvyāyuṣa|dāra|jātokṣa|mahokṣa|manasa|naktaṃdiva|niḥśreyasa|padaṣṭhīva|puruṣāyuṣa|rātriṃdiva|sarajas|sarajasa|strīpuṃsa|sucatura|tryāyuṣa|upaśunam|vicatura|vāṅmanas|vṛddhokṣa|yajuṣa|ūru|ṛc|ṛksāma
P.5.4.78	2	brahmavarcasa|hastivarcasa
P.5.4.79	3	andhatamasa|avatamasa|saṃtamasa
P.5.4.80	2	śvaḥśreyasa|śvovasīyasa
P.5.4.81	3	anurahasa|avarahasa|taptarahasa
P.5.4.82	1	pratyurasam
P.5.4.83	3	anugava|anugu|āyāma
P.5.4.84	3	dvistāvā|tristāvā|tāvant
P.5.4.85	3	adhva|niradhva|prādhva
P.5.4.86	2	aṅgula|niraṅgula
P.5.4.87	8	ahorātra|apararātra|khyā|madhyarātra|puṇyarātra|pūrvarātra|rātra|sarvarātra
P.5.4.88	7	ahna|aparāhṇa|atyahna|khyā|nirahna|pūrvāhṇa|sarvāhṇa
P.5.4.90	6	dā|ekāha|puṇyāha|saṃgraha|sudināha|upāntya
P.5.4.91	4	ahan|ahna|rāja|sakha
P.5.4.92	1	gava
P.5.4.93	1	urasa
P.5.4.94	9	amṛtāśma|aśma|jalasarasa|kālāyasa|lohitāyasa|mahānasa|maṇḍūkasarasa|piṇḍāśma|upānasa
P.5.4.95	3	grāmatakṣa|kauṭa|kauṭatakṣa
P.5.4.96	2	atiśva|śva
P.5.4.97	1	ākarṣaśva
P.5.4.98	5	mṛgasaktha|phalakasaktha|pūrvasaktha|saktha|uttarasaktha
P.5.4.99	3	dvigu|nāva|paṭat
P.5.4.100	2	ardhanāva|nāva
P.5.4.101	5	ardhakhāra|khāra|khāri|khārī|prāñc
P.5.4.102	2	dvyañjala|tryañjala
P.5.4.103	2	devacchandas|hasticarma
P.5.4.104	3	avantibrahma|devabrahman|surāṣṭra
P.5.4.105	2	kubrahma|mahābrahma
P.5.4.106	8	chattra|dhenu|parivrāja|samidh|saṃpadvipada|vāgvipruṣa|vāktvaca|śrīsraja
P.5.4.107	24	catura|diva|diś|dṛśa|himavata|hiruk|jarasa|kiyant|manasa|parokṣa|patha|pratyakṣa|sada|samakṣa|tada|tyada|upavipāśam|upaśaradam|upānah|vida|vipāś|viśa|yada|śarada
P.5.4.108	2	adhyātmam|uparājam
P.5.4.109	1	upacarma
P.5.4.110	6	nada|paurṇamāsa|upanadam|upapaurṇamāsam|upāgrahāyaṇam|āgrahāyaṇa
P.5.4.111	2	upadṛṣad|upasamid
P.5.4.112	4	gira|senaka|upagiram|upagiri
P.5.4.113	6	akṣa|akṣi|bahuvrīhi|gaurasaktha|saktha|sakthan
P.5.4.114	2	aṅgula|dāru
P.5.4.115	2	dvimūrdha|trimūrdha
P.5.4.116	3	kalyāṇa|pramāṇa|pūraṇa
P.5.4.117	2	antarloma|bahirloma
P.5.4.118	8	druṇasa|gonasa|khuraṇas|nasa|sthūlanāsika|vārdhrīṇasa|āp|śitinas
P.5.4.119	4	praṇasa|unnasa|vikhra|vikhu
P.5.4.120	10	ajapada|aśra|caturaśra|eṇīpada|proṣṭha|proṣṭhapada|sudiva|suprāta|suśva|śārikukṣa
P.5.4.121	9	ahala|asaktha|durhala|duḥsaktha|duḥśakta|suhala|susaktha|suśakta|suśakti
P.5.4.122	9	alpamedhas|amedhas|aprajas|durmedhas|duṣprajas|medhas|prajas|sumedhas|suprajas
P.5.4.123	2	bahupraja|bahuprajas
P.5.4.124	2	dharman|āpekṣika
P.5.4.125	6	haritajambhan|jambha|jambhan|somajambhan|sujambhan|tṛṇajambhan
P.5.4.126	2	dakṣiṇerman|lubdha
P.5.4.127	14	dantādanti|daṇḍādaṇḍi|hastāhasti|kacākaci|karṇākarṇi|keśākeśi|kolākoli|kopākopi|koṇākoṇi|musalāmusali|nakhānakhi|rathārathi|spṛṣṭāspṛṣṭi|vyatihāra
P.5.4.128	13	dvidaṇḍi|dvimusali|ekapadi|kuc|nikucyakarṇi|prohyapadi|sapadi|saṃhatapucchi|ubhayādanti|ubhayāhasti|ubhayākarṇi|ubhākarṇi|āḍhyapadi
P.5.4.129	3	prajñu|saṃjñu|vipāta
P.5.4.130	2	ūrdhvajñu|ūrdhvajānu
P.5.4.131	1	ūdhan
P.5.4.132	1	dhanvan
P.5.4.133	4	dṛḍhadhanus|dṛḍhadhanvan|śatadhanus|śatadhanvan
P.5.4.134	2	jāni|yuvajāni
P.5.4.135	5	gandhi|pūtigandhi|sugandhi|surabhigandhi|udgandhi
P.5.4.136	4	gandha|gandhi|leśa|sūpagandhi
P.5.4.137	1	gandhi
P.5.4.138	17	aśvapāda|dāsīpāda|gaṇikāpāda|gaṇḍapāda|gaṇḍolakapāda|hastipāda|jālapād|jālapāda|kapotapāda|kaśika|kaṇḍolakapāda|kaṭolakapāda|kuddāla|kuruta|kusūla|mahelā|pad
P.5.4.139	31	aṣṭāpād|droṇapadī|drupadī|dvipad|ekapad|godhāpadī|guṇapadī|jālapadī|kalaśīpadī|kumbhapāda|kuṇipadī|kṛṣṇapadī|munipadī|niṣpad|pad|sthūṇāpadī|supad|sūcīpadī|sūkarapadī|sūtrapadī|tripad|tṛṇapadī|vipadī|viṣṇupada|ārdra|śakṛtpadī|śatapad|śitipad|śucipadā|śūlapadī|ṣaṭpad
P.5.4.140	4	catuṣpād|dvipad|supad|tripad
P.5.4.141	4	dant|dvidant|sudant|tridant
P.5.4.142	2	nam|ubhayādant
P.5.4.143	3	ayodatī|phāladatī|ubhayatodant
P.5.4.144	3	aroka|śyāvadant|śyāvadanta
