lesson	lemma_iast	lemma_slp1	count_all	rank_all	band	cand_no	dcs_text	dcs_ref	dcs_sent	form	example_iast	public_glosses
XXVIII	krudh	kruD	1574	416	топ-1000	6	Manusmṛti	ManuS, 4	ManuS, 4, 207	kruddha	mattakruddhāturāṇāṃ ca na bhuñjīta kadācana	разгневанный | гневный | в гневе
XXVIII	krudh	kruD	1574	416	топ-1000	7	Manusmṛti	ManuS, 8	ManuS, 8, 67.2	kruddho	na śramārto na kāmārto na kruddho nāpi taskaraḥ	разгневанный | гневный | в гневе
XXVIII	krudh	kruD	1574	416	топ-1000	8	Manusmṛti	ManuS, 2	ManuS, 2, 202	kruddho	dūrastho nārcayed enaṃ na kruddho nāntike striyāḥ	разгневанный | гневный | в гневе
XXVIII	jan	jan	7380	62	топ-100	1	Hitopadeśa	Hitop, 1	Hitop, 1, 3.8	jātam	adya prātar evāniṣṭadarśanaṃ jātam	родился | рождается | родились
XXVIII	jan	jan	7380	62	топ-100	2	Hitopadeśa	Hitop, 1	Hitop, 1, 69.2	jātena	svacchandavanajātena śākenāpi prapūryate	родился | рождается | родились
XXVIII	jan	jan	7380	62	топ-100	3	Hitopadeśa	Hitop, 4	Hitop, 4, 90.3	jātānām	akāṇḍapātajātānām astrāṇāṃ marmabhedinām	родился | рождается | родились
XXVIII	jan	jan	7380	62	топ-100	4	Hitopadeśa	Hitop, 4	Hitop, 4, 69.3	jātam	kroḍīkaroti prathamaṃ yadā jātam anityatā	родился | рождается | родились
XXVIII	jan	jan	7380	62	топ-100	5	Hitopadeśa	Hitop, 0	Hitop, 0, 15	jāto	sa jāto yena jātena yāti vaṃśaḥ samunnatim	родился | рождается | родились
XXVIII	jan	jan	7380	62	топ-100	6	Hitopadeśa	Hitop, 4	Hitop, 4, 71.2	jātasya	jātasya hi dhruvo mṛtyur dhruvaṃ janma mṛtasya ca	родился | рождается | родились
XXVIII	jan	jan	7380	62	топ-100	7	Hitopadeśa	Hitop, 0	Hitop, 0, 12.2	jātena	ko 'rthaḥ putreṇa jātena yo na vidvān na dhārmikaḥ	родился | рождается | родились
XXVIII	jan	jan	7380	62	топ-100	8	Hitopadeśa	Hitop, 4	Hitop, 4, 141.10	jātam	rājaputrā ūcuḥ ārya tava prasādāt sakalarājyavyavahārāṅgaṃ jātam	родился | рождается | родились
XXVIII	khan	Kan	149	3640	редкое	1	Manusmṛti	ManuS, 2	ManuS, 2, 218	khanan	yathā khanan khanitreṇa naro vāry adhigacchati	копаю | Вырой | откопал
XXVIII	khan	Kan	149	3640	редкое	2	Rāmāyaṇa	Rām, Bā, 38	Rām, Bā, 38, 22	khananto	khananto nṛpaśārdūla sarvataḥ paricakramuḥ	копаю | Вырой | откопал
XXVIII	khan	Kan	149	3640	редкое	3	Rāmāyaṇa	Rām, Bā, 39	Rām, Bā, 39, 20.2	khanantaḥ	khanantaḥ samupakrāntā diśaṃ somavatīṃ tadā	копаю | Вырой | откопал
XXVIII	khan	Kan	149	3640	редкое	4	Rāmāyaṇa	Rām, Bā, 39	Rām, Bā, 39, 12	khanyamāne	khanyamāne tatas tasmin dadṛśuḥ parvatopamam	копаю | Вырой | откопал
XXVIII	khan	Kan	149	3640	редкое	5	Rāmāyaṇa	Rām, Ay, 18	Rām, Ay, 18, 28.2	khanadbhiḥ	khanadbhiḥ sāgarair bhūtim avāptaḥ sumahān vadhaḥ	копаю | Вырой | откопал
XXVIII	khan	Kan	149	3640	редкое	6	Rāmāyaṇa	Rām, Bā, 40	Rām, Bā, 40, 6	khātaṃ	sa khātaṃ pitṛbhir mārgam antarbhaumaṃ mahātmabhiḥ	копаю | Вырой | откопал
XXVIII	khan	Kan	149	3640	редкое	7	Mahābhārata	MBh, 3, 45	MBh, 3, 45, 26	khanamānā	yena pūrvaṃ mahātmānaḥ khanamānā rasātalam	копаю | Вырой | откопал
XXVIII	khan	Kan	149	3640	редкое	8	Mahābhārata	MBh, 1, 169	MBh, 1, 169, 17.2	khanatā	khanatādhigataṃ vittaṃ kenacid bhṛguveśmani	копаю | Вырой | откопал
XXVIII	san	san	155	3542	редкое	1	Aṣṭādhyāyī	Aṣṭādhyāyī, 1, 3	Aṣṭādhyāyī, 1, 3, 57	sanaḥ	jñāśrusmṛdṛśāṃ sanaḥ	добывает | древние | завоевывает
XXVIII	san	san	155	3542	редкое	2	Aṣṭādhyāyī	Aṣṭādhyāyī, 7, 2	Aṣṭādhyāyī, 7, 2, 74	sani	smipūṅrañjvaśāṃ sani	добывает | древние | завоевывает
XXVIII	san	san	155	3542	редкое	3	Kāṭhakasaṃhitā	KS, 14, 5	KS, 14, 5, 49	sanoti	anṛtena hi sa sanoti	добывает | древние | завоевывает
XXVIII	san	san	155	3542	редкое	4	Ṛgveda	ṚV, 2, 23	ṚV, 2, 23, None	sanitā	sanitā dhanam dhanam	добывает | древние | завоевывает
XXVIII	san	san	155	3542	редкое	5	Ṛgveda	ṚV, 6, 54	ṚV, 6, 54, 5.2	sanotu	pūṣā vājaṃ sanotu naḥ	добывает | древние | завоевывает
XXVIII	san	san	155	3542	редкое	6	Ṛgveda	ṚV, 8, 28	ṚV, 8, 28, 1.2	asanan	vidann aha dvitāsanan	добывает | древние | завоевывает
XXVIII	san	san	155	3542	редкое	7	Ṛgveda	ṚV, 8, 68	ṚV, 8, 68, 17.2	sanam	sacā pūtakratau sanam	добывает | древние | завоевывает
XXVIII	san	san	155	3542	редкое	8	Ṛgveda	ṚV, 9, 9	ṚV, 9, 9, 9.2	sanā	sanā medhāṃ sanā svaḥ	добывает | древние | завоевывает
XXVIII	pat	pat	2775	211	топ-1000	1	Hitopadeśa	Hitop, 2	Hitop, 2, 90.6	patitā	tatpāṇipatitā ghaṇṭā vānaraiḥ prāptā	упал | падали | упала
XXVIII	pat	pat	2775	211	топ-1000	2	Hitopadeśa	Hitop, 3	Hitop, 3, 4.17	patitā	atra marusthale patitā yūyaṃ kiṃ kurutha	упал | падали | упала
XXVIII	pat	pat	2775	211	топ-1000	3	Hitopadeśa	Hitop, 2	Hitop, 2, 16.4	patitasya	nimagnasya payorāśau parvatāt patitasya ca	упал | падали | упала
XXVIII	pat	pat	2775	211	топ-1000	4	Hitopadeśa	Hitop, 2	Hitop, 2, 155.3	patito	kiṃ karomi kva gacchāmi patito duḥkhasāgare	упал | падали | упала
XXVIII	pat	pat	2775	211	топ-1000	5	Hitopadeśa	Hitop, 4	Hitop, 4, 12.31	patitaḥ	sa supta iva vṛkṣāgrāt patitaḥ pratibudhyate	упал | падали | упала
XXVIII	pat	pat	2775	211	топ-1000	6	Hitopadeśa	Hitop, 1	Hitop, 1, 192.5	patito	sakhe śṛgāla kim adhunā vidheyam mahāpaṅke patito 'haṃ mriye	упал | падали | упала
XXVIII	pat	pat	2775	211	топ-1000	7	Hitopadeśa	Hitop, 1	Hitop, 1, 17.3	patitaṃ	taṃ paṅke patitaṃ dṛṣṭvā vyāghro 'vadata haha mahāpaṅke patito 'si	упал | падали | упала
XXVIII	pat	pat	2775	211	топ-1000	8	Hitopadeśa	Hitop, 2	Hitop, 2, 111.23	patitaḥ	tathā citratayāpy ahaṃ caraṇapadmena tāḍita āgatya svarāṣṭre patitaḥ	упал | падали | упала
XXXIV	rājan	rAjan	17082	23	топ-100	1	Hitopadeśa	Hitop, 3	Hitop, 3, 6	rājā	rājovāca katham etat	царь | царя | о царь
XXXIV	rājan	rAjan	17082	23	топ-100	2	Hitopadeśa	Hitop, 3	Hitop, 3, 24	rājā	rājovāca katham etat	царь | царя | о царь
XXXIV	rājan	rAjan	17082	23	топ-100	3	Hitopadeśa	Hitop, 3	Hitop, 3, 60	rājā	rājovāca katham etat	царь | царя | о царь
XXXIV	rājan	rAjan	17082	23	топ-100	4	Hitopadeśa	Hitop, 3	Hitop, 3, 102.9	rājā	rājāha kā te sāmagrī	царь | царя | о царь
XXXIV	rājan	rAjan	17082	23	топ-100	5	Hitopadeśa	Hitop, 3	Hitop, 3, 102.12	rājā	rājāha naitacchakyam	царь | царя | о царь
XXXIV	rājan	rAjan	17082	23	топ-100	6	Hitopadeśa	Hitop, 4	Hitop, 4, 27	rājā	rājovāca katham etat	царь | царя | о царь
XXXIV	rājan	rAjan	17082	23	топ-100	7	Hitopadeśa	Hitop, 4	Hitop, 4, 60	rājā	rājovāca katham etat	царь | царя | о царь
XXXIV	rājan	rAjan	17082	23	топ-100	8	Hitopadeśa	Hitop, 1	Hitop, 1, 1.2	rāja	bho rājaputrāḥ śṛṇuta	царь | царя | о царь
XXXIV	sakhi	saKi	834	875	топ-1000	1	Hitopadeśa	Hitop, 1	Hitop, 1, 75.2	sakhe	brūte ca sakhe snāyunirmitāḥ pāśāḥ	друг | друзья | друга
XXXIV	sakhi	saKi	834	875	топ-1000	2	Hitopadeśa	Hitop, 2	Hitop, 2, 154	sakhe	saṃjīvakenoktaṃ sakhe brūhi kim etat	друг | друзья | друга
XXXIV	sakhi	saKi	834	875	топ-1000	3	Hitopadeśa	Hitop, 2	Hitop, 2, 52	sakhe	karaṭako brūte sakhe tvaṃ sevānabhijñaḥ	друг | друзья | друга
XXXIV	sakhi	saKi	834	875	топ-1000	4	Hitopadeśa	Hitop, 1	Hitop, 1, 166	sakhe	tad atra sakhe daśāviśeṣe śāntiḥ karaṇīyā	друг | друзья | друга
XXXIV	sakhi	saKi	834	875	топ-1000	5	Hitopadeśa	Hitop, 1	Hitop, 1, 164	sakhe	tat sakhe sarvadā tvayā sotsāhena bhavitavyam	друг | друзья | друга
XXXIV	sakhi	saKi	834	875	топ-1000	6	Hitopadeśa	Hitop, 1	Hitop, 1, 56.15	sakhe	tau dṛṣṭvā kāko 'vadatsakhe citrāṅga ko 'yaṃ dvitīyaḥ	друг | друзья | друга
XXXIV	sakhi	saKi	834	875	топ-1000	7	Hitopadeśa	Hitop, 1	Hitop, 1, 39.5	sakhe	citragrīva uvāca sakhe hiraṇyaka katham asmān na sambhāṣase	друг | друзья | друга
XXXIV	sakhi	saKi	834	875	топ-1000	8	Hitopadeśa	Hitop, 1	Hitop, 1, 192.5	sakhe	sakhe śṛgāla kim adhunā vidheyam mahāpaṅke patito 'haṃ mriye	друг | друзья | друга
XXXIV	pathin	paTin	1005	698	топ-1000	1	Hitopadeśa	Hitop, 2	Hitop, 2, 124.20	panthānaḥ	śivās te santu panthānaḥ	путь | пути | путем
XXXIV	pathin	paTin	1005	698	топ-1000	2	Hitopadeśa	Hitop, 2	Hitop, 2, 124.4	pathi	āgacchan pathi siṃhāntareṇa balād dhṛtaḥ	путь | пути | путем
XXXIV	pathin	paTin	1005	698	топ-1000	3	Hitopadeśa	Hitop, 4	Hitop, 4, 52.2	pathā	yenaiva gacchati pathā tenaivāśu vipadyate	путь | пути | путем
XXXIV	pathin	paTin	1005	698	топ-1000	4	Hitopadeśa	Hitop, 1	Hitop, 1, 150.3	panthānam	tadadho nilayaṃ gantuṃ cakre panthānam agrataḥ	путь | пути | путем
XXXIV	pathin	paTin	1005	698	топ-1000	5	Manusmṛti	ManuS, 9	ManuS, 9, 271	pathi	grāmaghāte hitābhaṅge pathi moṣābhidarśane	путь | пути | путем
XXXIV	pathin	paTin	1005	698	топ-1000	6	Manusmṛti	ManuS, 8	ManuS, 8, 228.2	pathi	tam anena vidhānena dharmye pathi niveśayet	путь | пути | путем
XXXIV	pathin	paTin	1005	698	топ-1000	7	Manusmṛti	ManuS, 4	ManuS, 4, 90	panthānaṃ	lohaśaṅkum ṛjīṣaṃ ca panthānaṃ śālmalīṃ nadīm	путь | пути | путем
XXXIV	pathin	paTin	1005	698	топ-1000	8	Manusmṛti	ManuS, 8	ManuS, 8, 275.2	panthānaṃ	ākṣārayañśataṃ dāpyaḥ panthānaṃ cādadad guroḥ	путь | пути | путем
XXXIV	apatha	apaTa	13	15149	редкое	1	Hitopadeśa	Hitop, 3	Hitop, 3, 125.10	apatha	yaḥ kākiṇīm apy apathaprapannāṃ samuddharen niṣkasahasratulyām	ложный путь | бездорожье | нет пути
XXXIV	apatha	apaTa	13	15149	редкое	2	Atharvaveda (Śaunaka)	AVŚ, 6, 73	AVŚ, 6, 73, None	apatham	pūṣā parastāt apatham vaḥ kṛṇotu	ложный путь | бездорожье | нет пути
XXXIV	apatha	apaTa	13	15149	редкое	3	Taittirīyasaṃhitā	TS, 2, 2, 2	TS, 2, 2, 2, 1.4	apathāt	sa evainam apathāt panthām apinayati	ложный путь | бездорожье | нет пути
XXXIV	apatha	apaTa	13	15149	редкое	4	Matsyapurāṇa	MPur, 114	MPur, 114, 55.2	apathāḥ	nirāhārāḥ sarvagāśca kupathā apathāstathā	ложный путь | бездорожье | нет пути
XXXIV	apatha	apaTa	13	15149	редкое	5	Amarakośa	AKośa, 2	AKośa, 2, 18	apathaṃ	apanthās tv apathaṃ tulye śṛṅgāṭakacatuṣpathe	ложный путь | бездорожье | нет пути
XXXIV	apatha	apaTa	13	15149	редкое	6	Kirātārjunīya	Kir, 13	Kir, 13, 64.2	apathe	āpad ety ubhayalokadūṣaṇī vartamānam apathe hi durmatim	ложный путь | бездорожье | нет пути
XXXIV	apatha	apaTa	13	15149	редкое	7	Kirātārjunīya	Kir, 13	Kir, 13, 43	apathān	ākumāram upadeṣṭum icchavaḥ saṃnivṛttim apathān mahāpadaḥ	ложный путь | бездорожье | нет пути
XXXIV	apatha	apaTa	13	15149	редкое	8	Kirātārjunīya	Kir, 13	Kir, 13, 45.2	apathe	so 'yam ity anupapannasaṃśayaḥ kāritas tvam apathe padaṃ yayā	ложный путь | бездорожье | нет пути
XXXVIII	stu	stu	1522	432	топ-1000	1	Rāmāyaṇa	Rām, Yu, 60	Rām, Yu, 60, 12.2	stūyamāno	jagāma tridaśendrāriḥ stūyamāno niśācaraiḥ	восхвалять | восхвалителю | восхваляют
XXXVIII	stu	stu	1522	432	топ-1000	2	Rāmāyaṇa	Rām, Yu, 116	Rām, Yu, 116, 27.2	stūyamānasya	stūyamānasya rāmasya śuśruve madhuradhvaniḥ	восхвалять | восхвалителю | восхваляют
XXXVIII	stu	stu	1522	432	топ-1000	3	Rāmāyaṇa	Rām, Utt, 76	Rām, Utt, 76, 22.2	stūyamānaḥ	jagāma viṣṇur deveśaḥ stūyamānastriviṣṭapam	восхвалять | восхвалителю | восхваляют
XXXVIII	stu	stu	1522	432	топ-1000	4	Rāmāyaṇa	Rām, Ār, 15	Rām, Ār, 15, 38.2	stuvanti	stuvanti smoditaṃ sūryaṃ devatāś ca samāhitāḥ	восхвалять | восхвалителю | восхваляют
XXXVIII	stu	stu	1522	432	топ-1000	5	Rāmāyaṇa	Rām, Ay, 23	Rām, Ay, 23, 11.2	stuvanto	stuvanto nādya dṛśyante maṅgalaiḥ sūtamāgadhāḥ	восхвалять | восхвалителю | восхваляют
XXXVIII	stu	stu	1522	432	топ-1000	6	Rāmāyaṇa	Rām, Ay, 13	Rām, Ay, 13, 20	stuvantaṃ	stuvantaṃ taṃ tadā sūtaṃ sumantraṃ mantrakovidam	восхвалять | восхвалителю | восхваляют
XXXVIII	stu	stu	1522	432	топ-1000	7	Mahābhārata	MBh, 1, 73	MBh, 1, 73, 35.3	stūyamānasya	astotuḥ stūyamānasya duhitā devayānyasi	восхвалять | восхвалителю | восхваляют
XXXVIII	stu	stu	1522	432	топ-1000	8	Mahābhārata	MBh, 7, 60	MBh, 7, 60, 15.2	stūyamāno	stūyamāno jayāśībhir āruroha mahāratham	восхвалять | восхвалителю | восхваляют
XXXVIII	ru	ru	81	5464	редкое	1	Hitopadeśa	Hitop, 1	Hitop, 1, 82.2	rauti	prāk pādayoḥ patati khādati pṛṣṭhamāṃsaṃ karṇe phalaṃ kim api rauti śanair vicitram	взревел | взревели | прореви
