palsule_root,palsule_ref,row_kind,palsule_only,n_other_sources,whitney_root,mayrhofer_ewa_root,werba_via1_root,boehtlingk_pwg_root
abhivardhaṇe,,continuation_or_gloss,True,0,,,,
puccha,84-№1855,root_entry,False,1,,,,puccha
1puch,84-№1856,root_entry,False,1,,,,puch
2puch,84-№1857,root_entry,True,0,,,,
1puṭ,84-№1858,root_entry,False,2,puṭ,,,puṭ
mardane (pramardane) ityeke,,continuation_or_gloss,False,2,,,,
2puṭ,84-№1859,root_entry,True,0,,,,
bhāṣārthaḥ,,continuation_or_gloss,True,0,,,,
3puṭ,84-№1860,root_entry,True,0,,,,
saṃśleṣaṇe,,continuation_or_gloss,True,0,,,,
4puṭ,84-№1861,root_entry,True,0,,,,
puṭa,84-№1862,root_entry,False,1,,,,puṭa
saṃsarge,,continuation_or_gloss,True,0,,,,
puṭṭ,84-№1863,root_entry,False,1,,puṭṭ,,
alpībhāve,,continuation_or_gloss,False,1,,,,
1puḍ,84-№1864,root_entry,False,1,,,,puḍ
puṭaṁ mardane (pramardane),,continuation_or_gloss,False,1,,,,
2puḍ,84-№1865,root_entry,True,0,,,,
utsarge,,continuation_or_gloss,True,0,,,,
1puṇ,84-№1866,root_entry,False,1,,,,puṇ
saṅghāte ityanye,,continuation_or_gloss,False,1,,,,
2puṇ,84-№1867,root_entry,True,0,,,,
karmaṇi śubhe,,continuation_or_gloss,True,0,,,,
3puṇ,84-№1868,root_entry,True,0,,,,
puṇṭ,84-№1869,root_entry,False,1,,,,puṇṭ
bhāṣārthaḥ ca,,continuation_or_gloss,False,1,,,,
1puṇḍ,84-№1870,root_entry,False,1,,,,puṇḍ
2puṇḍ,84-№1871,root_entry,True,0,,,,
3puṇḍ,84-№1872,root_entry,True,0,,,,
put,84-№1873,root_entry,False,1,,,,put
1puth,84-№1874,root_entry,False,4,puth,puth/poth,puth,puth
bhāṣārthaḥ,,continuation_or_gloss,False,4,,,,
2puth,84-№1875,root_entry,True,0,,,,
hiṃsāyām,,continuation_or_gloss,True,0,,,,
punth,84-№1876,root_entry,False,1,,,,punth
hiṃsāsaṅkleśanayoḥ,,continuation_or_gloss,True,0,,,,
pur,84-№1877,root_entry,False,1,,,,pur
agragamane,,continuation_or_gloss,True,0,,,,
purb,85-№1878,root_entry,True,0,,,,
1purv,85-№1879,root_entry,False,1,,,,purv
2purv,85-№1880,root_entry,True,0,,,,
1pul,85-№1881,root_entry,False,1,,,,pul
mahattve,,continuation_or_gloss,True,0,,,,
2pul,85-№1882,root_entry,True,0,,,,
mahattve,,continuation_or_gloss,True,0,,,,
pull,85-№1883,root_entry,True,0,,,,
1puṣ,85-№1884,root_entry,False,4,puṣ,puṣ,1puṣ,puṣ
puṣṭau,,continuation_or_gloss,False,4,,,,
2puṣ,85-№1885,root_entry,False,1,,,,2puṣ
vibhāge ca iti kecit,,continuation_or_gloss,True,0,,,,
3puṣ,85-№1886,root_entry,False,1,,,,3puṣ
dhāraṇe,,continuation_or_gloss,False,1,,,,
puṣk,85-№1887,root_entry,True,0,,,,
1puṣp,85-№1888,root_entry,False,1,,,,puṣp
2puṣp,85-№1889,root_entry,True,0,,,,
1pus,85-№1890,root_entry,False,2,,pos,,pus
2pus,85-№1891,root_entry,True,0,,,,
pust,85-№1892,root_entry,False,1,,,,pust
ādarānādarayoḥ,,continuation_or_gloss,False,1,,,,
pū,85-№1893,root_entry,False,3,pū,,pū,pū
pūj,85-№1894,root_entry,False,3,pūj,pūj,,pūj
pūjāyām,,continuation_or_gloss,False,3,,,,
1pūṇ,85-№1895,root_entry,False,1,,,,pūṇ
2pūṇ,85-№1896,root_entry,True,0,,,,
pūy,85-№1897,root_entry,False,2,pūy,,,pūy
viśaraṇe durgandhe ca,,continuation_or_gloss,False,2,,,,
pūr,86-№1898,root_entry,False,2,pūr,,,pūr
pūrṇ,86-№1899,root_entry,True,0,,,,
saṅghāte ityeke,,continuation_or_gloss,True,0,,,,
pūrb,86-№1900,root_entry,False,1,,,,pūrb
1pūrv,86-№1901,root_entry,False,1,,,,pūrv
pūraṇe,,continuation_or_gloss,False,1,,,,
2pūrv,86-№1902,root_entry,True,0,,,,
niketane ityanye,,continuation_or_gloss,True,0,,,,
pūl,86-№1903,root_entry,False,1,,,,pūl
pūṣ,86-№1904,root_entry,False,2,,poṣ,,pūṣ
vṛddhau,,continuation_or_gloss,False,1,,,,
1pṛ,86-№1905,root_entry,False,3,1pṛ,pṛ/1pari,1pṛ,
pālanapūraṇayoḥ ityeke,,continuation_or_gloss,False,3,,,,
2pṛ,86-№1906,root_entry,False,2,2pṛ,2pari,,
prītau,,continuation_or_gloss,False,2,,,,
3pṛ,86-№1907,root_entry,False,1,3pṛ,,,
vyāyāme,,continuation_or_gloss,False,1,,,,
4pṛ,86-№1908,root_entry,True,0,,,,
5pṛ,86-№1909,root_entry,True,0,,,,
1pṛc,86-№1910,root_entry,False,4,pṛc,pṛc/1parc,1pṛc,pṛc
saṃyamane,,continuation_or_gloss,False,3,,,,
2pṛc,86-№1911,root_entry,True,0,,,,
samparcane (samparke),,continuation_or_gloss,True,0,,,,
pṛj,86-№1912,root_entry,False,2,,prajj,pṛj,
pṛñc,86-№1913,root_entry,True,0,,,,
1pṛñj,86-№1914,root_entry,True,0,,,,
2pṛñj,86-№1915,root_entry,True,0,,,,
pṛḍ,86-№1916,root_entry,True,0,,,,
sukhane ca,,continuation_or_gloss,True,0,,,,
1pṛṇ,86-№1917,root_entry,False,1,pṛṇ,,,
2pṛṇ,86-№1918,root_entry,True,0,,,,
1pṛt,87-№1919,root_entry,False,4,pṛt,part,*pṛt,pṛt
2pṛt,87-№1920,root_entry,True,0,,,,
1pṛth,87-№1921,root_entry,False,2,,,1pṛth,pṛth
2pṛth,87-№1922,root_entry,True,0,,,,
3pṛth,87-№1923,root_entry,True,0,,,,
pṛç,87-№1924,root_entry,False,3,pṛç,pracch,praç,
1pṛṣ,87-№1925,root_entry,False,2,,prakṣ,1pṛṣ,
2pṛṣ,87-№1926,root_entry,True,0,,,,
3pṛṣ,87-№1927,root_entry,True,0,,,,
1pṝ,87-№1928,root_entry,False,2,,pṝ,1pṝ,
pālanapūraṇayoḥ,,continuation_or_gloss,False,2,,,,
2pṝ,87-№1929,root_entry,False,1,,,2pṝ,
pūraṇe,,continuation_or_gloss,False,1,,,,
peṇ,87-№1930,root_entry,False,1,,,,peṇ
peb,87-№1931,root_entry,False,1,,,,peb
pel,87-№1932,root_entry,False,1,,,,pel
gatau,,continuation_or_gloss,False,1,,,,
pev,87-№1933,root_entry,False,1,,,,pev
sevane,,continuation_or_gloss,True,0,,,,
peç,87-№1934,root_entry,False,1,,peç,,
peṣ,87-№1935,root_entry,False,2,,peṣ,,peṣ
prayatne,,continuation_or_gloss,False,1,,,,
pes,87-№1936,root_entry,False,2,,pes,,pes
gatau,,continuation_or_gloss,False,2,,,,
pai,87-№1937,root_entry,True,0,,,,
śoṣaṇe,,continuation_or_gloss,True,0,,,,
paiṇ,87-№1938,root_entry,False,1,,,,paiṇ
gatipreraṇaśleṣaṇeṣu,,continuation_or_gloss,False,1,,,,
poñch,87-№1939,root_entry,False,1,,proñch,,
pyā,87-№1940,root_entry,False,4,pyā,pyā,pyā,pyā
pyāy,87-№1941,root_entry,False,1,,,,pyāy
vṛddhau,,continuation_or_gloss,False,1,,,,
1pyuṣ,88-№1942,root_entry,False,1,,,,pyuṣ
2pyuṣ,88-№1943,root_entry,True,0,,,,
3pyuṣ,88-№1944,root_entry,True,0,,,,
1pyus,88-№1945,root_entry,False,1,,,,pyus
2pyus,88-№1946,root_entry,True,0,,,,
pyai,88-№1947,root_entry,False,2,,pyai,pyai,
vṛddhau,,continuation_or_gloss,False,2,,,,
prach,88-№1948,root_entry,False,2,prach,,,prach
jñīpsāyām,,continuation_or_gloss,False,2,,,,
1prath,88-№1949,root_entry,False,4,prath,prath,1prath,prath
prakhyāne,,continuation_or_gloss,False,4,,,,
2prath,88-№1950,root_entry,False,1,,,,2prath
prakhyāne,,continuation_or_gloss,False,1,,,,
pras,88-№1951,root_entry,False,1,,,,pras
vistāre,,continuation_or_gloss,False,1,,,,
prā,88-№1952,root_entry,False,4,prā,prā,prā,prā
pūraṇe,,continuation_or_gloss,False,4,,,,
1prī,88-№1953,root_entry,False,4,prī,prī/prayi,1prī,prī
tarpane,,continuation_or_gloss,False,4,,,,
2prī,88-№1954,root_entry,False,1,,,,2prī
prītau (prīṇane),,continuation_or_gloss,False,1,,,,
3prī,88-№1955,root_entry,True,0,,,,
tarpane kāntau ca,,continuation_or_gloss,True,0,,,,
pru,88-№1956,root_entry,False,4,pru,pru/prav,pru,pru
gatau,,continuation_or_gloss,False,4,,,,
1pruth,88-№1957,root_entry,False,4,pruth,pruth,1pruth,pruth
2pruth,88-№1958,root_entry,True,0,,,,
1pruṣ,88-№1959,root_entry,False,4,pruṣ,pruṣ/proṣ,1pruṣ,pruṣ
dāhe,,continuation_or_gloss,False,4,,,,
2pruṣ,88-№1960,root_entry,False,1,,,,2pruṣ
snehanasevanapūraṇeṣu,,continuation_or_gloss,False,1,,,,
preṅkhola,88-№1961,root_entry,True,0,,,,
preṇ,88-№1962,root_entry,False,1,,,,preṇ
preṣ,88-№1963,root_entry,False,1,,,,preṣ
gatau,,continuation_or_gloss,False,1,,,,
praiṇ,88-№1964,root_entry,False,1,,,,praiṇ
ityapi gatipreraṇaśleṣaṇeṣu,,continuation_or_gloss,True,0,,,,
proth,89-№1965,root_entry,False,1,,,,proth
paryāptau,,continuation_or_gloss,False,1,,,,
1plakṣ,89-№1966,root_entry,False,3,,plakṣ,1*plakṣ,plakṣ
2plakṣ,89-№1967,root_entry,True,0,,,,
plab,89-№1968,root_entry,False,1,,,,plab
plav,89-№1969,root_entry,False,2,,plav,,plav
plih,89-№1970,root_entry,False,1,,,,plih
gatau,,continuation_or_gloss,False,1,,,,
plī,89-№1971,root_entry,False,2,plī,,,plī
gatau,,continuation_or_gloss,False,1,,,,
plīh,89-№1972,root_entry,True,0,,,,
plu,89-№1973,root_entry,False,3,plu,plu,,plu
gatau,,continuation_or_gloss,False,3,,,,
1pluṣ,89-№1974,root_entry,False,2,pluṣ,,,pluṣ
dāhe,,continuation_or_gloss,False,2,,,,
2pluṣ,89-№1975,root_entry,True,0,,,,
ca dāhe,,continuation_or_gloss,True,0,,,,
plus,89-№1976,root_entry,False,1,,,,plus
plev,89-№1977,root_entry,False,1,,,,plev
sevane ityapyeke,,continuation_or_gloss,False,1,,,,
psā,89-№1978,root_entry,False,4,psā,psā,psā,psā
bhakṣaṇe,,continuation_or_gloss,False,4,,,,
phakk,89-№1979,root_entry,False,3,phakk,phakk,,phakk
nicairgatau,,continuation_or_gloss,False,2,,,,
1phaṇ,89-№1980,root_entry,False,4,phaṇ,phaṇ,1phaṇ,phaṇ
2phaṇ,89-№1981,root_entry,True,0,,,,
phar,89-№1982,root_entry,False,4,phar,phar,*phar,phar
pharv,89-№1983,root_entry,False,1,,,,pharv
1phal,89-№1984,root_entry,False,4,1phal,phal,1phal,phal
2phal,89-№1985,root_entry,False,2,2phal,,,2phal
3phal,89-№1986,root_entry,False,1,,,,3phal
phalph,89-№1987,root_entry,True,0,,,,
phu,90-№1988,root_entry,False,1,,,,phu
phul,90-№1989,root_entry,True,0,,,,
phull,90-№1990,root_entry,False,1,,,,phull
vikasane,,continuation_or_gloss,False,1,,,,
phel,90-№1991,root_entry,False,1,,,,phel
gatau,,continuation_or_gloss,False,1,,,,
phreṇ,90-№1992,root_entry,True,0,,,,
1baṃh,90-№1993,root_entry,False,4,baṃh,baṃh,1baṃh,baṃh
2baṃh,90-№1994,root_entry,True,0,,,,
baṭ,90-№1995,root_entry,False,1,,,,baṭ
baṭa,90-№1996,root_entry,True,0,,,,
baṭh,90-№1997,root_entry,True,0,,,,
sthaulye ityeke,,continuation_or_gloss,True,0,,,,
baṇ,90-№1998,root_entry,True,0,,,,
śabde ityapi kecit,,continuation_or_gloss,True,0,,,,
baṇṭ,90-№1999,root_entry,True,0,,,,
vibhājane ityeke,,continuation_or_gloss,True,0,,,,
bad,90-№2000,root_entry,False,1,,,,bad
sthairye,,continuation_or_gloss,False,1,,,,
1badh,90-№2001,root_entry,False,1,,,,badh
bandhane,,continuation_or_gloss,False,1,,,,
2badh,90-№2002,root_entry,True,0,,,,
saṃyamane,,continuation_or_gloss,True,0,,,,
ban,90-№2003,root_entry,True,0,,,,
band,90-№2004,root_entry,False,1,,,,band
bandh,90-№2005,root_entry,False,4,bandh,bandh,bandh,bandh
baps,90-№2006,root_entry,False,2,,baps,,baps
babhr,90-№2007,root_entry,False,1,,,,babhr
gatyarthaḥ,,continuation_or_gloss,True,0,,,,
bamb,90-№2008,root_entry,False,1,,,,bamb
barph,90-№2009,root_entry,True,0,,,,
barb,91-№2010,root_entry,False,1,,,,barb
gatau,,continuation_or_gloss,False,1,,,,
1barh,91-№2011,root_entry,False,2,,barh,,barh
prādhānye,,continuation_or_gloss,False,2,,,,
2barh,91-№2012,root_entry,False,1,,,,2barh
bhāṣārthaḥ,,continuation_or_gloss,False,1,,,,
3barh,91-№2013,root_entry,False,1,,,,3barh
hiṃsāyām,,continuation_or_gloss,False,1,,,,
4barh,91-№2014,root_entry,False,1,,,,4barh
5barh,91-№2015,root_entry,True,0,,,,
1bal,91-№2016,root_entry,False,2,bal,,,bal
2bal,91-№2017,root_entry,False,1,,,,2bal
prāṇane,,continuation_or_gloss,False,1,,,,
3bal,91-№2018,root_entry,True,0,,,,
4bal,91-№2019,root_entry,True,0,,,,
5bal,91-№2020,root_entry,True,0,,,,
6bal,91-№2021,root_entry,True,0,,,,
ball,91-№2022,root_entry,True,0,,,,
1balh,91-№2023,root_entry,True,0,,,,
prādhānye,,continuation_or_gloss,True,0,,,,
2balh,91-№2024,root_entry,True,0,,,,
bhāṣārthaḥ,,continuation_or_gloss,True,0,,,,
3balh,91-№2025,root_entry,True,0,,,,
baṣ,91-№2026,root_entry,True,0,,,,
1baṣk,91-№2027,root_entry,True,0,,,,
2baṣk,91-№2028,root_entry,True,0,,,,
baṣka,91-№2029,root_entry,True,0,,,,
darśane,,continuation_or_gloss,True,0,,,,
1bas,91-№2030,root_entry,True,0,,,,
2bas,91-№2031,root_entry,True,0,,,,
bast,91-№2032,root_entry,True,0,,,,
ardane,,continuation_or_gloss,True,0,,,,
1bah,91-№2033,root_entry,False,1,,,,bah
2bah,91-№2034,root_entry,True,0,,,,
bāḍ,91-№2035,root_entry,False,1,,,,bāḍ
āplāvye,,continuation_or_gloss,True,0,,,,
bāḍh,91-№2036,root_entry,True,0,,,,
bādh,92-№2037,root_entry,False,4,bādh,bādh,bādh,bādh
loḍane (viloḍane),,continuation_or_gloss,False,4,,,,
bāh,92-№2038,root_entry,False,1,,bāh,,
prayatne,,continuation_or_gloss,False,1,,,,
biṅk,92-№2039,root_entry,True,0,,,,
bit,92-№2040,root_entry,True,0,,,,
biḍ,92-№2041,root_entry,False,1,,,,biḍ
bid,92-№2042,root_entry,False,1,,,,bid
bind,92-№2043,root_entry,False,1,,,,bind
avayave,,continuation_or_gloss,False,1,,,,
bibb,92-№2044,root_entry,True,0,,,,
bimb,92-№2045,root_entry,True,0,,,,
1bil,92-№2046,root_entry,False,1,,,,bil
bhedane,,continuation_or_gloss,True,0,,,,
2bil,92-№2047,root_entry,True,0,,,,
bhedane,,continuation_or_gloss,True,0,,,,
bill,92-№2048,root_entry,True,0,,,,
bilh,92-№2049,root_entry,True,0,,,,
biç,92-№2050,root_entry,False,1,,,,biç
bis,92-№2051,root_entry,False,1,,,,bis
bist,92-№2052,root_entry,True,0,,,,
bībh,92-№2053,root_entry,False,1,,,,bībh
katthane ca,,continuation_or_gloss,False,1,,,,
bu,92-№2054,root_entry,True,0,,,,
bukk,92-№2055,root_entry,False,1,,,,bukk
buṅg,92-№2056,root_entry,False,1,,,,buṅg
varjane,,continuation_or_gloss,False,1,,,,
buṭ,92-№2057,root_entry,False,1,,,,buṭ
buḍ,92-№2058,root_entry,False,1,,,,buḍ
buḍḍ,92-№2059,root_entry,True,0,,,,
buṇṭh,92-№2060,root_entry,True,0,,,,
bud,92-№2061,root_entry,False,1,,,,bud
budh,93-№2062,root_entry,False,4,budh,budh/bodh,budh,budh
bunth,93-№2063,root_entry,True,0,,,,
bund,93-№2064,root_entry,False,1,,,,bund
niśāmane,,continuation_or_gloss,False,1,,,,
1bundh,93-№2065,root_entry,False,1,,,,bundh
2bundh,93-№2066,root_entry,True,0,,,,
bubb,93-№2067,root_entry,True,0,,,,
bumb,93-№2068,root_entry,True,0,,,,
1bul,93-№2069,root_entry,False,3,bul,bol,,bul
2bul,93-№2070,root_entry,True,0,,,,
3bul,93-№2071,root_entry,True,0,,,,
1bull,93-№2072,root_entry,True,0,,,,
2bull,93-№2073,root_entry,True,0,,,,
buç,93-№2074,root_entry,True,0,,,,
buṣk,93-№2075,root_entry,True,0,,,,
1bus,93-№2076,root_entry,False,1,,,,bus
vibhāge ityapare,,continuation_or_gloss,False,1,,,,
2bus,93-№2077,root_entry,True,0,,,,
utsarge,,continuation_or_gloss,True,0,,,,
bust,93-№2078,root_entry,False,2,,bust,,bust
ādarānādarayoḥ,,continuation_or_gloss,False,1,,,,
būḍ,93-№2079,root_entry,True,0,,,,
būll,93-№2080,root_entry,True,0,,,,
būṣ,93-№2081,root_entry,True,0,,,,
1bṛṃh,93-№2082,root_entry,False,1,bṛṃh,,,
2bṛṃh,93-№2083,root_entry,True,0,,,,
bhāṣārthaḥ,,continuation_or_gloss,True,0,,,,
bṛk,93-№2084,root_entry,True,0,,,,
1bṛh,93-№2085,root_entry,False,4,1bṛh,bṛh,1bṛh,bṛh
2bṛh,93-№2086,root_entry,False,1,2bṛh,,,
udyamane ityeke,,continuation_or_gloss,False,1,,,,
3bṛh,94-№2087,root_entry,True,0,,,,
bṝ,94-№2088,root_entry,True,0,,,,
beṇ,94-№2089,root_entry,True,0,,,,
bed,94-№2090,root_entry,True,0,,,,
beç,94-№2091,root_entry,False,1,,,,beç
beh,94-№2092,root_entry,True,0,,,,
prayatne,,continuation_or_gloss,True,0,,,,
braṇ,94-№2093,root_entry,True,0,,,,
śabdārthaḥ,,continuation_or_gloss,True,0,,,,
brah,94-№2094,root_entry,True,0,,,,
brahm,94-№2095,root_entry,False,1,,,,brahm
brīs,94-№2096,root_entry,True,0,,,,
bruḍ,94-№2097,root_entry,True,0,,,,
brū,94-№2098,root_entry,False,4,brū,brū/bravi,brū,brū
vyaktāyāṃ vāci,,continuation_or_gloss,False,4,,,,
brūṣ,94-№2099,root_entry,True,0,,,,
brūs,94-№2100,root_entry,True,0,,,,
hiṃsāyām,,continuation_or_gloss,True,0,,,,
blī,94-№2101,root_entry,False,1,blī,,,
varaṇe ityeke,,continuation_or_gloss,False,1,,,,
bleṣk,94-№2102,root_entry,True,0,,,,
bleṣka,94-№2103,root_entry,False,1,,,,bleṣka
bhakṣ,94-№2104,root_entry,False,2,bhakṣ,,,bhakṣ
1bhaj,94-№2105,root_entry,False,4,bhaj,bhaj,1bhaj,bhaj
sevāyām,,continuation_or_gloss,False,4,,,,
2bhaj,94-№2106,root_entry,True,0,,,,
viśrāṇane,,continuation_or_gloss,True,0,,,,
1bhañj,94-№2107,root_entry,False,4,bhañj,bhañj,1bhañj,bhañj
bhāṣārthaḥ,,continuation_or_gloss,False,4,,,,
2bhañj,94-№2108,root_entry,False,1,,,,2bhañj
āmardane,,continuation_or_gloss,False,1,,,,
3bhañj,94-№2109,root_entry,True,0,,,,
1bhaṭ,94-№2110,root_entry,False,1,bhaṭ,,,
paribhāṣaṇe,,continuation_or_gloss,False,1,,,,
2bhaṭ,94-№2111,root_entry,False,1,,,,2bhaṭ
bhṛtau,,continuation_or_gloss,False,1,,,,
bhaṭa,94-№2112,root_entry,False,1,,,,bhaṭa
bhaṭṭ,95-№2113,root_entry,True,0,,,,
bhaṇ,95-№2114,root_entry,False,3,bhaṇ,bhaṇ,,bhaṇ
śabdārthaḥ,,continuation_or_gloss,False,3,,,,
bhaṇṭ,95-№2115,root_entry,False,1,,,,bhaṇṭ
1bhaṇḍ,95-№2116,root_entry,False,2,,bhaṇḍ,,bhaṇḍ
paribhāṣaṇe,,continuation_or_gloss,False,2,,,,
2bhaṇḍ,95-№2117,root_entry,True,0,,,,
kalyāṇe,,continuation_or_gloss,True,0,,,,
3bhaṇḍ,95-№2118,root_entry,True,0,,,,
bhan,95-№2119,root_entry,False,3,bhan,,bhan,bhan
bhand,95-№2120,root_entry,False,4,bhand,bhand,bhand,bhand
kalyāṇe sukhe ca,,continuation_or_gloss,False,3,,,,
bharts,95-№2121,root_entry,False,3,bharts,bharts,,bharts
santarjane (tarjane),,continuation_or_gloss,False,3,,,,
bharb,95-№2122,root_entry,False,1,,,,bharb
hiṃsāyām ityeke,,continuation_or_gloss,True,0,,,,
bharbh,95-№2123,root_entry,True,0,,,,
hiṃsāyām ityanye,,continuation_or_gloss,True,0,,,,
bharv,95-№2124,root_entry,False,4,bharv,bharv,bharv,bharv
hiṃsāyām,,continuation_or_gloss,False,4,,,,
1bhal,95-№2125,root_entry,False,3,bhal,bhal,,bhal
paribhāṣaṇahiṃsādāneṣu,,continuation_or_gloss,False,3,,,,
2bhal,95-№2126,root_entry,True,0,,,,
ābhaṇḍane,,continuation_or_gloss,True,0,,,,
3bhal,95-№2127,root_entry,True,0,,,,
1bhall,95-№2128,root_entry,False,1,,,,bhall
2bhall,95-№2129,root_entry,True,0,,,,
bhaṣ,95-№2130,root_entry,False,3,bhaṣ,,bhaṣ,bhaṣ
bhartsane,,continuation_or_gloss,False,3,,,,
bhas,95-№2131,root_entry,False,4,bhas,2bhas,bhas,bhas
bhā,95-№2132,root_entry,False,4,bhā,bhā,bhā,bhā
dīptau,,continuation_or_gloss,False,4,,,,
bhāja,95-№2133,root_entry,True,0,,,,
pṛthakkarmaṇi,,continuation_or_gloss,True,0,,,,
1bhāṇḍ,95-№2134,root_entry,True,0,,,,
2bhāṇḍ,95-№2135,root_entry,True,0,,,,
bhām,95-№2136,root_entry,False,2,bhām,,,bhām
krodhe,,continuation_or_gloss,False,1,,,,
bhāma,95-№2137,root_entry,False,1,,,,bhāma
krodhe,,continuation_or_gloss,True,0,,,,
bhāṣ,95-№2138,root_entry,False,3,bhāṣ,bhāṣ,,bhāṣ
vyaktāyāṃ vāci,,continuation_or_gloss,False,3,,,,
bhās,96-№2139,root_entry,False,3,bhās,bhās,,bhās
dīptau,,continuation_or_gloss,False,3,,,,
bhikṣ,96-№2140,root_entry,False,3,bhikṣ,bhikṣ,,bhikṣ
bhikṣāyāmalābhe lābhe ca,,continuation_or_gloss,False,3,,,,
bhiṇḍ,96-№2141,root_entry,True,0,,,,
bhid,96-№2142,root_entry,False,4,bhid,bhid/bhed,bhid,bhid
bhind,96-№2143,root_entry,False,1,,,,bhind
avayave ityeke,,continuation_or_gloss,True,0,,,,
1bhil,96-№2144,root_entry,False,1,,,,bhil
2bhil,96-№2145,root_entry,True,0,,,,
3bhil,96-№2146,root_entry,True,0,,,,
1bhill,96-№2147,root_entry,True,0,,,,
2bhill,96-№2148,root_entry,True,0,,,,
bhiṣ,96-№2149,root_entry,False,1,,,bhiṣ,
bhiṣaj,96-№2150,root_entry,False,3,bhiṣaj,,bhiṣaj,bhiṣaj
bhī,96-№2151,root_entry,False,4,bhī,bhī/bhayi,bhī,bhī
bhaye,,continuation_or_gloss,False,4,,,,
bhīṣ,96-№2152,root_entry,False,1,,bhīṣ,,
bhu,96-№2153,root_entry,False,2,,bhavi,,bhu
bhuṅg,96-№2154,root_entry,True,0,,,,
1bhuj,96-№2155,root_entry,False,4,1bhuj,bhuj/1bhoj,1bhuj,bhuj
kauṭilye,,continuation_or_gloss,False,4,,,,
2bhuj,96-№2156,root_entry,False,4,2bhuj,2bhoj,2bhuj,2bhuj
pālanābhyavahārayoḥ,,continuation_or_gloss,False,4,,,,
bhuṇḍ,96-№2157,root_entry,False,1,,,,bhuṇḍ
bhumbh,96-№2158,root_entry,True,0,,,,
bhur,96-№2159,root_entry,False,3,bhur,bhur,,bhur
bhuraj,96-№2160,root_entry,False,2,bhuraj,,,bhuraj
1bhū,96-№2161,root_entry,False,4,bhū,bhū,1bhū,bhū
sattāyām,,continuation_or_gloss,False,4,,,,
2bhū,96-№2162,root_entry,False,1,,,,2bhū
3bhū,97-№2163,root_entry,True,0,,,,
prāptau,,continuation_or_gloss,True,0,,,,
bhūṣ,97-№2164,root_entry,False,4,bhūṣ,bhūṣ,bhūṣ,bhūṣ
1bhṛ,97-№2165,root_entry,False,3,bhṛ,bhṛ/bhari,1bhṛ,
bharaṇe,,continuation_or_gloss,False,3,,,,
2bhṛ,97-№2166,root_entry,True,0,,,,
dhāraṇapoṣaṇayoḥ,,continuation_or_gloss,True,0,,,,
bhṛṃç,97-№2167,root_entry,True,0,,,,
bhṛkṣ,97-№2168,root_entry,True,0,,,,
bhṛj,97-№2169,root_entry,False,1,,,bhṛj,
bharjane,,continuation_or_gloss,False,1,,,,
bhṛjj,97-№2170,root_entry,False,4,bhṛjj,bhṛjj,bhṛjj,bhṛjj
bhṛḍ,97-№2171,root_entry,True,0,,,,
nimajjane ityeke,,continuation_or_gloss,True,0,,,,
bhṛç,97-№2172,root_entry,False,2,,,bhṛç,bhṛç
bhṛṣ,97-№2173,root_entry,True,0,,,,
bhṝ,97-№2174,root_entry,False,2,,bhṝ,*bhṝ,
bhartsane; bharane'pyeke,,continuation_or_gloss,False,2,,,,
bheṇ,97-№2175,root_entry,True,0,,,,
bheṣ,97-№2176,root_entry,False,1,,,,bheṣ
bhaye; gatāvityeke,,continuation_or_gloss,False,1,,,,
bhes,97-№2177,root_entry,True,0,,,,
bhyas,97-№2178,root_entry,False,3,bhyas,bhyas,,bhyas
bhaye,,continuation_or_gloss,False,3,,,,
bhraṃç,97-№2179,root_entry,False,4,bhraṃç,bhraṃç,bhraṃç,bhraṃç
bhrakṣ,97-№2180,root_entry,False,1,,,,bhrakṣ
adane,,continuation_or_gloss,False,1,,,,
bhrajj,97-№2181,root_entry,False,3,,bhrajj,bhrajj,bhrajj
pāke,,continuation_or_gloss,False,2,,,,
bhraṇ,97-№2182,root_entry,False,1,,,,bhraṇ
śabdārthaḥ,,continuation_or_gloss,True,0,,,,
bhram,98-№2183,root_entry,False,4,bhram,bhram,bhram,bhram
bhraç,98-№2184,root_entry,False,3,,bhraç,*bhraç,bhraç
bhrāj,98-№2185,root_entry,False,4,bhrāj,bhrāj,bhrāj,bhrāj
bhrāç,98-№2186,root_entry,False,2,,bhrāç,,bhrāç
bhrās,98-№2187,root_entry,False,1,,,,bhrās
bhrī,98-№2188,root_entry,False,4,bhrī,bhrī/bhrayi,bhrī,bhrī
bhaye; bharaṇa ityeke,,continuation_or_gloss,False,4,,,,
bhruḍ,98-№2189,root_entry,False,1,,,,bhruḍ
bhrūṇ,98-№2190,root_entry,False,1,,,,bhrūṇ
āśāviśaṅkayoḥ (āśāyām),,continuation_or_gloss,True,0,,,,
bhrej,98-№2191,root_entry,False,1,,,,bhrej
dīptau,,continuation_or_gloss,False,1,,,,
bhreṣ,98-№2192,root_entry,False,2,bhreṣ,,,bhreṣ
gatau,,continuation_or_gloss,False,2,,,,
bhlakṣ,98-№2193,root_entry,False,1,,,,bhlakṣ
adane,,continuation_or_gloss,False,1,,,,
bhlāç,98-№2194,root_entry,False,2,,bhlāç,,bhlāç
bhleṣ,98-№2195,root_entry,False,1,,,,bhleṣ
gatau,,continuation_or_gloss,True,0,,,,
1maṃh,98-№2196,root_entry,False,4,maṃh,maṃh,1maṃh,maṃh
vṛddhau,,continuation_or_gloss,False,3,,,,
2maṃh,98-№2197,root_entry,True,0,,,,
