L_id	k1	hom	verdict	mw_realcite	corpus_hit	also_in_pw_same_source	pwg_text_sibling	n_kosa	present_in	novel_kosa	pwg_cited_sources	src_category
63336	aDvaratantra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63337	aDvarahotra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63346	anagnika		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63350	anaNgapura		pwg-unique	0		1	1	0	pw		Verz	ms_catalogue_propernoun
63355	anaqudvrata		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
63365	anantanATa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63366	anantanArAyaRa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63368	anantapurI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63375	anantAnanda		pwg-unique	0		1	0	0	pw		HALL|Verz	ms_catalogue_propernoun
63395	anarakeSvaratIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63405	anarTajYa		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
63407	anarTin		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63410	analAnanda		pwg-unique	0		0	0	0			HALL	scholarly_journal_technical
63439	anasUyAtIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63455	anATapurI		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
63461	anAdivArttA		pwg-unique	0		1	0	0	pw		HALĀY	kosa_nighantu_not_digitised
63506	animizadfS		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63512	anivftti		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63528	anukampokti		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63534	anukarzin		pwg-unique	0		1	1	0	pw		Spr	scholarly_journal_technical
63545	anukUlavant		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
63571	anuguRavant		pwg-unique	0		0	0	0			Spr	scholarly_journal_technical
63619	anunAsikya		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
63661	anuBavAnanda		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
63675	anumalla		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63681	anumAnatattvacintAmaRi		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63684	anumAnaprAmARyavyavasTApana		pwg-unique	0		1	0	0	pw		HALL|Verz	ms_catalogue_propernoun
63685	anumAnamayUKa		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
63686	anumAnamUlawippaRI		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
63690	anumitiparAmarSakAryakAraRaBAvavicAra		pwg-unique	0		0	0	0			HALL|ebend	scholarly_journal_technical
63746	anuSAya		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
63748	anuSAlva		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63766	anuzWAyajYayajYIya		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
63829	anekArTakoza		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
63830	anekArTatilaka		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
63831	anekArTasamuccaya		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
63846	antaHkaraRapraboDa		pwg-unique	0		0	0	0			HALL|ebend	scholarly_journal_technical
63866	antabala		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63882	antarIkzan		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63892	antarDAnakawa		pwg-unique	0		1	0	0	pw		Z	scholarly_journal_technical
63904	antarveDa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
63910	antavipulA		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
63917	antasTACandas		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
63922	antAkzI		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
63935	antravallika		pwg-unique	0		0	0	0			RĀJAN|ŚKDR	kosa_nighantu_not_digitised
63939	andulIsa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
63953	anDUkaBawwa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63956	annadAkalpa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
63957	annadAtar		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
63988	anyaTAsidDivicAra		pwg-unique	0		0	0	0			HALL	scholarly_journal_technical
64095	apanetavya		pwg-unique	0		1	0	0	pw		H	kosa_nighantu_not_digitised
64106	apamarRa		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
64116	apayyadIkzita		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
64146	aparokzAnuBava		pwg-unique	0		1	0	0	pw		HALL|Verz	ms_catalogue_propernoun
64193	apasArya		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64231	apAmIva		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
64238	apArDya		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
64291	appaidIkzita		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
64292	appayyadIkzita		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
64338	apsareSvaratIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64374	aBayadAnasAra		pwg-unique	0		0	0	0			HALL	scholarly_journal_technical
64408	aBicArika		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64439	aBiDAnakoza		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
64440	aBiDAnacUqAmaRi		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64441	aBiDAnatantra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64462	aBiniDanaM		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
64515	aBimuKIBU		pwg-unique	0		0	0	0			Spr	scholarly_journal_technical
64537	aBilazya		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
64574	aBizeRay		pwg-unique	0		1	1	0	pw		HALĀY|Spr	kosa_nighantu_not_digitised
64589	aBisaMtApa		pwg-unique	0		0	0	0			HALĀY	kosa_nighantu_not_digitised
64666	aByAsavant		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64673	aByutseka		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
64681	aByunnati		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
64714	amanaskalaya		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64717	amaraka		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64726	amaramaNgala		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64732	amaraliNga		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64738	amarUka		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64740	amarendramuni		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
64767	amAhaka		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64768	amAhakeSvaratIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64773	amitapraBava		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64785	amiyARa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
64802	amUza		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
64805	amftakumBa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64806	amftacandasUri		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64812	amftapuwa		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
64820	amftAy		pwg-unique	0		1	1	0	pw		Spr	scholarly_journal_technical
64829	amfteSvaraliNga		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
64843	amban		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
64861	ambikeSvaratIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
64917	ayanadevatA		pwg-unique	0		0	1	0			ed	other_or_none
64953	ayyAjIBawwa		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
64976	aramIka		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
64993	arimARa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
64994	arimIRanIsAra		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
65011	aruRAcalasTala		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65037	arkadala		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR	kosa_nighantu_not_digitised
65041	arkapuzpa		pwg-unique	0		1	1	0	pw		Ind|ebend	scholarly_journal_technical
65061	arcanamaRi		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
65081	arjunIyA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65117	arTapaYcakanirUpaRa		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
65144	arTAtman		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
65161	ardvantu		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
65172	arDanArInara		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65185	arDay		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
65186	arDarecita		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65189	arDasTAna		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
65196	arDIkar		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
65221	arvAdevI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65233	arhaccandrasUri		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
65254	alaMkAravimarSinI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65255	alaMkAravftti		pwg-unique	0		1	0	0	pw		ebend	scholarly_journal_technical
65257	alaMkAraSeKara		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65259	alaMkArAvatAra		pwg-unique	0		1	0	0	pw		HALL|ebend	scholarly_journal_technical
65267	alapadma		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65268	alapallava		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
65287	alikAtIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65293	alimant		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
65314	alpasarvatoBadramaRqala		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65376	avajYAnagastotra		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
65412	avaDfti		pwg-unique	0		1	0	0	pw		H|Verz	kosa_nighantu_not_digitised
65432	avant		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
65565	avasTAsaMgraha		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65578	avahitTaka		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65614	aviGnavinAyakacaturTI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65652	avekAcArya		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
65679	aSaga		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65702	aSezakulavallarI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65713	aSokottaMsikA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65715	aSOcanirRaya		pwg-unique	0		0	0	0			HALL	scholarly_journal_technical
65775	aSvAvant		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65784	azwaniDana		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
65817	azwASrakuRqa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65821	azweqa		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
65852	asadgrahin		pwg-unique	0		1	1	0	pw		ed	other_or_none
65859	asant		pwg-unique	0		1	1	0	pw		HALĀY|Spr|Verz	kosa_nighantu_not_digitised
65882	asArarUpa		pwg-unique	0		0	0	0			Spr	scholarly_journal_technical
65883	asAlatiKAna		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
65898	asidDinirUpaRavyAKyA		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66014	ahiwwAna		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66023	ahilyA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66032	ahobalaSAstrin		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66070	AkASavAdArTa		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66078	Akulay		pwg-unique	0		1	1	0	pw		Spr	scholarly_journal_technical
66079	AkulAgamatantra		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66130	AKyAtavAda		pwg-unique	0		1	0	0	pw		HALL|Verz	ms_catalogue_propernoun
66131	AKyAtaviveka		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66147	AgamasAra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66175	AgrAvasavIya		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
66203	AcAracintAmaRi		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
66204	AcArapradIpa		pwg-unique	0		1	0	0	pw		ebend	scholarly_journal_technical
66205	AcAramADavIya		pwg-unique	0		1	0	0	pw		ebend	scholarly_journal_technical
66208	AcAryakArikA		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66210	AcAryacUqAmaRi		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66215	Acidoha		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
66229	AjIja		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
66235	AjUma		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
66262	Aqambaravant		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
66271	AtaNkapratimA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66298	AtmatattvapravoDa		pwg-unique	0		0	0	0			HALL	scholarly_journal_technical
66324	AtmaliNgapUjApadDati		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66326	Atmavant		pwg-unique	0		1	1	0	pw		Spr	scholarly_journal_technical
66328	AtmaSaMsA		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
66333	AtmAnAtmavicAra		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66334	AtmAnuSAsana		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66338	AtmopadeSa		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66349	AdamaKAna		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66362	AdArasft		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
66374	AdityanaktaviDivrata		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66375	AdityapratApasidDAnta		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66384	AdityeSvaratIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66393	AdimalabAra		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
66398	AdivAtulatantra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66404	Adisfzwi		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66427	ADAtar		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
66468	AnandacaturdaSI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66479	AnandaboDaparamahaMsa		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66502	AnAka		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66506	AniDanaM		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
66531	AntaHpuritaka		pwg-unique	0		1	0	0	pw		ebend	scholarly_journal_technical
66540	Andolay		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
66663	Amali		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
66664	AmalISvaratIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66683	Amera		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
66707	AyAjiBawwa		pwg-unique	0		1	0	0	pw		Ind|Verz	ms_catalogue_propernoun
66726	AyuzkAmIya		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66728	Ayuzmant		pwg-unique	0		1	1	0	pw		Spr	scholarly_journal_technical
66736	AyoDeya		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
66738	AyoBavya		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
66749	AraRAcCalA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66754	AradeSa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66776	ArAmAdipratizWApadDati		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66781	ArIhaRya		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
66789	ArUQavant		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
66829	ArdrAnandakarItftIyA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66847	Aryahala		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
66866	AlamandArastotra		pwg-unique	0		1	0	0	pw		HALL|Verz	ms_catalogue_propernoun
66894	Alenarusa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
66900	AlokamaTurAnATI		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
66904	AlolacaturTI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66942	Avija		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66943	AvidDavaktra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66950	AvIra		pwg-unique	0		0	0	0			ŚKDR	kosa_nighantu_not_digitised
66980	ASAdaSamI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
66985	ASApurI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67000	ASuBArgava		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
67061	Asizira		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67062	AsInagaraprAkArapraSasti		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67070	Asera		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67099	AsvadIya		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67114	AhAray		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
67141	iMreja		pwg-unique	0		0	0	0			ŚKDR	kosa_nighantu_not_digitised
67151	iNkuma		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67194	iTiresu		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67222	indupramati		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
67273	indravAwatIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67278	indrasAman		pwg-unique	0		1	0	0	pw		ebend	scholarly_journal_technical
67294	indreSvaratIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67300	ipAhaRa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67305	imAmaru		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67310	irAnta		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
67319	ilARqa		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
67326	illIsa		pwg-unique	0		1	0	0	pw		MED	kosa_nighantu_not_digitised
67329	iSena		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67350	izwahotrIya		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
67357	izwikApura		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
67361	izviSvajyotis		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
67362	isakandara		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67363	isaPahARa		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
67364	isirakAra		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
67365	isPIva		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
67376	Ikzin		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
67396	IrugapadaRqanATa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67414	ISaKAna		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67418	ISahfdaya		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67419	ISAKAna		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67421	ISAnasaMhitA		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67432	ISvaracandrarAya		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67434	ISvarapratyaBijYA		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
67435	ISvaramInanATasaMvAda		pwg-unique	0		1	0	0	pw		HALL	scholarly_journal_technical
67440	ISvare		pwg-unique	0		0	0	0			HALL	scholarly_journal_technical
67445	Izattantra		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67451	Is		pwg-unique	0		0	0	0			MED	kosa_nighantu_not_digitised
67456	uMveka		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67466	ukTyAmahIyava		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
67496	uccAprAjApatya		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
67501	uccIkar		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67550	uqidfzatAla		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67552	uqiyAna		pwg-unique	0		1	0	0	pw		ebend	scholarly_journal_technical
67566	utaTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67568	utareza		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67569	uterijA		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
67607	utKarin		pwg-unique	0		0	0	0			ed	other_or_none
67643	uttarapAnTa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67666	uttareja		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67669	uttareSvaratIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67670	uttareSvarASrama		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67672	uttarottarapadacCalA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67681	uttApin		pwg-unique	0		1	0	0	pw		MED	kosa_nighantu_not_digitised
67707	utpatsu		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67797	udakamata		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67864	udaSray		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
67894	uditaqambAra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67905	udepura		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
67950	uddeSyaviDeyavoDasTalIyavicAra		pwg-unique	0		0	0	0			HALL	scholarly_journal_technical
67983	udboDinI		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
67991	udBUtarasasya		pwg-unique	0		0	0	0			HALL	scholarly_journal_technical
68050	unnidray		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
68238	upanetar		pwg-unique	0		1	1	0	pw		Spr	scholarly_journal_technical
68497	upodbalay		pwg-unique	0		1	1	0	pw		NĪLAK	kosa_nighantu_not_digitised
68511	uBayamuKI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
68523	uBayAlaMkriyA		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
68527	umAtilakatAla		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
68540	uraHpArSvArDamaRqalin		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
68551	urImARa		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
68566	uromaRqalin		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
68676	UnAItIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
68688	Urjayant		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
68748	Uhavant		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
68781	fRadAtar		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
68782	fRapradAtar		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
68786	fRastamBa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
68787	fRiDani		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
68810	ftusAraRA		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
68820	fSyasAman		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
68839	fzyaloBa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
68859	ekatAlin		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
68915	ekaSAla		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
68916	ekaSAlmalIspfhayantIvrata		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
68929	ekAkzarIBAvin		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
68944	ekADipa		pwg-unique	0		1	0	0	pw		Spr	scholarly_journal_technical
68949	ekAntItIrTa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
68950	ekAmra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
68987	etavADrya		pwg-unique	0		0	0	0			Ind	scholarly_journal_technical
69000	erAkudeSa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
69012	evaMBUta		pwg-unique	0		1	1	0	pw		Spr	scholarly_journal_technical
69017	ezARa		pwg-unique	0		0	0	0			Verz	ms_catalogue_propernoun
69056	EDmakARva		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
69058	EDmahAra		pwg-unique	0		1	0	0	pw		ebend	scholarly_journal_technical
69074	EndrAvalI		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
69078	Endrota		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
69084	Eraya		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
69087	ErDasadmana		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
69120	oMkAreSvara		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
69127	oqadeSa		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
69128	oqISadeSa		pwg-unique	0		0	0	0			ebend	scholarly_journal_technical
69129	oQra		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
69153	OkzRonuyAna		pwg-unique	0		1	0	0	pw		Ind	scholarly_journal_technical
69158	OjAgari		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
69169	OtTAsanika		pwg-unique	0		1	0	0	pw		Verz	ms_catalogue_propernoun
