lesson	lemma_iast	lemma_slp1	count_all	rank_all	band	cand_no	dcs_text	dcs_ref	dcs_sent	form	example_iast	public_glosses
22	uta	uta	1835	363	топ-1000	6	Rāmāyaṇa	Rām, Su, 40	Rām, Su, 40, 6.2	uta	kathaṃ tvayā sahānena saṃvādaḥ kṛta ityuta	и | а также | А также
22	kim	kim	1171	583	топ-1000	1	Hitopadeśa	Hitop, 4	Hitop, 4, 136.3	kim	dūradarśī brūte āḥ kim evam ucyate	
22	kim	kim	1171	583	топ-1000	2	Hitopadeśa	Hitop, 3	Hitop, 3, 6.9	kim	hastapādādisaṃyuktā yūyaṃ kim avasīdatha	
22	kim	kim	1171	583	топ-1000	3	Hitopadeśa	Hitop, 4	Hitop, 4, 10.7	kiṃ	iti cintāviṣaghno 'yam agadaḥ kiṃ na pīyate	
22	kim	kim	1171	583	топ-1000	4	Hitopadeśa	Hitop, 4	Hitop, 4, 89.2	kim	śoko dineṣu gacchatsu vardhatām apayāti kim	
22	kim	kim	1171	583	топ-1000	5	Hitopadeśa	Hitop, 3	Hitop, 3, 70.6	kiṃ	kiṃ mantreṇānanuṣṭhāne śāstravit pṛthivīpateḥ	
22	kim	kim	1171	583	топ-1000	6	Hitopadeśa	Hitop, 3	Hitop, 3, 60.23	kiṃ	śvā yadi kriyate rājā tat kiṃ nāśnāty upānaham	
29–30	krīḍ	krIq	437	1576	редкое	1	Hitopadeśa	Hitop, 2	Hitop, 2, 31.5	krīḍann	tatra balavān vānarayūthaḥ krīḍann āgataḥ	играет | играя | играют
29–30	krīḍ	krIq	437	1576	редкое	2	Hitopadeśa	Hitop, 2	Hitop, 2, 100	krīḍitaḥ	upāṃśukrīḍito 'mātyaḥ svayaṃ rājāyate yataḥ	играет | играя | играют
29–30	krīḍ	krIq	437	1576	редкое	3	Hitopadeśa	Hitop, 1	Hitop, 1, 161.6	krīḍanti	anye mṛtasya krīḍanti dārair api dhanair api	играет | играя | играют
29–30	krīḍ	krIq	437	1576	редкое	4	Hitopadeśa	Hitop, 2	Hitop, 2, 119.3	krīḍati	tam āyāntaṃ dṛṣṭvā tatputraṃ kusūle nikṣipya daṇḍanāyakena saha tathaiva krīḍati	играет | играя | играют
29–30	krīḍ	krIq	437	1576	редкое	5	Rāmāyaṇa	Rām, Su, 20	Rām, Su, 20, 38	krīḍa	mayā krīḍa mahārājasītayā kiṃ tavānayā	играет | играя | играют
29–30	krīḍ	krIq	437	1576	редкое	6	Rāmāyaṇa	Rām, Ki, 29	Rām, Ki, 29, 46	krīḍan	sāmātyapariṣat krīḍan pānam evopasevate	играет | играя | играют
29–30	ram	ram	1376	495	топ-1000	1	Hitopadeśa	Hitop, 2	Hitop, 2, 119.2	rantuṃ	atha daṇḍanāyako 'pi rantuṃ tatrāgataḥ	радуются | наслаждается | радуется
29–30	ram	ram	1376	495	топ-1000	2	Hitopadeśa	Hitop, 3	Hitop, 3, 59.8	rataḥ	ātmapakṣaṃ parityajya parapakṣeṣu yo rataḥ	радуются | наслаждается | радуется
29–30	ram	ram	1376	495	топ-1000	3	Hitopadeśa	Hitop, 2	Hitop, 2, 135.3	ramante	vaktā śrotā ca yatrāsti ramante tatra sampadaḥ	радуются | наслаждается | радуется
29–30	ram	ram	1376	495	топ-1000	4	Hitopadeśa	Hitop, 4	Hitop, 4, 92.2	rataḥ	duḥkhito 'pi cared dharmaṃ yatra kutrāśrame rataḥ	радуются | наслаждается | радуется
29–30	ram	ram	1376	495	топ-1000	5	Hitopadeśa	Hitop, 2	Hitop, 2, 115.3	ramate	sā grāmasya daṇḍanāyakena tatputreṇa ca samaṃ ramate	радуются | наслаждается | радуется
29–30	ram	ram	1376	495	топ-1000	6	Hitopadeśa	Hitop, 2	Hitop, 2, 119	ramamāṇā	atha kadācit sā daṇḍanāyakaputreṇa saha ramamāṇā tiṣṭhati	радуются | наслаждается | радуется
29–30	han	han	8257	55	топ-100	1	Hitopadeśa	Hitop, 1	Hitop, 1, 58.7	hantavyaḥ	tato yady ahaṃ vadhyas tadā hantavyaḥ	убит | убив | убил
29–30	han	han	8257	55	топ-100	2	Hitopadeśa	Hitop, 4	Hitop, 4, 53.2	hata	kauśikena hatajyotirniśītha iva vāyasaḥ	убит | убив | убил
29–30	han	han	8257	55	топ-100	3	Hitopadeśa	Hitop, 4	Hitop, 4, 51	hanyate	adeśastho hi ripuṇā svalpakenāpi hanyate	убит | убив | убил
29–30	han	han	8257	55	топ-100	4	Hitopadeśa	Hitop, 4	Hitop, 4, 53	hanyate	akālayuktasainyas tu hanyate kālayodhinā	убит | убив | убил
29–30	han	han	8257	55	топ-100	5	Hitopadeśa	Hitop, 1	Hitop, 1, 157.3	hataḥ	atisaṃcayaśīlo 'yaṃ dhanuṣā jambuko hataḥ	убит | убив | убил
29–30	han	han	8257	55	топ-100	6	Hitopadeśa	Hitop, 3	Hitop, 3, 7.8	hantum	etacchrutvā te pakṣiṇo māṃ hantum udyatāḥ	убит | убив | убил
Прил.	punar	punar	10749	39	топ-100	1	Hitopadeśa	Hitop, 3	Hitop, 3, 17.6	punar	punar na tatra gamiṣyāmi	снова | вновь | опять
Прил.	punar	punar	10749	39	топ-100	2	Hitopadeśa	Hitop, 0	Hitop, 0, 44.2	punar	rājā savinayaṃ punar uvāca	снова | вновь | опять
Прил.	punar	punar	10749	39	топ-100	3	Hitopadeśa	Hitop, 2	Hitop, 2, 122.3	punar	idānīṃ punar na kṣantavyaḥ	снова | вновь | опять
Прил.	punar	punar	10749	39	топ-100	4	Hitopadeśa	Hitop, 2	Hitop, 2, 156.7	punar	damanakaḥ punar āhālaṃ viṣādena	снова | вновь | опять
Прил.	punar	punar	10749	39	топ-100	5	Hitopadeśa	Hitop, 3	Hitop, 3, 66.11	punar	vigrahaḥ punar avaśyaṃ kartavyaḥ	снова | вновь | опять
Прил.	punar	punar	10749	39	топ-100	6	Hitopadeśa	Hitop, 3	Hitop, 3, 102.37	punar	tat kathaṃ syāt punar ihāvāso bhavatyāḥ	снова | вновь | опять
Прил.	prāyas	prAyas	289	2205	редкое	1	Hitopadeśa	Hitop, 2	Hitop, 2, 105.2	prāyo	duṣṭavraṇā iva prāyo bhavanti hi niyoginaḥ	обычно | большей частью | для наслаждения
Прил.	prāyas	prAyas	289	2205	редкое	2	Hitopadeśa	Hitop, 1	Hitop, 1, 28.3	prāyaḥ	prāyaḥ samāpannavipattikāle dhiyo 'pi puṃsāṃ malinā bhavanti	обычно | большей частью | для наслаждения
Прил.	prāyas	prAyas	289	2205	редкое	3	Mahābhārata	MBh, 8, 30	MBh, 8, 30, 47.2	prāyo	vasātisindhusauvīrā iti prāyo vikutsitāḥ	обычно | большей частью | для наслаждения
Прил.	prāyas	prAyas	289	2205	редкое	4	Mahābhārata	MBh, 3, 1	MBh, 3, 1, 33.2	prāyo	suhṛjjanaś ca prāyo me nagare nāgasāhvaye	обычно | большей частью | для наслаждения
Прил.	prāyas	prAyas	289	2205	редкое	5	Mahābhārata	MBh, 3, 221	MBh, 3, 221, 68	prāyaḥ	prāyaḥ śarair vinihatā mahāsenena dhīmatā	обычно | большей частью | для наслаждения
Прил.	prāyas	prAyas	289	2205	редкое	6	Mahābhārata	MBh, 12, 148	MBh, 12, 148, 15.2	prāyo	tyajatāṃ jīvitaṃ prāyo vivṛte puṇyapātake	обычно | большей частью | для наслаждения
Прил.	muhur	muhur	1060	652	топ-1000	1	Hitopadeśa	Hitop, 1	Hitop, 1, 196	muhuḥ	iti muhuḥ vicintya prāhāho me durdaivam	то и дело | поминутно | снова
Прил.	muhur	muhur	1060	652	топ-1000	2	Hitopadeśa	Hitop, 2	Hitop, 2, 106	muhur	muhur niyoginī bādhyā vasudhārā mahīpate	то и дело | поминутно | снова
Прил.	muhur	muhur	1060	652	топ-1000	3	Hitopadeśa	Hitop, 1	Hitop, 1, 75	muhur	jambukaḥ pāśaṃ muhur muhur vilokyācintayaddṛḍhas tāvad ayaṃ bandhaḥ	то и дело | поминутно | снова
Прил.	muhur	muhur	1060	652	топ-1000	4	Rāmāyaṇa	Rām, Yu, 33	Rām, Yu, 33, 35.2	muhur	suṣeṇaṃ tāḍayāmāsa nanāda ca muhur muhuḥ	то и дело | поминутно | снова
Прил.	muhur	muhur	1060	652	топ-1000	5	Rāmāyaṇa	Rām, Utt, 32	Rām, Utt, 32, 19.2	muhuḥ	sāgarodgārasaṃkāśān udgārān sṛjate muhuḥ	то и дело | поминутно | снова
Прил.	muhur	muhur	1060	652	топ-1000	6	Rāmāyaṇa	Rām, Ār, 42	Rām, Ār, 42, 7.2	muhur	muhūrtād eva dadṛśe muhur dūrāt prakāśate	то и дело | поминутно | снова
Прил.	yatas	yatas	1806	366	топ-1000	1	Hitopadeśa	Hitop, 3	Hitop, 3, 64	yato	yato rājadharmaś caiṣaḥ	откуда | Откуда | где
Прил.	yatas	yatas	1806	366	топ-1000	2	Hitopadeśa	Hitop, 3	Hitop, 3, 100.5	yato	yato 'sau gṛdhro mahāmantrī	откуда | Откуда | где
Прил.	yatas	yatas	1806	366	топ-1000	3	Hitopadeśa	Hitop, 4	Hitop, 4, 90.2	yataḥ	śokacarcāṃ ca parihara yataḥ	откуда | Откуда | где
Прил.	yatas	yatas	1806	366	топ-1000	4	Hitopadeśa	Hitop, 4	Hitop, 4, 110.6	yato	yato 'sau mahāśayo dūradarśī	откуда | Откуда | где
Прил.	yatas	yatas	1806	366	топ-1000	5	Hitopadeśa	Hitop, 4	Hitop, 4, 6.12	yato	yato dṛṣṭavyatikaro 'ham atra	откуда | Откуда | где
Прил.	yatas	yatas	1806	366	топ-1000	6	Hitopadeśa	Hitop, 3	Hitop, 3, 4.15	yataḥ	yataḥ karpūradvīpaḥ svarga eva	откуда | Откуда | где
Прил.	yāvat	yAvat	3101	172	топ-1000	1	Hitopadeśa	Hitop, 4	Hitop, 4, 120	yāvad	yāvad āyuḥpramāṇas tu samānārthaprayojanaḥ	пока | сколько | Пока
Прил.	yāvat	yAvat	3101	172	топ-1000	2	Hitopadeśa	Hitop, 4	Hitop, 4, 19.11	yāvad	tāvad bhayena bhetavyaṃ yāvad bhayam anāgatam	пока | сколько | Пока
Прил.	yāvat	yAvat	3101	172	топ-1000	3	Hitopadeśa	Hitop, 1	Hitop, 1, 57.9	yāvad	tāvad bhayasya bhetavyaṃ yāvad bhayam anāgatam	пока | сколько | Пока
Прил.	yāvat	yAvat	3101	172	топ-1000	4	Hitopadeśa	Hitop, 4	Hitop, 4, 79	yāvataḥ	yāvataḥ kurute jantuḥ sambandhān manasaḥ priyān	пока | сколько | Пока
Прил.	yāvat	yAvat	3101	172	топ-1000	5	Hitopadeśa	Hitop, 1	Hitop, 1, 42.8	yāvat	tadanantaram apy eteṣāṃ bandhanaṃ yāvat śakyaṃ chetsyāmi	пока | сколько | Пока
Прил.	yāvat	yAvat	3101	172	топ-1000	6	Hitopadeśa	Hitop, 1	Hitop, 1, 193.9	yāvad	ekasya duḥkhasya na yāvad antaṃ gacchāmy ahaṃ pāram ivārṇavasya	пока | сколько | Пока
Прил.	hā	hA	2938	190	топ-1000	1	Hitopadeśa	Hitop, 1	Hitop, 1, 152.2	hīnena	dānopabhogahīnena dhanena dhanino yadi	оставив | без | покидает
Прил.	hā	hA	2938	190	топ-1000	2	Hitopadeśa	Hitop, 3	Hitop, 3, 121	hīnaḥ	tato mayāpy ālocitaṃ prajñāhīno 'yaṃ rājā	оставив | без | покидает
Прил.	hā	hA	2938	190	топ-1000	3	Hitopadeśa	Hitop, 0	Hitop, 0, 41.2	hīyate	hīyate hi matis tāta hīnaiḥ saha samāgamāt	оставив | без | покидает
Прил.	hā	hA	2938	190	топ-1000	4	Hitopadeśa	Hitop, 1	Hitop, 1, 2.6	hīnāḥ	asādhanā vittahīnā buddhimantaḥ suhṛnmatāḥ	оставив | без | покидает
Прил.	hā	hA	2938	190	топ-1000	5	Hitopadeśa	Hitop, 1	Hitop, 1, 34.2	hātavyā	ṣaḍdoṣāḥ puruṣeṇeha hātavyā bhūtim icchatā	оставив | без | покидает
Прил.	hā	hA	2938	190	топ-1000	6	Hitopadeśa	Hitop, 2	Hitop, 2, 114	hīyate	utpanneṣu ca kāryeṣu matir yasya na hīyate	оставив | без | покидает
Прил.	vara	vara	5055	82	топ-100	1	Hitopadeśa	Hitop, 0	Hitop, 0, 21.2	varam	varam ekaḥ kulālambī yatra viśrūyate pitā	лучший | дар | наилучший
Прил.	vara	vara	5055	82	топ-100	2	Hitopadeśa	Hitop, 1	Hitop, 1, 44.4	varaṃ	sannimitte varaṃ tyāgo vināśe niyate sati	лучший | дар | наилучший
Прил.	vara	vara	5055	82	топ-100	3	Hitopadeśa	Hitop, 3	Hitop, 3, 102.48	varaṃ	tannimitto varaṃ tyāgo vināśe niyate sati	лучший | дар | наилучший
Прил.	vara	vara	5055	82	топ-100	4	Hitopadeśa	Hitop, 0	Hitop, 0, 13	varam	ajātamṛtamūrkhāṇāṃ varam ādyau na cāntimaḥ	лучший | дар | наилучший
Прил.	vara	vara	5055	82	топ-100	5	Hitopadeśa	Hitop, 2	Hitop, 2, 126.3	varaṃ	varaṃ prāṇaparityāgaḥ śirasā vāpi kartanam	лучший | дар | наилучший
Прил.	vara	vara	5055	82	топ-100	6	Hitopadeśa	Hitop, 0	Hitop, 0, 18.2	varam	varam eko guṇī putro na ca mūrkhaśatair api	лучший | дар | наилучший
