L_id	k1	hom	k2

12742	Urja		Urja/

12743	Urjana		Urjana

12744	Urjay		Urjay

12745	Urjayoni		Urjayoni

12746	UrjavAha		UrjavAha

12747	Urjavya		Urjavya^

12748	Urjas		Urjas

12749	Urjasani		Urjasani

12750	Urjaskara		Urjaskara

12751	UrjastamBa		UrjastamBa

12752	Urjasvant		U/rjasvant

12753	Urjasvala		Urjasvala/

12754	Urjasvin		Urjasvi/n

12755	UrjAd		UrjAd

12756	UrjAnI		UrjA/nI

12757	UrjAvant		UrjAvant

12758	UrjAhuti		UrjA/huti

12759	Urjita		Urjita

12760	Urjin		Urjin

12761	UrRa		UrRa

12762	UrRanABa		UrRanABa

12763	UrRanABi		UrRanABi

12764	UrRapawa		UrRapawa

12765	UrRamradas		U/rRamradas

12766	UrRavABi		UrRavA/Bi

12767	UrRAdeSa		UrRAdeSa

12768	UrRAmaya		UrRAmaya

12769	UrRAyu		UrRAyu/

12770	UrRAvant		U/rRAvant

12771	UrRAvala		UrRAvala/

12772	UrRAsUtra		UrRAsUtra/

12773	URAstukA		URAstukA

12774	UrRitejas		UrRitejas

12775	UrRu		UrRu

12776	Urd		Urd

12777	Urda		Urda, UrdI/

12778	Urdara		U/rdara

12779	UrDa		UrDa

12780	UrDva		UrDva/

12781	UrDvaka		UrDvaka

12782	UrDvakaca		UrDvakaca

12783	UrDvakaRWa		UrDvakaRWa

12784	UrDvakarman	1	UrDvakarman
12785	UrDvakarman	2	UrDvakarman
12786	UrDvakAya		UrDvakAya

12787	UrDvakfSana		UrDva/kfSana

12788	UrDvaketu		UrDvaketu

12789	UrDvakriyA		UrDvakriyA

12790	UrDvaga		UrDvaga

12791	UrDvagati	1	UrDvagati
12792	UrDvagati	2	UrDvagati
12793	UrDvagamana		UrDvagamana

12794	UrDvagAmin		UrDvagAmin

12795	UrDvagrAvan		UrDva/grAvan

12796	UrDvacit		UrDvaci/t

12797	UrDvajAnu		UrDvajAnu

12798	UrDvajYa		UrDvajYa

12799	UrDvajYu		UrDvajYu

12800	UrDvatilakin		UrDvatilakin

12801	UrDvaTA		UrDva/TA

12802	UrDvadaMzwrAkeSa		UrDvadaMzwrAkeSa

12803	UrDvadeva		UrDvadeva

12804	UrDvadeha		UrDvadeha

12805	UrDvanaBas		UrDva/naBas

12806	UrDvaMdama		UrDvaMdama

12807	UrDvapaTa		UrDvapaTa

12808	UrDvapAtra		UrDvapAtra

12809	UrDvapAda		UrDvapAda

12810	UrDvapuRqra		UrDvapuRqra

12811	UrDvapUram		UrDvapUram

12812	UrDvapfSni		UrDva/pfSni

12813	UrDvabarhis		UrDva/barhis

12814	UrDvabAla		UrDvabAla

12815	UrDvabAhu		UrDva/bA^hu

12816	UrDvabuDna		UrDva/buDna

12817	UrDvabfhatI		UrDvabfhatI

12818	UrDvaBAga		UrDvaBAga

12819	UrDvaBAj		UrDvaBAj

12820	UrDvamanTin		UrDvamanTin

12821	UrDvamAna		UrDvamAna

12822	UrDvamAyu		UrDva/mAyu

12823	UrDvamAruta		UrDvamAruta

12824	UrDvamuKa		UrDvamuKa

12825	UrDvamOhUrtika		UrDvamOhUrtika

12826	UrDvaretas		UrDvaretas

12827	UrDvaroman		UrDvaroman

12828	UrDvaliNga		UrDvaliNga

12829	UrDvaloka		UrDvaloka

12830	UrDvavartman		UrDvavartman

12831	UrDvavAta		UrDvavAta

12832	UrDvavfta		UrDvavfta

12833	UrDvaSAyin		UrDvaSAyin

12834	UrDvaSoDana		UrDvaSoDana

12835	UrDvaSozam		UrDvaSozam

12836	UrDvasAna		UrDvasAna/

12837	UrDvasAnu		UrDva/sAnu

12838	UrDvasTiti		UrDvasTiti

12839	UrDvasrotas		UrDvasrotas

12840	UrDvAyana		UrDvAyana

12841	UrDvAvarta		UrDvAvarta

12842	UrDvAsita		UrDvAsita

12843	UrDvIkar		UrDvIkar

12844	UrDveha		UrDveha

12845	Urmi		Urmi/

12846	UrmikA		UrmikA

12847	Urmin		Urmin

12848	Urmimant		Urmimant

12849	UrmimAlin		UrmimAlin

12850	UrmilA		UrmilA

12851	Urmya		U/rmya

12852	Urva	1	Urva/
12853	Urva	2	Urva
12854	Urva	3	Urva
12855	UrvarA		UrvarA

12856	UrvaSI		UrvaSI

12857	UrvazWIva		UrvazWIva

12858	UrvI		UrvI

12859	Urvya		U/rvya

12860	UrvyaNga		UrvyaNga

12861	UrzA		UrzA

12862	Ulupin		Ulupin

12863	UlUka		UlUka

12864	Uvawa		Uvawa

12865	UvaDya		U/vaDya

12866	Uz		Uz

12867	Uza		U/za

12868	Uzaka		Uzaka

12869	UzaRa		UzaRa

12870	Uzara		Uzara/

12871	Uzaraja		Uzaraja

12872	Uzavant		Uzavant

12873	UzA		UzA

12874	UzRa		UzRa

12875	Uzmaka		Uzmaka

12876	UzmaRa		UzmaRa/

12877	UzmaRya		UzmaRya^

12878	Uzman		Uzma/n

12879	Uzmapa		Uzmapa

12880	Uzmavant		Uzmavant

12881	UzmAy		UzmAy

12882	Uzmopagama		Uzmopagama

12883	Uh	1	Uh
12884	Uh	2	Uh
12885	Uha	1	Uha
12886	Uha	2	Uha
12887	UhagAna		UhagAna

12888	UhagIti		UhagIti

12889	UhanI		UhanI

12890	UhinI		UhinI

12891	Uhya		Uhya

12892	UhyagAna		UhyagAna

12893	f		f

12894	fkCas		fkCas

12895	fkRa	1	fkRa
12896	fkRa	2	fkRa
12897	fktas		fkta/s

12898	fkTa		fkTa

12899	fkva		fkva/

12900	fkvan		f/kvan

12901	fkSas		fkSas

12902	fkza	1	fkza/
12903	fkza	2	f/kza
12904	fkza	3	fkza
12905	fkzaganDA		fkzaganDA

12906	fkzaganDikA		fkzaganDikA

12907	fkzagrIva		f/kzagrIva

12908	fkzanATa		fkzanATa

12909	fkzanemi		fkzanemi

12910	fkzama		f/kzama

12911	fkzara		fkzara

12912	fkzarAja		fkzarAja

12913	fkzalA		fkza/lA

12914	fkzavant		fkzavant

12915	fkzavanta		fkzavanta

12916	fkzIkA		fkzI/kA

12917	fkzeSa		fkzeSa

12918	fkzoda		fkzoda

12919	fksaMSita		f/ksaMSita

12920	fksaMhitA		fksaMhitA

12921	fksama		f/ksama

12922	fksAma		fksAma/

12923	fgayana		fgayana

12924	fgAvAnam		fgAvAnam

12925	fggATA		fggATA

12926	fgma		fgma

12927	fgmant		fgmant

12928	fgmin		fgmi/n

12929	fgmiya		fgmi/ya

12930	fgviDAna		fgviDAna

12931	fgveda		fgveda/

12932	fGAy		fGAy

12933	fGAvant		f/GAvant

12934	fNga		fNga

12935	fNmaya		fNma/ya

12936	fc		fc

12937	fca		fca/

12938	fcase		fca/se

12939	fcIka		fcIka

12940	fcIza		fcIza

12941	fcIzama		f/cIzama

12942	fceyu		fceyu

12943	fcCakA		fcCakA

12944	fcCarA		fcCa/rA

12945	fcCA		fcCA

12946	fjipya		fjipya/

12947	fjiman		fjima/n

12948	fjiSvan		fji/Svan

12949	fjIka		fjIka/

12950	fjIti		f/jIti

12951	fjIza	1	fjIza/
12952	fjIza	2	fjIza/
12953	fjIzita		fjIzita/

12954	fjIzin	1	fjIzi/n
12955	fjIzin	2	fjIzi/n
12956	fju		fju/

12957	fjukAya		fjukAya

12958	fjukratu		fjukra/tu

12959	fjuga		fjuga/

12960	fjugATa		fjugATa

12961	fjutA		fjutA

12962	fjudAsa		fjudAsa

12963	fjuDA		fjuDA

12964	fjunIti		fjunIti/

12965	fjumitAkzarA		fjumitAkzarA

12966	fjumuzka		fjumuzka/

12967	fjuraSmi		fju/raSmi

12968	fjurohita		fjurohita

12969	fjuvani		fjuva/ni

12970	fjuSaMsa		fjuSaMsa

12971	fjusarpa		fjusarpa

12972	fjuhasta		fjuha/sta

12973	fjUka		fjUka

12974	fjUkar		fjUkar

12975	fjUkaraRa		fjUkaraRa

12976	fjUnas		f/jUnas

12977	fjUy		fjUy

12978	fjUyA		fjUyA/

12979	fjUyu		fjUyu/

12980	fjra	1	fjra/
12981	fjra	2	f/jra
12982	fjrASva		fjrA/Sva

12983	fjriya		fjri/ya

12984	fjvaYc		fjva/Yc

12985	fYjasAna		fYjasAna/

12986	fRa		fRa/

12987	fRakAti		fRa/kAti

12988	fRacit		fRaci/t

12989	fRacyut		fRacyu/t

12990	fRaMcaya		fRaMcaya/

12991	fRadAsa		fRadAsa

12992	fRamatkuRa		fRamatkuRa

12993	fRamArgaRa		fRamArgaRa

12994	fRayA		fRayA/

12995	fRayAvan		fRayA/van

12996	fRavan		fRava/n

12997	fRavant		fRavant

12998	fRAntaka		fRAntaka

12999	fRArRa		fRArRa

13000	fRAvan		fRAvan

13001	fRika		fRika

13002	fRin		fRin

13003	fta		fta/

13004	ftacit		ftaci/t

13005	ftajA		ftajA/

13006	ftajAta		ftajA/ta

13007	ftajAtasatya		fta/jAtasatya

13008	ftajit		ftaji/t

13009	ftajur		ftaju/r

13010	ftajYA		ftajYA/

13011	ftajya		fta/jya

13012	ftadyumna		ftadyumna

13013	ftaDAman		fta/DAman

13014	ftaDIti		fta/DIti

13015	ftaDvaja		ftaDvaja

13016	ftanI		ftanI/

13017	ftaparRa		ftaparRa

13018	ftapA		ftapA/

13019	ftapeya		ftapeya

13020	ftapeSas		fta/peSas

13021	ftaprajAta		fta/prajAta

13022	ftapravIta		fta/pravIta

13023	ftapsu		ftapsu

13024	ftaboDa		ftaboDa

13025	ftaBAga		ftaBAga

13026	ftaMBara		ftaMBara

13027	ftay		ftay

13028	ftayA		ftayA/

13029	ftayu		ftayu/

13030	ftayukti		fta/yukti

13031	ftayuj		ftayu/j

13032	ftavant		ftavant

13033	ftavAka		ftavAka/

13034	ftavAdin		ftavAdi/n

13035	ftavya		ftavya^

13036	ftavrata		ftavrata

13037	ftasad		ftasa/d

13038	ftasadana		ftasa/dana

13039	ftasAta		fta/sAta

13040	ftasAp		ftasA/p

13041	ftastuB		ftastu/B

13042	ftasTA		ftasTA/

13043	ftaspati		ftaspati

13044	ftaspfS		ftaspf/S

13045	ftAyant		ftAyant

13046	ftAyin		ftAyi/n

13047	ftAvan		ftA/van

13048	ftAvfD		ftAvf/D

13049	ftAzah		ftAza/h

13050	fti		fti/

13051	ftiMkara		ftiMkara

13052	ftIy		ftIy

13053	ftIyA		ftIyA

13054	ftIzah		ftIza/h

13055	ftu		ftu/

13056	ftukAla		ftukAla

13057	ftugAmin		ftugAmin

13058	ftugraha		ftugraha/

13059	ftujit		ftujit

13060	ftuTA		ftuTA/

13061	ftuDAman		ftuDAman

13062	ftupati		ftupa/ti

13063	ftuparRa		ftuparRa

13064	ftupA		ftupA/

13065	ftupAtra		ftupAtra/

13066	ftuprApta		ftuprApta

13067	ftumant		ftuma/nt

13068	ftumaya		ftuma/ya

13069	ftumuKa		ftumuKa/

13070	ftuyAja		ftuyAja

13071	fturAja		fturAja

13072	ftuliNga		ftuliNga

13073	ftuvid		ftuvid

13074	ftuvftti		ftuvftti

13075	ftuvelA		ftuvelA

13076	ftuSas		ftu\Sa/s

13077	ftuzWA		ftuzWA/

13078	ftusaMhAra		ftusaMhAra

13079	ftusaMDi		ftusaMDi

13080	ftusamaya		ftusamaya

13081	ftusTalA		ftusTalA

13082	ftusTA		ftusTA

13083	ftusnAta		ftusnAta

13084	ftusnAna		ftusnAna

13085	fte		fte/

13086	ftekarmam		ftekarma/m

13087	ftejA		ftejA/

13088	fteyu		fteyu

13089	fterakzas		fterakzas

13090	ftodya		fto/dya

13091	ftvij		ftvi/j

13092	ftviya	1	ftvi/ya
13093	ftviya	2	f/tviya
13094	ftviyAvant		ftvi/yAvant

13095	ftvya		ftvya

13096	fdUdara		fdUda/ra

13097	fdUpA		fdUpA/

13098	fdUvfD		fdUvf/D

13099	fdDa		fdDa

13100	fdDi		f/dDi

13101	fdDimant		fdDimant

13102	fdDila		fdDila

13103	fDak		f/Dak

13104	fDaNmantra		f/DaNmantra

13105	fDadrI		fDa/drI

13106	fDadvAra		fDa/dvAra

13107	fDuka		fDuka

13108	fbIsa		fbI/sa

13109	fBu		fBu/

13110	fBukza		fBukza

13111	fBukzan		fBukza/n

13112	fBukzIn		fBukzIn

13113	fBumant		fBuma/nt

13114	fBva		f/Bva

13115	fBvan		f/Bvan

13116	fBvas		f/Bvas

13117	fllaka		fllaka

13118	fllarI		fllarI

13119	fSa		fSa

13120	fSya		f/Sya

13121	fSyaka		fSyaka/

13122	fSyaketu		fSyaketu

13123	fSyada		fSyada/

13124	fSyapad		f/Syapad

13125	fzadgu		fzadgu

13126	fzaBa		fzaBa/

13127	fzaBaka		fzaBaka

13128	fzaBakUwa		fzaBakUwa

13129	fzaBagajavilasita		fzaBagajavilasita

13130	fzaBatara		fzaBatara/

13131	fzaBadAyin		fzaBadAyi/n

13132	fzaBadvIpa		fzaBadvIpa

13133	fzaBaDvaja		fzaBaDvaja

13134	fzi		f/zi

13135	fzika		fzika

13136	fzikulyA		fzikulyA

13137	fzikft		fzikf/t

13138	fzigiri		fzigiri

13139	fzigupta		fzigupta

13140	fzicodana		fzico/dana

13141	fzijANgalikI		fzijANgalikI

13142	fzitarpaRa		fzitarpaRa

13143	fzitva		fzitva

13144	fzideva		fzideva

13145	fzidviz		fzidvi/z

13146	fzipaYcamI		fzipaYcamI

13147	fzipatana		fzipatana

13148	fziputra		fziputra

13149	fzipraSizwa		f/zipraSizwa

13150	fziproktA		fziproktA

13151	fzibanDu		f/zibanDu

13152	fzibrAhmaRa		fzibrAhmaRa

13153	fzimanas		f/zimanas

13154	fziyajYa		fziyajYa

13155	fziloka		fziloka

13156	fzivat		fziva/t

13157	fzivadana		fzivadana

13158	fzizah		fziza/h

13159	fzizARa		fzizARa

13160	fzizeRa		fzizeRa

13161	fzizwuta		f/zizwuta

13162	fzistoma		fzistoma

13163	fzisvara		fzisvara/

13164	fzI		fzI

13165	fzIka		fzIka

13166	fzItata		fzItata

13167	fzIvatI		fzIvatI

13168	fzIvan		fzIvan

13169	fzIvaha		fzIvaha

13170	fzu		fzu/

13171	fzwi		fzwi/

13172	fzwimant		fzwima/nt

13173	fzwividyut		fzwi/vidyut

13174	fzwizeRa		fzwizeRa

13175	fzya		fzya

13176	fzyaka		fzyaka

13177	fzyaketana		fzyaketana

13178	fzyagatA		fzyagatA

13179	fzyaganDA		fzyaganDA

13180	fzyajihva		fzyajihva

13181	fzyaproktA		fzyaproktA

13182	fzyamUka		fzyamUka

13183	fzyaSfNga		fzyaSf/Nga

13184	fzyANka		fzyANka

13185	fzva		fzva/

13186	fzvavIra		fzva/vIra

13187	fzvOjas		fzvO/jas

13188	fhant		fha/nt

13188	F		F

13189	F		F

13190	FkAra		FkAra

13191	x		x

13192	X		X

13193	e	1	e
13194	e	2	e
13195	eka		e/ka

13196	ekafkTin		ekafkTin

13197	ekaka		ekaka/

13198	ekakapAla		e/kakapAla

13199	ekakara		ekakara

13200	ekakArya	1	ekakArya
13201	ekakArya	2	ekakArya
13202	ekakAlam		ekakAlam

13203	ekakAlika		ekakAlika

13204	ekakuRqala		ekakuRqala

13205	ekakuzWa		ekakuzWa

13206	ekaguru		ekaguru

13207	ekagrAma		ekagrAma

13208	ekacakra		e/kacakra

13209	ekacakravartin		ekacakravartin

13210	ekacatvAriMSa		ekacatvAriMSa

13211	ekacatvAriMSat		e/kacatvAriMSat

13212	ekacara		ekacara

13213	ekacaraRa		ekacaraRa

13214	ekacArin		ekacArin

13215	ekacitta	1	ekacitta
13216	ekacitta	2	ekacitta
13217	ekacintana		ekacintana

13218	ekacUrRi		ekacUrRi

13219	etacetas		etacetas

13220	ekacodana	1	ekacodana
13221	ekacodana	2	ekacodana
13222	ekacCAya		ekacCAya

13223	ekaja		ekaja/

13224	ekajanman		ekajanman

13225	ekajAta		ekajAta

13226	ekajAti		ekajAti

13227	ekajAtIya		ekajAtIya

13228	ekajyA		ekajyA

13229	ekajyotis		ekajyotis

13230	ekata		ekata/

13231	ekatama		ekatama/

13232	ekatara		ekatara/

13233	ekatas		ekatas

13234	ekatA		eka/tA

13235	ekatAna		ekatAna

13236	ekatAla		ekatAla

13237	ekatIrTin		ekatIrTin

13238	ekatejana		e/katejana

13239	ekatodant		ekatodant

13240	ekatra		ekatra

13241	ekatriMSa		ekatriMSa/

13242	ekatriMSat		e/katriMSat

13243	ekatrika		ekatrika

13244	ekatva		ekatva

13245	ekadaMzwra		ekadaMzwra

13246	ekadaRqin		ekadaRqin

13247	ekadanta		ekadanta

13248	ekadA		ekadA/

13249	ekadiS		ekadiS

13250	ekadfS		ekadfS

13251	ekadfzwi		ekadfzwi

13252	ekadevata		ekadevata

13253	ekadevatya		ekadeva/tya

13254	ekadeSa	1	ekadeSa
13255	ekadeSa	2	ekadeSa
13256	ekadeSin		ekadeSin

13257	ekadeha		ekadeha

13258	ekadyU		ekadyU/

13259	ekaDana	1	ekaDana/
13260	ekaDana	2	e/kaDana
13261	ekaDanavid		ekaDanavi/d

13262	ekaDanin		ekaDani/n

13263	ekaDarmin		ekaDarmin

13264	ekaDA		ekaDA/

13265	ekaDura		ekaDura

13266	ekaDurAvaha		ekaDurAvaha

13267	ekaDurIRa		ekaDu/rIRa

13268	ekanakzatra		ekanakzatra/

13269	ekanawa		ekanawa

13270	ekanavata		ekanavata

13271	ekanavati		ekanavati

13272	ekanATa		ekanATa

13273	ekanAyaka		ekanAyaka

13274	ekaniScaya	1	ekaniScaya
13275	ekaniScaya	2	ekaniScaya
13276	ekanIqa		e/kanIqa

13277	ekanetra		ekanetra

13278	ekanemi		e/kanemi

13279	ekapakza		ekapakza

13280	ekapaYcASa		ekapaYcASa

13281	ekapaYcASat		e/kapaYcASat

13282	ekapatika		ekapatika

13283	ekapatni		ekapatni

13284	ekapatnI		e/kapatnI

13285	ekapatrikA		ekapatrikA

13286	ekapad		e/kapad

13287	ekapada	1	ekapada
13288	ekapada	2	e/kapada
13289	ekapadi		ekapadi/

13290	ekapadI		ekapadI

13291	ekapara		ekapara/

13292	ekapari		ekapari

13293	ekaparRA		ekaparRA

13294	ekaparvataka		ekaparvataka

13295	ekapalASa		ekapalASa

13296	ekapAwalA		ekapAwalA

13297	ekapAtin		ekapAtin

13298	ekapAd		ekapAd

13299	ekapAda	1	ekapAda
13300	ekapAda	2	e/kapAda
13301	ekapAdikA		ekapAdikA

13302	ekapAduka		ekapAduka

13303	ekapiNga		ekapiNga

13304	ekapiNgala		ekapiNgala

13305	ekapuruza	1	ekapuruza
13306	ekapuruza	2	ekapuruza
13307	ekapuzpA		ekapuzpA

13308	ekaprasTa		e/kaprasTa

13309	ekaPalA		ekaPalA

13310	ekabudDi		ekabudDi

13311	ekaBakta		ekaBakta

13312	ekaBakti		ekaBakti

13313	ekaBAva	1	ekaBAva
13314	ekaBAva	2	ekaBAva
13315	ekaBUta		ekaBUta

13316	ekaBojana		ekaBojana

13317	ekamati	1	ekamati
13318	ekamati	2	ekamati
13319	ekamanas		ekamanas

13320	ekamaya		ekamaya

13321	ekamuKa		e/kamuKa

13322	ekamUrDan		e/kamUrDan

13323	ekamUlA		ekamUlA

13324	ekayazwikA		ekayazwikA

13325	ekayAvan		ekayAvan

13326	ekayoni		ekayoni

13327	ekaraja		ekaraja

13328	ekarasa	1	ekarasa
13329	ekarasa	2	ekarasa
13330	ekarAj		ekarA/j

13331	ekarAja		ekarAja

13332	ekarAtra		ekarAtra/

13333	ekarAtrika		ekarAtrika

13334	ekarikTin		ekarikTin

13335	ekarUpa	1	ekarUpa
13336	ekarUpa	2	e/karUpa
13337	ekarUpya		ekarUpya

13338	ekarca		ekarca/

13339	ekartu		ekartu/

13340	ekarzi		ekarzi/

13341	ekala		ekala

13342	ekalavya		ekalavya

13343	ekaliNga	1	ekaliNga
13344	ekaliNga	2	ekaliNga
13345	ekalU		ekalU

13346	ekavaktra		ekavaktra

13347	ekavacana		ekavacana/

13348	ekavat		ekavat

13349	ekavarRa		ekavarRa

13350	ekavarRika		ekavarRika

13351	ekavarzikA		ekavarzikA

13352	ekavastra		ekavastra

13353	ekavAda		ekavAda

13354	ekavAdyA		ekavAdyA/

13355	ekavAram		ekavAram

13356	ekavAsas		ekavAsas

13357	ekaviMSa		ekaviMSa/

13358	ekaviMSaka		ekaviMSaka

13359	ekaviMSat		ekaviMSat

13360	ekaviMSati		e/kaviMSati

13361	ekaviMSatitama		ekaviMSatitama

13362	ekaviMSatiDA		ekaviMSatiDA/

13363	ekaviMSavant		ekaviMSa/vant

13364	ekaviMSastoma		ekaviMSa/stoma

13365	ekaviDa		e/kaviDa

13366	ekavilocana		ekavilocana

13367	ekavIra		ekavIra/

13368	ekavfkza		ekavfkza

13369	ekavft		ekavf/t

13370	ekavfnda		ekavfnda

13371	ekavfza		ekavfza/

13372	ekaveRi		ekaveRi

13373	ekaveSman		ekaveSman

13374	ekavrAtya		ekavrAtya/

13375	ekaSata		e/kaSata

13376	ekaSaPa		e/kaSaPa

13377	ekaSarIra		ekaSarIra

13378	ekaSas		ekaSas

13379	ekaSAKa		ekaSAKa

13380	ekaSAlA		ekaSAlA

13381	ekaSAlika		ekaSAlika/

13382	ekaSitipad		e/kaSitipad

13383	ekaSIrzan		e/kaSIrzan

13384	ekaSuNga		e/kaSuNga

13385	ekaSfNga		ekaSfNga

13386	ekaSepa		ekaSepa

13387	ekaSeza		ekaSeza

13388	ekaSruta		ekaSruta

13389	ekaSruti		ekaSruti

13390	ekaSruzwi		e/kaSruzwi

13391	ekazazwa		ekazazwa/

13392	ekazazwi		ekazazwi

13393	ekasaptata		ekasaptata

13394	ekasaptati		e/kasaptati

13395	ekasaBa		ekasaBa/

13396	ekasarga		ekasarga

13397	ekasahasra		ekasahasra

13398	ekasUtra		ekasUtra

13399	ekastoma		ekastoma

13400	ekasTa		ekasTa/

13401	ekahaMsa		ekahaMsa/

13402	ekahAyana		e/kahAyana

13403	ekAMSa		ekAMSa

13404	ekAkin		ekAki/n

13405	ekAkza		ekAkza

13406	ekAkzara		e/kAkzara

13407	ekAgra		ekAgra

13408	ekAgramati		ekAgramati

13409	ekAgrya		ekAgrya

13410	ekANka		ekANka

13411	ekANga	1	ekANga
13412	ekANga	2	ekANga
13413	ekAtman	1	ekAtman
13414	ekAtman	2	ekAtman
13415	ekAtmya		ekAtmya

13416	ekAdaSa		ekAdaSa/

13417	ekAdaSaka		ekAdaSaka

13418	ekAdaSan		e/kAdaSan

13419	ekAdaSama		ekAdaSama

13420	ekAdaSAha		ekAdaSAha

13421	ekAdaSin		ekAdaSi/n

13422	ekAdaSina		ekAdaSina

13423	ekAdaSottama		ekAdaSottama

13424	ekAdeSa		ekAdeSa

13425	ekAdnacatvAriMSat		ekAdnacatvAriMSat

13426	ekAnaMSA		ekAnaMSA

13427	ekAnudizwa		ekAnudizwa

13428	ekAnta	1	ekAnta
13429	ekAnta	2	ekAnta
13430	ekAntaduHzamA		ekAntaduHzamA

13431	ekAntaBUta		ekAntaBUta

13432	ekAntara		ekAntara

13433	ekAntarAj		ekAntarAj

13434	ekAntasuzamA		ekAntasuzamA

13435	ekAntin		ekAntin

13436	ekAnna		ekAnna

13437	ekAnnAdin		ekAnnAdin

13438	ekAbdA		ekAbdA

13439	ekAyana	1	ekAyana/
13440	ekAyana	2	ekAyana
13441	ekAyu		e/kAyu

13442	ekArTa	1	ekArTa
13443	ekArTa	2	ekArTa
13444	ekAvalI		ekAvalI

13445	ekASIta		ekASIta

13446	ekASIti		ekASIti

13447	ekASrita		ekASrita

13448	ekAzwakA		ekAzwakA/

13449	ekAzWIla		ekAzWIla

13450	ekAsanika		ekAsanika

13451	ekAha		ekAha/

13452	ekAhAra		ekAhAra

13453	ekIkar		ekIkar

13454	ekIBAva		ekIBAva

13455	ekIBAvin		ekIBAvin

13456	ekIBU		ekIBU

13457	ekIya		ekIya

13458	ekeza		e/keza

13459	ekEka		e/kEka

13460	ekEkavftti		ekEkavftti

13461	ekEkaSas		ekEkaSas

13462	ekEkaSya		ekEkaSya

13463	ekEzikA		ekEzikA

13464	ekokti		ekokti

13465	ekottara		e/kottara

13466	ekottarikA		ekottarikA

13467	ekodaka		ekodaka

13468	ekoddizwa		ekoddizwa

13469	ekona		ekona

13470	ej		ej

13471	ejatka		ejatka/

13472	ejaTu		eja/Tu

13473	ejaya		ejaya

13474	eji		eji

13475	ejya		e/jya

13476	eW		eW

13477	eqa		eqa

13478	eqaka		eqaka

13479	eqakIy		eqakIy

13480	eqagaja		eqagaja

13481	eqamUka		eqamUka

13482	equka		equka

13483	eqUka		eqUka

13484	eqoka		eqoka

13485	eRa		eRa

13486	eRaka		eRaka

13487	eRatilaka		eRatilaka

13488	eRaBft		eRaBft

13489	eRIpacana		eRIpacana

13490	eRIpada		eRIpada/

13491	eta	1	eta
13492	eta	2	e/ta
13493	eta	3	e/ta
13494	etagva		e/tagva

13495	etad	1	eta/d
13496	etad	2	eta/d
13497	etadarTa		etadarTa

13498	etadAtmya		etadAtmya

13499	etadIya		etadIya

13500	etana		etana

13501	etanmaya		etanma/ya

13502	etar		etar

13503	etarhi		eta/rhi

13504	etaSa		e/taSa

13505	etAdfkza		etAdf/kza

13506	etAdfS		etAdf/S

13507	etAdfSa		etAdf/Sa

13508	etAvattva		etAvattva

13509	etAvant		etA/vant

13510	eti		e/ti

13511	ediDizuHpati		ediDizuHpati/

13512	eD		eD

13513	eDa		e/Da

13514	eDatu		eDatu/

13515	eDamAnadviz		eDamAnadvi/z

13516	eDas	1	e/Das
13517	eDas	2	eDas
13518	eDA		eDA

13519	ena		ena

13520	enas		e/nas

13521	enasya		enasya^

13522	enasvant		e/nasvant

13523	enasvin		enasvi/n

13524	enA		enA/

13525	enI		enI

13526	ema		e/ma

13527	eman		e/man

13528	emUza		emUza/

13529	eraka		eraka

13530	eraNga		eraNga

13531	eraRqa		eraRqa

13532	eraRqaka		eraRqaka

13533	eraRqapatrikA		eraRqapatrikA

13534	eraRqaPalA		eraRqaPalA

13535	eramattaka		eramattaka

13536	eru		e/ru

13537	ervAru		ervAru

13538	ela		ela

13539	elaka		elaka

13540	elaNga		elaNga

13541	elada		elada

13542	elapura		elapura

13543	elavAlu		elavAlu

13544	elavila		elavila

13545	elA		elA

13546	elAka		elAka

13547	elApatra		elApatra

13548	elAparRI		elAparRI

13549	elApura		elApura

13550	elAy		elAy

13551	elIkA		elIkA

13552	elu		elu

13553	eluka		eluka

