L_id	k1	hom	k2
914	ajaBakza		ajaBakza

915	ajamAyu		aja/mAyu

916	ajamAra		ajamAra

917	ajamIQa		ajamIQa

918	ajamuKa		ajamuKa

919	ajameru		ajameru

920	ajamodA		ajamodA

921	ajamodikA		ajamodikA

922	ajamBa		ajamBa

923	ajaya	1	ajaya
924	ajaya	2	ajaya
925	ajayagarha		ajayagarha

926	ajayya		ajayya

927	ajara		aja/ra

928	ajarant		aja/rant

929	ajarayu		ajarayu/

930	ajaras		ajaras

931	ajarAja		ajarAja

932	ajarya		aja/rya

933	ajarzaBa		ajarzaBa/

934	ajalambana		ajalambana

935	ajaloman		ajaloman

936	ajalomI		ajalomI

937	ajavas		ajava/s

938	ajavasti		ajavasti

939	ajavAha		ajavAha

940	ajavITI		ajavITI

941	ajaSfNgI		ajaSfNgI/

942	ajastunda		ajastunda

943	ajasra		a/jasra

944	ajahatsvArTA		ajahatsvArTA

945	ajahalliNga		ajahalliNga

946	ajahA		ajahA

947	ajAkfpaRIya		ajAkfpaRI/ya

948	ajAkzIra		ajAkzIra

949	ajAgara		ajAgara

950	ajAji		ajAji

951	ajAjI		ajAjI

952	ajAjIva		ajAjIva

953	ajAta		a/jAta

954	ajAtakakud		ajAtakakud

955	ajAtaSatru		a/jAtaSatru

956	ajAtAri		ajAtAri

957	ajAtOlvali		ajAtOlvali

958	ajAtva		ajAtva

959	ajAda		ajAda

960	ajAdanI		ajAdanI

961	ajAni		ajA/ni

962	ajAnika		ajAnika

963	ajAneya		ajAneya

964	ajAntrI		ajAntrI

965	ajApayas		ajApayas

966	ajApAlaka		ajApAlaka

967	ajAmi		a/jAmi

968	ajAmitA		a/jAmitA

969	ajAyamAna		a/jAyamAna

970	ajAvika		ajAvika/

971	ajASva	1	ajASva
972	ajASva	2	ajA/Sva
973	aji		aji/

974	ajikA		ajikA

975	ajita		ajita

976	ajitakeSakambala		ajitakeSakambala

977	ajitabalA		ajitabalA

978	ajitavikrama		ajitavikrama

979	ajitAtman		ajitAtman

980	ajitApIqa		ajitApIqa

981	ajina		aji/na

982	ajinapatrA		ajinapatrA

983	ajinapatrikA		ajinapatrikA

984	ajinapatrI		ajinapatrI

985	ajinaPalA		ajinaPalA

986	ajinayoni		ajinayoni

987	ajinavAsin		ajinavAsi/n

988	ajinasaMDa		ajinasaMDa/

989	ajira		ajira/

990	ajiravatI		ajiravatI/

991	ajiraSocis		ajira/Socis

992	ajirADirAja		ajirADirAja/

993	ajirAy		ajirAy

994	ajirIya		ajirI/ya

995	ajihma		ajihma

996	ajihmaga		ajihmaga

997	ajihva		ajihva

998	ajIkava		ajIkava

999	ajIgarta		ajIgarta

1000	ajIta		a/jIta

1001	ajItapunarvaRya		ajItapunarvaRya

1002	ajIti		a/jIti

1003	ajIrRa		ajIrRa

1004	ajIrRin		ajIrRin

1005	ajIva		ajIva

1006	ajIvana	1	ajIvana
1007	ajIvana	2	a/jIvana
1008	ajIvani		ajIvani

1009	ajIvant		ajIvant

1010	ajIvita		ajIvita

1011	ajura		aju/ra

1012	ajurya		ajurya/

1013	ajuzwa		a/juzwa

1014	ajuzwi		a/juzwi

1015	ajeya		ajeya

1016	ajEkapAd		ajEkapAd

1017	ajEkapAda		ajEkapAda

1018	ajEqaka		a/jEqaka

1019	ajoza		a/joza

1020	ajozya		a/jozya

1021	ajjukA		ajjukA

1022	ajJawA		ajJawA

1023	ajJala		ajJala

1024	ajYa		ajYa

1025	ajYakA		ajYakA

1026	ajYAta		a/jYAta

1027	ajYAtaka		a/jYAtaka

1028	ajYAtaketa		a/jYAtaketa

1029	ajYAtayakzma		ajYAtayakzma/

1030	ajYAti		ajYAti

1031	ajYAna	1	ajYAna
1032	ajYAna	2	ajYAna
1033	ajYAs		a/jYAs

1034	ajYikA		ajYikA

1035	ajma		ajma/

1036	ajman		a/jman

1037	ajyAni		a/jyAni

1038	ajyezWa		ajyezWa/

1039	ajra	1	a/jra
1040	ajra	2	ajra
1041	ajrya		ajrya^

1042	ajvin		ajvin

1043	aYc	1	aYc
1044	aYc	2	aYc
1045	aYca		aYca

1046	aYcati		aYca/ti

1047	aYcatI		aYcatI/

1048	aYcana		aYcana

1049	aYcay		aYcay

1050	aYcala		aYcala

1051	aYcita		aYcita

1052	aYj		aYj

1053	aYjaka		aYjaka

1054	aYjana	1	aYjana
1055	aYjana	2	aYjana
1056	aYjanaka		a/Yjanaka

1057	aYjanakeSI		aYjanakeSI

1058	aYjananAmikA		aYjananAmikA

1059	aYjanA		aYjanA

1060	aYjanAgiri		aYjanA/giri

1061	aYjanADikA		aYjanADikA

1062	aYjanAvatI		aYjanAvatI

1063	aYjanika		aYjanika

1064	aYjanI		aYjanI

1065	aYjala		aYjala

1066	aYjali		aYjali/

1067	aYjalika		aYjalika

1068	aYjalikarman		aYjalikarman

1069	aYjalikArikA		aYjalikArikA

1070	aYjalIkar		aYjalIkar

1071	aYjas		a/Yjas

1072	aYjasa		aYjasa

1073	aYjasA		aYjasA

1074	aYjasAyana		aYjasAyana

1075	aYjasIna		aYjasI/na

1076	aYjasyA		aYjasyA/

1077	aYjaHsava		aYjaHsava

1078	aYji	1	aYji/
1079	aYji	2	aYji
1080	aYjika		aYjika

1081	aYjimant		aYjima/nt

1082	aYjiva		aYjiva/

1083	aYjizWa		aYjizWa/

1084	aYjisakTa		aYjisakTa/

1085	aYjihizA		aYjihizA

1086	aYjIra		aYjIra

1087	aw		aw

1088	awa		awa

1089	awaka		awaka

1090	awata		awata

1091	awana		awana

1092	awani		awani

1093	awanI		awanI

1094	awaruza		awaruza

1095	awarUza		awarUza

1096	awarUzaka		awarUzaka

1097	awavi		awavi

1098	awavika		awavika

1099	awaviSiKara		awaviSiKara

1100	awavI		awavI

1101	awA		awA

1102	awAwA		awAwA

1103	awAwyA		awAwyA

1104	awAy		awAy

1105	aww		aww

1106	awwa	1	awwa
1107	awwa	2	awwa
1108	awwaka		awwaka

1109	awwawwa		awwawwa

1110	awwana		awwana

1111	awwapatiBAgAKyagfhakftya		awwapatiBAgAKyagfhakftya

1112	awwasTalI		awwasTalI

1113	awwahasita		awwahasita

1114	awwahAsa		awwahAsa

1115	awwahAsaka		awwahAsaka

1116	awwahAsin		awwahAsin

1117	awwahAsya		awwahAsya

1118	awwA		awwA

1119	awwAwwahAsa		awwAwwahAsa

1120	awwAy		awwAy

1121	awwAla		awwAla

1122	awwAlaka		awwAlaka

1123	awwAlikA		awwAlikA

1124	awwAlikAkAra		awwAlikAkAra

1125	awwAlikAbanDa		awwAlikAbanDa

1126	awwilikA		awwilikA

1127	awRAra		awRAra/

1128	awyA		awyA

1129	aW		aW

1130	aWillA		aWillA

1131	aq	1	aq
1132	aq	2	aq
1133	aqakavatI		aqakavatI

1134	aqq		aqq

1135	aqqana		aqqana

1136	aR	1	aR
1137	aR	2	aR
1138	aRaka		aRaka

1139	aRakIya		aRakI/ya

1140	aRavya		aRavya^

1141	aRAla		aRAla

1142	aRi		aRi

1143	aRiman	1	aRima/n
1144	aRiman		a/Riman

1145	aRizWa		a/RizWa

1146	aRI		aRI

1147	aRImARqavya		aRImARqavya

1148	aRIyaMs		a/RIyaMs

1149	aRIyasa		aRIyasa

1150	aRIyaska		aRIyaska/

1151	aRIyastva		aRIyastva

1152	aRIva		aRIva

1153	aRu		aRu

1154	aRuka		a/Ruka

1155	aRutA		aRutA

1156	aRutEla		aRutEla

1157	aRutva		aRutva

1158	aRuDarma		aRuDarma

1159	aRuBA		aRuBA

1160	aRumaDyavIja		aRumaDyavIja

1161	aRumAtrika		aRumAtrika

1162	aRurevatI		aRurevatI

1163	aRuvedAnta		aRuvedAnta

1164	aRuvrIhi		aRuvrIhi

1165	aRuSas		aRuSas

1166	aRuha		aRuha

1167	aRUBU		aRUBU

1168	aRW		aRW

1169	aRqa		aRqa/

1170	aRqaka		aRqaka

1171	aRqakawAha		aRqakawAha

1172	aRqakowarapuzpI		aRqakowarapuzpI

1173	aRqakoSa		aRqakoSa

1174	aRqakoza		aRqakoza

1175	aRqakozaka		aRqakozaka

1176	aRqaja		aRqaja

1177	aRqajeSvara		aRqajeSvara

1178	aRqaDara		aRqaDara

1179	aRqara		aRqara

1180	aRqarAy		aRqarAy

1181	aRqavarDana		aRqavarDana

1182	aRqavfdDi		aRqavfdDi

1183	aRqAlu		aRqAlu

1184	aRqIra		aRqIra

1185	aRva		a/Rva

1186	aRvanta		aRvanta

1187	aRvI		a/RvI

1188	at	1	at
1189	at	2	at
1190	atawa		atawa

1191	ataTA		a/taTA

1192	ataTocita		ataTocita

1193	atana		atana

1194	atantra		atantra

1195	atantrI		atantrI

1196	atandra		a/tandra

1197	atandrita		atandrita

1198	atandrin		atandrin

1199	atapa		atapa

1200	atapas		atapas

1201	atapaska		atapaska

1202	ataptatanU		a/taptatanU

1203	atapyamAna		a/tapyamAna

1204	atameru		a/tameru

1205	atarka		atarka

1206	atarkita		atarkita

1207	atala		atala

1208	atalasparSa		atalasparSa

1209	atalaspfS		atalaspfS

1210	atavyaMs		a/tavyaMs

1211	atas		a/tas

1212	atasa		atasa/

1213	atasAyya		atasA/yya

1214	atasi		atasi/

1215	ati		a/ti

1216	atikaTa		atikaTa

1217	atikaTA		atikaTA

1218	atikandaka		atikandaka

1219	atikarzaRa		atikarzaRa

1220	atikalyam		atikalyam

1221	atikaSa		atikaSa/

1222	atikAya		atikAya

1223	atikAraka		atikAraka/

1224	atikutsita		atikutsita

1225	atikulva		a/tikulva

1226	atikfcCra		atikfcCra

1227	atikfta		atikfta

1228	atikfti		atikfti

1229	atikfSa		a/tikfSa

1230	atikfzRa		a/tikfzRa

1231	atikeSara		atikeSara

1232	atikrama		atikrama

1233	atikramaRa		atikramaRa

1234	atikramaRIya		atikramaRIya

1235	atikramin		atikramin

1236	atikruzwa		a/tikruzwa

1237	atiKawva		a/tiKawva

1238	atiKara		atiKara

1239	atiga		atiga

1240	atigaRqa		atigaRqa

1241	atiganDa		atiganDa

1242	atiganDAlu		atiganDAlu

1243	atigava		atigava

1244	atiguRa		atiguRa

1245	atiguhA		atiguhA

1246	atigo		atigo

1247	atigraha		atigraha

1248	atigrAha		atigrAha

1249	atigrAhya		atigrA/hya

1250	atiGna		atiGna

1251	atiGnya		atiGnya^

1252	aticamU		aticamU

1253	aticara		aticara

1254	aticaraRa		aticaraRa

1255	aticApalya		aticApalya

1256	aticAra		aticAra

1257	aticArin		aticArin

1258	aticCatra		aticCatra

1259	aticCatraka		aticCatraka

1260	aticCandas	1	aticCandas
1261	aticCandas	2	a/ticCandas
1262	atijagatI		atijagatI

1263	atijana		atijana

1264	atijara		atijara

1265	atijala		atijala

1266	atijava	1	atijava
1267	atijava	2	atijava
1268	atijAgara		atijAgara

1269	atijAta		atijAta

1270	atijIva		atijIva/

1271	atiqIna		atiqIna

1272	atitarAm		atitarA/m

1273	atitArin		atitArin

1274	atitArya		atitArya^

1275	atitIvra		atitIvra

1276	atitfRRa		atitfRRa

1277	atitfpti		atitfpti

1278	atitfzRa		atitfzRa

1279	atitfzRA		atitfzRA

1280	atityad		atityad

1281	atitvam		atitvam

1282	atiTi		a/tiTi

1283	atiTikriyA		atiTikriyA

1284	atiTigva		atiTigva/

1285	atiTitva		atiTitva

1286	atiTideva		atiTideva

1287	atiTiDarma		atiTiDarma

1288	atiTiDarmin		atiTiDarmin

1289	atiTin		atiTi/n

1290	atiTipati		a/tiTipati

1291	atiTipUjana		atiTipUjana

1292	atiTipUjA		atiTipUjA

1293	atiTimant		atiTimant

1294	atiTisatkAra		atiTisatkAra

1295	atidatta		atidatta

1296	atidarpa	1	atidarpa
1297	atidarpa	2	atidarpa
1298	atidarSin		atidarSin

1299	atidAna		atidAna

1300	atidIpya		atidIpya

1301	atidIrGa		a/tidIrGa

1302	atidurlamBa		atidurlamBa

1303	atidUra		atidUra

1304	atideva		atideva

1305	atideSa		atideSa

1306	atiDanvan		atiDanvan

1307	atiDfti		atiDfti

1308	atiDenu		atiDenu

1309	atinAman		atinAman

1310	atinAzwra		atinAzwra/

1311	atinicft		atinicft

1312	atinidra		atinidra

1313	atinidram		atinidram

1314	atinivft		atinivft

1315	atinO		atinO

1316	atipawIkzepa		atipawIkzepa

1317	atipatana		atipatana

1318	atipatti		atipatti

1319	atipatra		atipatra

1320	atipaTin		atipaTin

1321	atipada		atipada/

1322	atiparokza		atiparokza

1323	atipAta		atipAta

1324	atipAtaka		atipAtaka

1325	atipAtita		atipAtita

1326	atipAtin		atipAtin

1327	atipAtya		atipAtya

1328	atipAdanivft		atipAdanivft

1329	atipitar		a/tipitar

1330	atipitAmaha		a/tipitAmaha

1331	atipUta		atipUta

1332	atipUruza		a/tipUruza

1333	atiprakASa		atiprakASa

1334	atiprage		atiprage

1335	atipraRaya		atipraRaya

1336	atiprabanDa		atiprabanDa

1337	atipramARa		atipramARa

1338	atipravaraRa		atipravaraRa

1339	atipravftti		atipravftti

1340	atipravfdDa		atipravfdDa

1341	atipraSna		atipraSna

1342	atipraSnya		atipraSnya

1343	atiprasakti		atiprasakti

1344	atiprasaNga		atiprasaNga

1345	atiprARam		atiprARam

1346	atiprezita		atiprezita

1347	atibala		atibala

1348	atibalA		atibalA

1349	atibAhu		atibAhu

1350	atibIBatsa		atibIBatsa

1351	atibrahmacarya		atibrahmacarya

1352	atibrahman		atibrahman

1353	atiBavatI		atiBavatI

1354	atiBAra		atiBAra

1355	atiBAraga		atiBAraga

1356	atiBAva		atiBAva

1357	atiBI		atiBI

1358	atiBUmi		atiBUmi

1359	atiBojana		atiBojana

1360	atiBrU		atiBrU

1361	atima		atima

1362	atimaNgalya		atimaNgalya

1363	atimati		a/timati

1364	atimaDyaMdina		atimaDyaMdina

1365	atimaryAda		atimaryAda

1366	atimarSa		atimarSa

1367	atimAtra		atimAtra/

1368	atimAtraSas		atimAtraSas

1369	atimAna		atimAna

1370	atimAnitA		atimAnitA

1371	atimAnin		atimAnin

1372	atimAnuza		atimAnuza

1373	atimAra		atimAra

1374	atimAruta		atimAruta

1375	atimukta		a/timukta

1376	atimuktaka		atimuktaka

1377	atimuktakamAlA		atimuktakamAlA

1378	atimukti		a/timukti

1379	atimUrti		atimUrti

1380	atimftyu		atimftyu

1381	atimETuna		atimETuna

1382	atimokza		atimo/kza

1383	atimodA		atimodA

1384	atiyava		atiyava

1385	atiyaSa		atiyaSa

1386	atiyaSas		atiyaSas

1387	atiyAja		atiyAja/

1388	atiyuvan		atiyuvan

1389	atiyUyam		atiyUyam

1390	atiyoga		atiyoga

1391	atiraMhas		atiraMhas

1392	atirakta		atirakta

1393	atiraTa		atiraTa

1394	atirasA		atirasA

1395	atirAjakumAri		atirAjakumAri

1396	atirAjan	1	atirAjan
1397	atirAjan	2	atirAjan
1398	atirAjay		atirAjay

1399	atirAtra		atirAtra/

1400	atiri		atiri

1401	atirikta		atirikta

1402	atiruc		atiru/c

1403	atirucira		atirucira

1404	atiruz		atiruz

1405	atirUpa	1	atirUpa
1406	atirUpa	2	atirUpa
1407	atireka		atireka

1408	atirE		atirE

1409	atiroga		atiroga

1410	atiromaSa		atiromaSa

1411	atilakzmI		atilakzmI

1412	atilaNGana		atilaNGana

1413	atiliha		atiliha

1414	atiloBa	1	atiloBa
1415	atiloBa	2	atiloBa
1416	atiloBatA		atiloBatA

1417	atiloma		atiloma

1418	atilomaSa		a/tilomaSa

1419	atilOlya		atilOlya

1420	ativaktar		ativaktar

1421	ativayam		ativayam

1422	ativartana		ativartana

1423	ativartin		ativartin

1424	ativartula		ativartula

1425	ativAda		ativAda

1426	ativAdin		ativAdin

1427	ativAhika		ativAhika

1428	ativAhya		ativAhya

1429	ativikawa		ativikawa

1430	atividDa		atividDa

1431	atividDaBezaja		atividDaBezaja/

1432	ativiSva		ativiSva

1433	ativiza		ativiza

1434	ativizAdin		ativizAdin

1435	ativftti		ativftti

1436	ativfdDi		ativfdDi

1437	ativfzwi		ativfzwi

1438	ativepaTu		ativepaTu

1439	ativela		ativela

1440	ativoQar		ativoQa/r

1441	ativyaTana		ativyaTana

1442	ativyaTA		ativyaTA

1443	ativyADin		ativyADi/n

1444	ativyApti		ativyApti

1445	atiSakawi		atiSakawi

1446	atiSakkarI		atiSakkarI

1447	atiSakti		atiSakti

1448	atiSaktitA		atiSaktitA

1449	atiSakra		atiSakra

1450	atiSakvarI		atiSakvarI

1451	atiSaNkA		atiSaNkA

1452	atiSaya		atiSaya

1453	atiSayana		atiSayana

1454	atiSayita		atiSayita

1455	atiSayin		atiSayin

1456	atiSarvara		atiSarvara/

1457	atiSastra		atiSastra

1458	atiSAkvara		atiSAkvara

1459	atiSAyana		atiSAyana

1460	atiSAyin		atiSAyin

1461	atiSItam		atiSItam

1462	atiSukra		a/tiSukra

1463	atiSeza		atiSeza

1464	atiSoBana		atiSoBana

1465	atiSrI		atiSrI

1466	atiSrezWa		atiSrezWa

1467	atiSrezWatva		atiSrezWatva

1468	atiSva		atiSva/

1469	atiSvan		atiSvan

1470	atizkadvan		atizka/dvan

1471	atizWant		a/tizWant

1472	atizWA		atizWA/

1473	atizWAvan		atizWA/van

1474	atizWAvant		atizWA/vant

1475	atisaMcaya		atisaMcaya

1476	atisaMDam		atisaMDa/m

1477	atisaMDAna		atisaMDAna

1478	atisaMDita		atisaMDita

1479	atisaMDeya		atisaMDeya

1480	atisara		atisara/

1481	atisarga		atisarga

1482	atisarjana		atisarjana

1483	atisarva		atisarva

1484	atisAMvatsara		atisAMvatsara

1485	atisAmyA		atisAmyA

1486	atisAyam		atisAyam

1487	atisAra		atisAra

1488	atisArakin		atisArakin

1489	atisArin		atisArin

1490	atisidDi		atisidDi

1491	atisundara		atisundara

1492	atisfjya		atisfjya

1493	atisfzwi		a/tisfzwi

1494	atisena		atisena

1495	atisevA		atisevA

1496	atisOparRa		atisOparRa

1497	atisOhitya		atisOhitya

1498	atistuti		atistuti

1499	atistri		atistri

1500	atisTira		atisTira

1501	atisTUla		a/tisTUla

1502	atisparSa		atisparSa

1503	atisPira		atisPira

1504	atisvapna		atisvapna

1505	atihasita		atihasita

1506	atihastay	1	atihastay
1507	atihastay	2	atihastay
1508	atihAsa		atihAsa

1509	atihrasva		a/tihrasva

1510	atIkzRa		atIkzRa

1511	atIta		atIta

1512	atItvan		atI/tvan

1513	atIndriya		atIndriya

1514	atIpa		atIpa

1515	atIreka		atIre/ka

1516	atIrRa		a/tIrRa

1517	atIva		atIva

1518	atIsAra		atIsAra

1519	atIsArakin		atIsArakin

1520	atura		a/tura

1521	atula		atula

1522	atuza		atuza/

1523	atUtuji		a/tUtuji

1524	atUrta	1	a/tUrta
1525	atUrta	2	atU/rta
1526	atUrtadakza		a/tUrtadakza

1527	atUrtapaTin		a/tUrtapaTin

1528	atfRAda		a/tfRAda

1529	atfRyA		atfRyA/

1530	atfdila		a/tfdila

1531	atfpa		atfpa/

1532	atfpRuvant		a/tfpRuvant

1533	atfzita		a/tfzita

1534	atfzRaj		a/tfzRaj

1535	atfzya		atfzya/

1536	atfzyant		a/tfzyant

1537	atejas		atejas

1538	atejaska		ateja/ska

1539	atonimittam		atonimittam

1540	atorTam		ato'rTam

1541	atka		a/tka

1542	atkIla		atkIla

1543	attar		atta/r

1544	attali		attali

1545	attavya		attavya

1546	attA		attA

1547	atti	1	a/tti
1548	atti	2	atti
1549	attikA		attikA

1550	atna		atna/

1551	atnu		atnu

1552	atya		a/tya

1553	atyaMhas		a/tyaMhas

1554	atyagni		atyagni

1555	atyagnizwoma		atyagnizwoma

1556	atyaNkuSa		atyaNkuSa

1557	atyaNgula		atyaNgula

1558	atyaDvan		atyaDvan

1559	atyanta		atyanta

1560	atyantaga		atyantaga

1561	atyantagata		atyantagata

1562	atyantagati		atyantagati

1563	atyantagAmin		atyantagAmin

1564	atyantasukumAra		atyantasukumAra

1565	atyantABAva		atyantABAva

1566	atyantika	1	a/tyantika
1567	atyantika	2	atyantika
1568	atyantIna		atyantI/na

1569	atyamla		atyamla

1570	atyamlaparRa		atyamlaparRa

1571	atyaya		atyaya

1572	atyayika		atyayika

1573	atyayin		atyayin

1574	atyarAti		atyarAti

1575	atyarTa		atyarTa

1576	atyalpa		atyalpa

1577	atyavi		a/tyavi

1578	atyaSana		atyaSana

1579	atyazwi		atyazwi

1580	atyazwisAmagrI		atyazwisAmagrI

1581	atyaham		atyaham

1582	atyahna		atyahna

1583	atyAkAra		atyAkAra

1584	atyAdara		atyAdara

1585	atyAdAna		atyAdAna

1586	atyAditya		atyAditya

1587	atyADAna		atyADAna

1588	atyApti		a/tyApti

1589	atyAya		atyA/ya

1590	atyArUQi		atyArUQi

1591	atyAla		atyAla

1592	atyASA		atyASA

1593	atyASramin		atyASramin

1594	atyAsa		atyAsa

1595	atyAhita		atyAhita

1596	atyukti		atyukti

1597	atyugra		atyugra

1598	atyuccEs		atyuccEs

1599	atyutkawa		atyutkawa

1600	atyutsAha		atyutsAha

1601	atyupaDa		atyupaDa

1602	atyulvaRa		atyulvaRa

1603	atyuzRa		atyuzRa

1604	atyUmaSA		atyUmaSA

1605	atyUrmi		a/tyUrmi

1606	atyUha		atyUha

1607	atra	1	a/tra
1608	atra	2	atra/
1609	atra	3	a/tra
1610	atra	4	atra
1611	atradaGna		atradaGna/

1612	atrapa		atrapa

1613	atraBavant		atraBavant

1614	atrasnu		a/trasnu

1615	atri		a/tri

1616	atricaturaha		atricaturaha

1617	atrijAta	1	atrijAta
1618	atrijAta	2	atrijAta
1619	atridfgja		atridfgja

1620	atrin		atri/n

1621	atrinetraja		atrinetraja

1622	atrinetraprasUta		atrinetraprasUta

1623	atrinetraBU		atrinetraBU

1624	atriBAradvAjikA		atriBAradvAjikA

1625	atrivat		atriva/t

1626	atrisaMhitA		atrisaMhitA

1627	atrismfti		atrismfti

1628	atvac		atva/c

1629	atvaramARa		atvaramARa/

1630	atvarA		atvarA

1631	atsaruka		atsaruka

1632	aTa		a/Ta

1633	aTakim		aTakim

1634	aTari		aTari/

1635	aTary		aTary

1636	aTarya		aTarya

1637	aTaryu		aTaryu/

1638	aTarva		aTarva

1639	aTarvaRa		aTarvaRa

1640	aTarvaRi		aTarvaRi

1641	aTarvan		a/Tarvan

1642	aTarvaBUta		aTarvaBUta

1643	aTarvavat		aTarvava/t

1644	aTarvaveda		aTarvaveda

1645	aTarvaSiKA		aTarvaSiKA

1646	aTarvaSiras		aTarvaSiras

1647	aTarvahfdaya		aTarvahfdaya

1648	aTarvANgiras		aTarvANgira/s

1649	aTarvANgirasa		aTarvANgirasa

1650	aTarvARa		aTarvARa

1651	aTarvI		aTa^rvI

1652	aTavA		aTavA

1653	aTavyu		aTavyu/

1654	aTo		aTo

1655	ad	1	ad
1656	ad	2	ad
1657	ada		ada

1658	adaHkar		adaHkar

1659	adaka		adaka

1660	adakziRa	1	adakziRa
1661	adakziRa	2	adakziRa/
1662	adakziRatva		adakziRatva

1663	adakziRIya		adakziRIya/

1664	adaRqya		adaRqya/

1665	adatka		adatka

1666	adatta		a/datta

1667	adatrayA		adatrayA/

1668	adadryaYc		adadryaYc

1669	adana		a/dana

1670	adant	1	ada/nt
1671	adant	2	ada/nt
1672	adantaka		ada/ntaka

1673	adantya		adantya/

1674	adabDa		a/dabDa

1675	adabDanIti		a/dabDanIti

1676	adabDavratapramati		a/dabDavratapramati

1677	adabDAyu		adabDAyu

1678	adabDAsu		a/dabDAsu

1679	adaBa		ada/Ba

1680	adaBra		a/daBra

1681	adamuyaYc		adamuyaYc

1682	adamBa	1	adamBa
1683	adamBa	2	adamBa
1684	adaya		adaya/

1685	adaraka		adaraka

1686	adarSa		adarSa

1687	adarSana	1	adarSana
1688	adarSana	2	adarSana
1689	adarSanapaTa		adarSanapaTa

1690	adarSanIya		adarSanIya

1691	adala		adala

1692	adaSan		a/daSan

1693	adaSamAsya		a/daSamAsya

1694	adas	1	ada/s
1695	adas	2	ada/s
1696	adas	3	adas
1697	adasy		adasy

1698	adAtar		adAtar

1699	adAna	1	a/dAna
1700	adAna	2	adAna
1701	adAnya		adAnya/

1702	adABya		a/dABya

1703	adAman		adAma/n

1704	adAyAda		adAyAda

1705	adAyika		adAyika

1706	adAyin		adAyin

1707	adAra	1	adAra
1708	adAra	2	adAra
1709	adArasft		a/dArasft

1710	adASu		a/dASu

1711	adASuri		a/dASuri

1712	adASvaMs		a/dASvaMs

1713	adAsa		adAsa

1714	adikka		adi/kka

1715	aditi	1	a/diti
1716	aditi	2	a/diti
1717	aditija		aditija

1718	adititva		adititva/

1719	aditinandana		aditinandana

1720	aditsant		a/ditsant

1721	aditsu		aditsu

1722	adIkzita		a/dIkzita

1723	adIna		adIna

1724	aduHKa		aduHKa

1725	adugDa		a/dugDa

1726	aducCuna		aducCuna/

1727	adurmaKa		a/durmaKa

1728	adurmaNgala		a/durmaNgala

1729	aduzwa		aduzwa

1730	aduzwatva		aduzwatva

1731	adU		a/dU

1732	adUna		a/dUna

1733	adUra		adUra

1734	adfpita		a/dfpita

1735	adfpta		a/dfpta

1736	adfptakratu		a/dfptakratu

1737	adfpyant		a/dfpyant

1738	adfS		adfS

1739	adfSya		adfSya

1740	adfSyant		adfSyant

1741	adfzwa		adf/zwa

1742	adfzwahan		adfzwaha/n

1743	adfzwi		adfzwi

1744	adfzwikA		adfzwikA

1745	adeya		adeya

1746	adeva		a/deva

1747	adevaka		ade/vaka

1748	adevatA		adevatA

1749	adevatra		a/devatra

1750	adevayant		a/devayant

1751	adevayu		a/devayu

1752	adevfGnI		a/devfGnI

1753	adeSa		adeSa

1754	adeSakAla		adeSakAla

1755	adeSya		adeSya

1756	adEva		adEva

1757	adoBU		adoBU

1758	adomada		adomada/

1759	adomaDa		adomaDa/

1760	adomaya		adoma/ya

1761	adomUla		adomUla

1762	adoha		adoha

1763	adga		a/dga

1764	adDA		adDA/

1765	adDAtamAm		adDAtamA/m

1766	adDAti		adDAti/

1767	adDApuruza		adDApuruza

1768	adDAboDeya		adDAboDeya

1769	adDyAlohakarRa		adDyAlohaka/rRa

1770	adButa		a/dButa

1771	adButakratu		a/dButakratu

1772	adButatva		adButatva

1773	adButaDarma		adButaDarma

1774	adButabrAhmaRa		adButabrAhmaRa

1775	adButarAmAyaRa		adButarAmAyaRa

